name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Christian Laettner,868,16.9,0.557,0.042,0.429,7.5,19.1,13.3,14.9,1.9,1.9,16.2,21.0,34.6,30.3,64.9,0.121,0.4,0.6,1.0,19.5,1180
Bill Laimbeer,1068,16.1,0.552,0.055,0.26,8.9,24.6,16.7,8.9,1.0,1.7,11.3,16.9,56.2,49.3,105.6,0.149,0.7,0.8,1.4,29.3,1181
Jeremy Lamb,573,15.6,0.545,0.363,0.229,2.8,16.3,9.5,11.9,1.7,1.5,8.0,21.3,13.9,12.9,26.8,0.108,0.4,0.2,0.6,7.9,1182
John Lambert,446,10.4,0.458,0.007,0.202,10.3,18.3,14.2,5.8,1.3,1.7,14.3,15.3,0.7,6.3,6.9,0.06,-2.9,-0.2,-3.1,-1.5,1183
Jeff Lamp,291,11.5,0.522,0.042,0.248,4.3,9.9,7.1,10.7,1.4,0.2,13.3,19.3,2.4,2.9,5.2,0.072,-1.7,-0.8,-2.6,-0.5,1184
Carl Landry,513,17.5,0.595,0.008,0.444,9.9,15.1,12.5,5.3,1.0,1.3,11.5,20.5,25.7,10.2,35.9,0.149,0.5,-0.8,-0.3,5.0,1185
Mark Landsberger,437,12.8,0.497,0.001,0.378,16.1,24.1,20.2,4.3,0.8,0.5,16.0,16.3,4.2,8.0,12.2,0.08,-0.8,-2.2,-3.0,-1.9,1186
Jerome Lane,218,12.6,0.44,0.014,0.373,16.5,23.2,19.6,12.6,1.9,0.7,16.6,18.4,-1.1,3.4,2.3,0.034,-2.5,-1.1,-3.6,-1.3,1187
Andrew Lang,737,11.7,0.516,0.005,0.308,8.9,17.0,13.0,4.1,1.1,4.6,14.0,14.2,7.6,21.0,28.6,0.089,-2.9,1.1,-1.8,0.7,1188
Antonio Lang,143,8.8,0.515,0.03,0.455,7.3,12.2,9.8,6.0,2.3,2.9,21.8,14.5,-0.5,2.1,1.7,0.057,-5.1,1.3,-3.8,-0.6,1189
Bob Lanier,959,21.7,0.559,0.001,0.322,8.3,21.5,15.6,14.4,1.5,2.5,14.9,22.6,75.4,41.7,117.1,0.175,3.5,1.0,4.5,39.4,1190
Stu Lantz,547,13.4,0.508,,0.399,4.1,6.9,5.4,13.7,1.5,0.3,,,17.1,15.3,32.5,0.102,-1.5,-0.6,-2.1,-0.1,1191
Shane Larkin,256,11.4,0.5,0.27,0.191,1.9,9.6,5.7,22.9,2.6,0.4,17.7,15.7,1.2,3.2,4.4,0.044,-2.6,0.1,-2.4,-0.6,1192
Dave Lattin,263,13.6,0.515,0.002,0.431,8.1,14.6,13.7,5.8,,,16.3,19.1,4.3,2.0,6.3,0.072,,,,,1193
Ty Lawson,551,17.2,0.555,0.243,0.362,2.5,8.0,5.3,32.2,2.0,0.3,15.6,20.3,32.6,9.5,42.1,0.126,2.0,-0.6,1.4,13.6,1194
Jake Layman,243,11.1,0.547,0.439,0.179,3.5,10.9,7.2,5.8,1.5,1.9,10.2,16.3,1.3,2.5,3.8,0.059,-1.9,-0.4,-2.3,-0.2,1195
Mo Layton,267,11.8,0.485,0.0,0.231,1.5,5.8,3.9,21.0,1.4,0.4,25.6,17.8,1.4,3.0,4.4,0.047,-1.1,-1.5,-2.6,-0.3,1196
Caris LeVert,524,14.6,0.533,0.366,0.245,2.8,12.1,7.5,22.0,1.8,1.2,11.9,22.9,9.0,14.8,23.9,0.079,-0.2,0.0,-0.2,6.5,1197
Manny Leaks,446,15.0,0.482,0.001,0.296,9.9,17.2,14.3,5.1,0.5,2.3,11.0,18.9,4.0,10.3,14.4,0.055,-3.4,0.0,-3.4,-0.3,1198
Allen Leavell,700,14.7,0.52,0.106,0.306,1.9,5.9,3.9,27.9,2.7,0.4,17.1,19.1,16.0,13.9,29.9,0.088,0.1,0.3,0.4,9.8,1199
Eric Leckner,449,9.8,0.549,0.004,0.435,7.6,21.7,14.7,5.7,0.8,1.6,18.8,16.3,0.4,5.8,6.2,0.054,-4.7,-0.6,-5.3,-4.6,1200
Clyde Lee,742,11.9,0.47,,0.381,11.4,20.6,17.3,5.1,0.7,0.6,,,4.8,28.7,33.5,0.081,-1.7,-0.6,-2.3,-0.4,1201
Courtney Lee,811,12.2,0.549,0.344,0.173,1.9,9.1,5.5,9.6,1.9,0.8,9.7,16.1,20.9,18.4,39.3,0.086,-1.0,0.4,-0.6,7.9,1202
Damion Lee,315,11.6,0.572,0.523,0.213,2.5,15.2,8.8,9.8,1.5,0.4,10.3,16.7,4.5,6.1,10.6,0.082,-1.6,-0.1,-1.7,0.5,1203
David Lee,829,19.1,0.577,0.003,0.311,9.9,24.0,17.0,12.6,1.3,1.0,13.0,20.6,49.6,26.4,76.0,0.15,1.3,-0.2,1.1,19.2,1204
George Lee,297,12.1,0.464,,0.522,,,,5.8,,,,,2.7,3.9,6.6,0.061,,,,,1205
Ron Lee,448,12.4,0.466,0.042,0.296,4.4,9.5,6.9,23.2,4.1,0.7,22.8,17.0,-4.2,14.9,10.7,0.054,-2.6,2.3,-0.4,3.9,1206
Tim Legler,310,13.6,0.57,0.354,0.278,2.6,7.8,5.2,11.9,1.4,0.5,9.2,17.2,10.0,2.0,12.1,0.11,0.6,-0.7,-0.1,2.5,1207
George Lehmann,376,12.8,0.52,0.29,0.251,1.1,4.0,2.9,23.5,1.1,0.4,19.2,20.3,11.6,7.0,18.6,0.092,-1.5,-2.4,-3.9,-0.3,1208
Alex Len,690,15.0,0.562,0.1,0.395,10.8,22.8,16.7,7.4,1.0,4.4,15.3,17.4,11.4,12.4,23.9,0.097,-1.9,0.0,-1.9,0.3,1209
Voshon Lenard,565,13.8,0.526,0.414,0.199,2.6,9.4,6.0,13.4,1.5,0.6,10.5,21.2,18.6,11.0,29.6,0.093,0.7,-0.7,0.0,7.9,1210
Kawhi Leonard,733,23.2,0.604,0.282,0.308,4.3,17.7,11.2,16.0,2.7,1.6,9.0,25.5,62.0,40.7,102.7,0.212,4.5,1.9,6.5,49.9,1211
Meyers Leonard,456,12.0,0.589,0.425,0.163,5.1,21.5,13.4,8.0,0.6,1.4,12.7,15.0,9.2,6.7,15.8,0.104,-1.3,-0.1,-1.5,1.0,1212
Slick Leonard,426,10.3,0.409,,0.314,,,,,,,,,-3.6,7.4,3.8,0.016,,,,,1213
Jim Les,321,12.4,0.559,0.528,0.352,2.3,8.2,5.2,30.4,2.0,0.3,21.4,13.8,4.8,3.4,8.1,0.092,-0.5,-0.2,-0.7,1.4,1214
Ronnie Lester,250,13.0,0.533,0.015,0.397,3.4,7.1,5.3,27.4,1.8,0.4,21.8,17.9,3.4,3.0,6.3,0.061,-0.4,-0.9,-1.3,0.9,1215
Jon Leuer,377,14.5,0.544,0.188,0.201,6.5,20.4,13.3,8.0,1.2,1.4,10.5,18.3,6.4,6.8,13.2,0.107,-0.8,0.1,-0.7,2.0,1216
Andrew Levane,103,-4.1,0.339,,0.172,,,,,,,,,-1.6,2.4,0.8,-0.275,,,,,1217
Fat Lever,752,17.8,0.496,0.055,0.243,6.1,14.5,10.1,26.4,3.2,0.5,12.3,19.7,29.4,31.7,61.2,0.123,1.7,1.6,3.3,32.1,1218
Cliff Levingston,830,13.8,0.554,0.007,0.398,11.5,16.6,14.0,5.9,1.5,2.1,13.5,14.9,23.2,21.0,44.2,0.125,-0.6,0.4,-0.2,7.6,1219
Freddie Lewis,750,15.1,0.516,0.099,0.387,3.8,5.7,5.1,16.4,2.0,0.2,13.5,20.4,32.7,21.2,53.8,0.104,-0.3,-0.5,-0.7,2.5,1220
Mike Lewis,337,17.6,0.544,0.001,0.36,12.3,21.7,17.4,12.7,0.0,0.0,19.1,16.4,14.6,9.8,24.4,0.116,-4.4,-0.6,-5.0,0.0,1221
Quincy Lewis,159,6.7,0.454,0.19,0.159,4.8,9.0,6.9,8.4,1.7,1.5,13.6,17.9,-0.9,1.7,0.8,0.02,-4.7,-0.2,-4.9,-1.4,1222
Rashard Lewis,1049,16.8,0.563,0.371,0.249,5.0,13.9,9.5,8.9,1.8,1.2,10.2,21.1,61.0,29.9,90.9,0.13,2.2,-0.3,1.9,33.1,1223
Reggie Lewis,450,17.1,0.538,0.021,0.274,4.6,10.0,7.4,11.6,1.9,1.7,8.8,23.3,24.1,14.8,38.9,0.127,1.0,0.4,1.4,12.4,1224
Todd Lichti,237,12.2,0.517,0.049,0.306,4.1,8.5,6.2,10.5,1.9,0.6,12.3,19.0,2.5,3.1,5.6,0.063,-2.0,-0.4,-2.5,-0.5,1225
DeAndre Liggins,177,7.3,0.484,0.38,0.255,2.9,11.8,7.5,8.5,2.8,1.3,19.4,10.4,-0.6,2.2,1.6,0.04,-4.2,2.0,-2.2,-0.1,1226
Goose Ligon,434,15.9,0.533,0.006,0.526,9.6,17.4,14.3,8.3,1.1,1.3,15.1,15.5,19.8,16.3,36.1,0.119,-1.8,-0.8,-2.6,-0.1,1227
Damian Lillard,900,22.2,0.59,0.456,0.353,1.8,11.0,6.4,30.7,1.3,0.7,11.7,29.0,98.2,20.2,118.4,0.174,5.5,-0.9,4.6,54.5,1228
Jeremy Lin,480,15.3,0.548,0.302,0.383,1.8,10.3,6.0,26.7,2.1,1.1,17.6,22.1,12.7,10.8,23.5,0.092,0.0,0.0,0.0,6.2,1229
Alton Lister,953,12.9,0.539,0.002,0.433,10.9,24.5,17.7,6.4,0.9,4.6,19.9,15.7,5.4,31.2,36.6,0.093,-2.6,1.3,-1.4,3.1,1230
Nassir Little,237,11.3,0.561,0.492,0.235,4.7,15.7,10.1,6.4,0.9,2.3,9.5,14.9,2.9,1.9,4.7,0.061,-1.6,-1.0,-2.6,-0.5,1231
Gene Littles,450,13.4,0.526,0.031,0.333,4.8,7.4,6.3,15.3,2.5,0.4,14.4,15.1,12.2,11.2,23.4,0.099,-0.5,1.0,0.5,1.8,1232
Randy Livingston,203,10.0,0.469,0.13,0.227,3.3,8.6,6.0,23.8,2.4,0.9,21.3,17.5,-0.9,3.2,2.3,0.041,-3.2,0.7,-2.5,-0.3,1233
Shaun Livingston,833,12.5,0.531,0.017,0.262,3.3,9.8,6.6,21.8,1.7,1.4,17.3,15.6,13.8,16.1,29.9,0.084,-1.5,0.5,-1.0,4.3,1234
Earl Lloyd,560,10.7,0.416,,0.309,,,,,,,,,-0.5,19.6,19.1,0.062,,,,,1235
Lewis Lloyd,388,16.4,0.559,0.011,0.243,5.6,8.2,6.9,17.2,1.8,0.8,15.2,22.7,12.2,7.6,19.8,0.101,1.1,-0.3,0.8,6.6,1236
Scott Lloyd,372,8.5,0.48,0.005,0.364,8.1,13.9,10.9,8.6,0.8,0.7,18.0,15.0,0.2,2.3,2.5,0.021,-3.2,-1.2,-4.3,-3.4,1237
John Logan,258,,0.385,,0.341,,,,,,,,,17.7,10.1,27.8,,,,,,1238
Brad Lohaus,656,12.3,0.516,0.31,0.147,5.3,15.7,10.4,10.1,1.5,3.1,12.9,17.7,4.4,10.8,15.2,0.07,-1.2,0.5,-0.7,3.5,1239
Grant Long,1003,13.3,0.536,0.039,0.44,8.6,16.3,12.4,9.2,2.2,0.9,15.5,16.1,27.2,32.9,60.1,0.101,-1.2,0.6,-0.6,10.2,1240
John Long,893,14.2,0.512,0.029,0.193,4.6,7.3,5.9,11.4,1.9,0.4,11.6,23.5,15.7,16.4,32.0,0.068,-0.5,-0.8,-1.3,3.7,1241
Luc Longley,567,11.8,0.503,0.001,0.26,8.4,18.4,13.4,10.7,1.2,3.2,18.8,18.5,-0.4,17.9,17.5,0.07,-3.5,0.9,-2.6,-1.9,1242
Kevon Looney,599,15.7,0.592,0.03,0.337,13.8,21.8,17.9,12.3,1.4,2.7,12.2,11.9,22.3,15.1,37.4,0.174,-0.7,1.1,0.4,6.2,1243
Brook Lopez,1105,18.5,0.578,0.227,0.287,7.2,15.0,11.1,8.1,0.9,5.1,10.4,22.3,53.6,38.3,91.9,0.132,1.1,0.2,1.3,27.8,1244
Robin Lopez,992,15.8,0.574,0.03,0.27,11.3,13.1,12.2,6.2,0.5,3.9,12.8,17.5,31.8,17.8,49.6,0.114,-0.5,-0.6,-1.1,4.6,1245
Jim Loscutoff,511,8.3,0.376,,0.194,,,,,,,,,-12.5,16.0,3.4,0.017,,,,,1246
Kevin Loughery,755,13.7,0.472,,0.301,,,4.6,17.4,,,,,12.1,17.7,29.8,0.064,,,,,1247
Bob Love,789,14.9,0.485,,0.294,5.7,11.3,8.6,7.0,1.1,0.3,,,23.2,27.3,50.4,0.096,-0.5,-1.4,-1.8,0.4,1248
Kevin Love,952,20.8,0.571,0.392,0.375,9.0,29.9,19.4,12.9,1.1,1.1,11.1,24.3,62.4,32.5,94.9,0.166,3.8,-0.5,3.2,36.3,1249
Clyde Lovellette,704,21.7,0.491,,0.291,,,,,,,,,45.2,25.4,70.6,0.178,,,,,1250
Sidney Lowe,193,10.4,0.444,0.056,0.393,2.6,8.9,5.6,28.5,2.8,0.2,23.2,10.2,0.6,3.4,3.9,0.055,-2.6,1.0,-1.6,0.3,1251
Kyle Lowry,1173,17.3,0.569,0.484,0.361,2.8,12.6,7.7,29.7,2.1,0.8,15.5,20.7,73.5,39.1,112.6,0.147,2.1,0.6,2.7,43.3,1252
Jerry Lucas,829,18.9,0.544,,0.294,4.0,20.1,15.3,12.0,0.8,0.8,,,63.6,34.8,98.4,0.147,-0.1,1.3,1.3,1.4,1253
John Lucas,928,15.9,0.509,0.093,0.281,2.1,7.1,4.6,33.6,2.4,0.2,16.9,18.7,33.8,19.9,53.7,0.101,1.5,-0.3,1.3,21.1,1254
Kalin Lucas,2,8.0,0.347,0.5,1.0,0.0,28.4,13.7,10.4,4.3,0.0,0.0,10.6,0.0,0.0,0.0,0.091,-9.5,7.6,-1.9,0.0,1255
Maurice Lucas,1021,16.2,0.519,0.005,0.311,9.7,23.6,16.7,11.7,1.2,1.2,15.4,22.0,28.4,40.6,69.0,0.11,0.0,-0.3,-0.3,13.0,1256
John Lucas III,242,11.8,0.467,0.4,0.084,2.2,7.1,4.6,20.9,1.6,0.1,9.4,21.3,1.3,2.1,3.4,0.055,-0.5,-0.7,-1.2,0.6,1257
Tyronn Lue,554,13.2,0.533,0.291,0.215,1.2,7.6,4.4,23.2,1.2,0.1,13.0,18.5,17.2,2.5,19.7,0.075,-0.2,-1.6,-1.8,0.6,1258
Ray Lumpp,300,12.7,0.435,,0.358,,,,,,,,,10.6,4.9,15.5,0.067,,,,,1259
Timothé Luwawu-Cabarrot,328,8.6,0.53,0.577,0.234,2.6,10.8,6.8,7.8,1.2,0.7,11.3,16.9,1.0,3.7,4.7,0.043,-3.1,-0.9,-4.0,-2.7,1260
Trey Lyles,650,13.4,0.553,0.464,0.25,5.4,21.0,13.2,8.5,1.1,1.7,10.4,18.2,10.1,11.9,22.0,0.088,-0.4,-0.6,-1.0,3.0,1261
George Lynch,774,12.8,0.49,0.102,0.259,9.6,15.5,12.5,10.2,2.4,1.1,14.6,15.4,10.0,22.4,32.3,0.088,-1.1,0.7,-0.4,7.3,1262
Don MacLean,319,15.1,0.52,0.068,0.358,6.0,15.0,10.4,10.3,0.9,0.5,10.6,24.4,7.0,2.4,9.4,0.067,-0.4,-2.2,-2.5,-0.9,1263
Ed Macauley,641,20.5,0.522,,0.574,,,,,,,,,84.4,16.1,100.4,0.196,,,,,1264
Scott Machado,10,13.7,0.676,0.167,0.25,0.0,2.8,1.4,34.4,3.7,0.0,37.5,22.9,0.0,0.0,0.0,0.013,-1.7,-0.3,-2.0,0.0,1265
Sam Mack,259,12.2,0.525,0.494,0.173,2.5,9.5,6.1,10.9,1.7,0.5,10.3,19.1,4.9,2.5,7.4,0.07,-0.6,-1.0,-1.6,0.5,1266
Shelvin Mack,456,12.3,0.504,0.333,0.181,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1,2.8,7.5,10.3,0.059,-1.6,-0.4,-1.9,0.1,1267
Mark Macon,251,8.9,0.429,0.07,0.198,3.7,6.6,5.1,12.6,3.5,0.3,14.1,19.1,-5.0,5.1,0.1,0.001,-4.8,1.1,-3.7,-2.2,1268
Kyle Macy,551,14.0,0.559,0.131,0.189,2.5,7.1,4.8,20.8,2.1,0.2,13.2,15.5,22.1,13.9,36.0,0.121,0.2,0.5,0.7,9.6,1269
Gerald Madkins,48,8.7,0.499,0.451,0.296,0.8,6.2,3.4,22.8,3.0,0.2,26.5,11.6,-0.1,0.4,0.3,0.038,-3.4,1.5,-1.9,0.0,1270
Mark Madsen,453,8.1,0.482,0.019,0.482,12.2,12.6,12.4,4.9,1.2,1.4,16.9,10.5,3.3,4.9,8.2,0.074,-3.7,-0.4,-4.1,-2.9,1271
Corey Maggette,827,17.9,0.577,0.16,0.624,4.5,15.2,9.9,12.8,1.3,0.4,14.1,25.7,46.2,15.9,62.2,0.128,1.3,-1.0,0.3,13.3,1272
Jamaal Magloire,680,13.5,0.531,0.002,0.592,11.2,24.3,17.7,4.4,0.8,3.1,17.7,17.7,8.1,19.7,27.7,0.091,-2.5,-0.4,-2.9,-3.1,1273
Ian Mahinmi,618,13.0,0.567,0.022,0.579,10.2,18.9,14.6,5.1,1.7,3.4,17.5,14.8,9.0,17.1,26.1,0.121,-3.2,1.2,-2.0,0.1,1274
John Mahnken,414,10.1,0.309,,0.197,,,,,,,,,-12.4,13.6,1.2,-0.018,,,,,1275
Rick Mahorn,1117,11.6,0.535,0.006,0.353,7.9,22.1,15.0,5.8,1.2,2.3,16.7,14.2,10.5,41.2,51.7,0.096,-2.5,1.2,-1.3,4.5,1276
Dan Majerle,955,13.8,0.538,0.414,0.245,4.3,11.6,8.1,13.3,2.0,0.8,9.9,16.2,44.5,34.0,78.5,0.125,1.1,0.8,1.9,29.7,1277
Thon Maker,263,12.0,0.539,0.407,0.356,6.8,15.7,11.3,6.3,1.3,4.1,11.2,15.5,2.6,4.0,6.6,0.087,-2.3,0.2,-2.1,-0.1,1278
Jeff Malone,905,15.2,0.533,0.022,0.231,2.2,6.7,4.4,12.0,1.0,0.2,8.7,25.1,36.7,17.5,54.2,0.088,0.1,-1.6,-1.5,4.0,1279
Karl Malone,1476,23.9,0.577,0.012,0.503,7.9,23.5,16.0,17.6,1.9,1.5,12.4,29.4,142.2,92.4,234.6,0.205,4.2,0.9,5.1,99.0,1280
Moses Malone,1455,22.0,0.569,0.004,0.572,16.3,23.2,19.8,5.9,1.2,2.2,14.6,25.3,118.6,60.5,179.1,0.174,3.1,-1.5,1.6,45.1,1281
Matt Maloney,295,10.6,0.534,0.559,0.139,1.0,6.7,3.9,18.3,1.7,0.1,15.8,14.7,5.7,3.8,9.5,0.061,-0.8,-0.5,-1.3,1.2,1282
Terance Mann,412,12.8,0.595,0.347,0.222,5.0,12.4,8.8,12.1,1.2,0.9,10.2,14.9,13.3,8.2,21.5,0.113,-0.8,0.0,-0.8,2.8,1283
Danny Manning,883,16.9,0.552,0.02,0.317,7.1,14.4,10.8,13.8,2.1,2.1,14.2,23.1,26.7,28.5,55.1,0.109,0.3,0.7,1.0,18.4,1284
Ed Manning,604,10.8,0.481,0.002,0.195,6.4,17.0,11.6,6.2,2.2,0.5,13.3,15.0,2.4,12.2,14.6,0.069,-1.6,0.5,-1.1,0.7,1285
Pace Mannion,216,9.4,0.465,0.127,0.315,4.5,8.9,6.7,14.5,2.4,0.6,15.7,16.0,-0.6,2.2,1.7,0.038,-2.9,0.9,-2.0,0.0,1286
Pete Maravich,658,18.4,0.5,0.001,0.31,2.6,8.9,5.5,23.1,1.6,0.4,14.5,29.2,30.6,16.1,46.7,0.092,1.6,-1.3,0.2,8.9,1287
Roy Marble,29,4.0,0.327,0.029,0.457,10.5,8.3,9.4,8.1,1.8,1.0,16.8,21.9,-0.6,0.1,-0.5,-0.122,-5.9,-2.8,-8.8,-0.3,1288
Stephon Marbury,846,18.7,0.528,0.229,0.361,2.1,7.1,4.5,36.1,1.7,0.3,14.2,25.4,63.3,14.2,77.5,0.117,3.2,-1.4,1.8,30.7,1289
Šarūnas Marčiulionis,363,16.7,0.595,0.111,0.57,4.0,7.1,5.6,14.8,2.7,0.2,15.5,23.3,14.5,5.5,20.0,0.118,0.5,-0.2,0.3,4.7,1290
Jack Marin,849,15.2,0.516,,0.262,4.0,10.2,7.6,10.3,1.1,0.5,,,36.9,22.4,59.3,0.116,-0.7,-1.0,-1.7,0.5,1291
Shawn Marion,1163,18.8,0.542,0.159,0.191,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,63.6,61.3,124.9,0.15,1.7,1.0,2.7,47.6,1292
Boban Marjanović,331,25.3,0.63,0.035,0.461,15.4,29.4,22.4,8.9,1.0,2.8,12.6,25.2,8.8,4.5,13.3,0.222,2.8,-0.5,2.3,3.2,1293
Lauri Markkanen,450,17.3,0.592,0.495,0.262,4.9,20.2,12.5,7.4,1.1,1.4,8.3,23.1,21.6,11.5,33.1,0.114,2.1,-1.1,1.0,10.6,1294
Sean Marks,230,9.1,0.488,0.043,0.299,8.3,17.8,13.1,3.6,0.8,3.0,15.1,16.0,-0.5,3.1,2.6,0.055,-4.9,-0.1,-5.0,-1.7,1295
Donny Marshall,119,8.7,0.457,0.461,0.417,5.3,11.5,8.4,6.5,2.3,0.5,12.3,19.6,-0.4,1.3,0.9,0.045,-3.5,-0.3,-3.8,-0.4,1296
Donyell Marshall,957,16.8,0.516,0.274,0.236,8.5,20.6,14.5,9.2,1.7,2.5,11.1,20.9,27.3,31.6,59.0,0.113,1.1,0.0,1.1,19.9,1297
Naji Marshall,299,12.9,0.552,0.364,0.277,4.0,15.6,9.8,14.7,1.8,0.8,13.0,18.4,3.7,6.6,10.3,0.077,-1.4,0.0,-1.4,0.9,1298
Tom Marshall,168,13.6,0.447,,0.377,,,,,,,,,2.2,1.9,4.1,0.076,,,,,1299
Caleb Martin,311,11.4,0.548,0.411,0.226,4.8,13.5,9.1,9.7,1.8,1.8,11.6,15.7,3.3,8.5,11.8,0.075,-1.9,0.4,-1.5,0.9,1300
Cartier Martin,243,10.1,0.517,0.534,0.189,3.0,12.9,7.9,5.7,1.5,0.6,9.7,17.7,1.1,2.7,3.7,0.054,-1.5,-0.6,-2.1,-0.1,1301
Cody Martin,259,11.2,0.52,0.391,0.227,4.7,13.8,9.1,14.1,2.2,1.7,13.6,13.5,2.2,5.0,7.2,0.061,-2.5,0.8,-1.7,0.4,1302
Darrick Martin,514,12.5,0.5,0.331,0.306,1.3,6.3,3.7,26.2,1.9,0.2,15.2,20.2,6.8,2.7,9.6,0.05,-1.0,-1.4,-2.5,-1.1,1303
Kenyon Martin,757,15.0,0.513,0.035,0.299,6.5,19.1,12.8,10.6,2.0,2.8,12.7,20.2,11.9,36.1,48.0,0.1,-1.0,1.1,0.1,12.1,1304
Kevin Martin,714,17.7,0.585,0.338,0.465,2.1,10.0,6.1,10.6,1.5,0.3,10.2,24.4,49.3,12.0,61.3,0.137,2.1,-1.1,1.0,16.1,1305
KJ Martin,309,13.7,0.611,0.291,0.266,5.6,15.0,10.2,8.3,1.0,2.0,10.1,15.3,9.2,3.2,12.4,0.089,-0.9,-0.8,-1.8,0.4,1306
Slater Martin,745,11.6,0.436,,0.377,,,,,,,,,19.0,28.4,47.5,0.087,,,,,1307
Jamal Mashburn,611,15.7,0.504,0.218,0.297,3.4,13.0,8.2,19.3,1.5,0.3,12.1,25.8,22.4,21.3,43.7,0.092,1.1,-0.8,0.3,13.4,1308
Anthony Mason,882,14.6,0.563,0.002,0.499,7.4,20.1,13.9,15.2,1.1,0.6,15.3,15.2,48.6,39.7,88.3,0.138,0.3,0.7,1.0,23.2,1309
Desmond Mason,643,12.7,0.509,0.039,0.38,4.7,12.4,8.5,8.9,1.2,0.9,11.9,20.2,12.4,10.6,23.1,0.056,-1.3,-1.1,-2.4,-2.1,1310
Roger Mason,518,10.9,0.533,0.528,0.119,1.0,10.5,5.8,11.7,1.1,0.6,10.7,17.6,6.5,6.5,13.0,0.068,-0.8,-0.6,-1.4,1.4,1311
Tony Massenburg,683,11.9,0.519,0.003,0.391,9.6,18.1,13.8,3.5,1.1,1.9,14.4,17.3,6.3,9.3,15.6,0.061,-3.2,-1.4,-4.5,-7.8,1312
Garrison Mathews,314,10.3,0.617,0.849,0.335,1.9,9.2,5.5,5.4,1.4,1.0,7.2,13.5,7.6,2.2,9.8,0.086,-1.6,-0.6,-2.2,-0.3,1313
Wes Matthews,465,13.0,0.53,0.052,0.287,2.1,5.4,3.8,29.3,2.3,0.5,21.8,19.5,2.9,8.0,11.0,0.057,-0.8,-0.4,-1.3,1.8,1314
Wesley Matthews,986,12.3,0.558,0.539,0.229,2.0,8.9,5.4,9.9,1.7,0.6,9.6,17.5,32.1,23.4,55.5,0.093,-0.4,0.2,-0.2,12.6,1315
Ariel Maughan,259,,0.34,,0.293,,,,,,,,,-1.8,6.0,4.2,,,,,,1316
Tyrese Maxey,318,17.8,0.577,0.377,0.247,1.2,9.3,5.3,22.4,1.4,1.0,7.7,25.1,18.7,7.8,26.5,0.125,2.3,-1.0,1.3,8.6,1317
Jason Maxiell,618,13.0,0.518,0.002,0.43,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,8.1,12.2,20.3,0.086,-2.2,-0.3,-2.5,-1.4,1318
Cedric Maxwell,835,16.4,0.629,0.003,0.73,9.9,14.5,12.2,10.4,1.3,1.0,18.1,17.1,53.2,25.3,78.5,0.159,1.6,0.1,1.7,22.1,1319
Vernon Maxwell,855,12.7,0.498,0.398,0.248,1.8,8.3,5.1,18.6,2.0,0.4,13.2,22.5,7.2,20.2,27.4,0.054,-0.7,-0.5,-1.2,5.1,1320
Don May,379,14.4,0.501,,0.268,2.9,12.7,9.1,8.8,1.4,0.5,,,6.7,4.6,11.4,0.082,-3.0,-0.4,-3.4,-0.3,1321
Scott May,355,14.2,0.52,0.003,0.328,7.0,12.7,9.9,11.3,1.7,0.3,14.7,21.0,9.4,8.0,17.4,0.104,-0.1,-0.6,-0.7,2.7,1322
Sean May,119,14.9,0.508,0.018,0.322,9.5,21.2,15.2,10.9,1.5,1.9,14.2,22.8,0.5,2.2,2.6,0.068,-1.4,-0.3,-1.7,0.2,1323
Lee Mayberry,496,10.1,0.516,0.44,0.177,1.6,5.8,3.6,25.5,1.8,0.3,19.3,13.2,6.4,1.5,7.9,0.036,-1.7,-1.2,-2.9,-2.3,1324
Eric Maynor,267,10.6,0.47,0.283,0.185,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3,0.5,2.8,3.3,0.041,-1.7,-1.2,-2.9,-0.8,1325
O.J. Mayo,547,13.4,0.53,0.349,0.206,2.0,9.8,5.9,15.6,1.7,0.7,13.7,22.1,10.1,11.7,21.8,0.062,-0.1,-0.7,-0.9,4.7,1326
Luc Mbah a Moute,689,10.7,0.516,0.167,0.328,6.6,13.3,9.8,5.7,1.9,1.3,13.2,13.6,6.5,19.5,26.0,0.078,-2.2,0.7,-1.5,2.0,1327
Bob McAdoo,852,20.7,0.551,0.003,0.354,7.6,21.8,14.7,10.5,1.3,2.3,14.3,25.8,56.3,32.8,89.1,0.151,2.4,-0.2,2.2,27.2,1328
Bob McCann,178,10.2,0.507,0.008,0.409,7.8,15.5,11.7,6.6,1.7,2.2,15.5,16.1,-0.2,2.2,2.0,0.041,-3.5,-0.2,-3.8,-1.1,1329
Andre McCarter,103,10.4,0.462,0.02,0.175,2.8,5.7,4.2,19.3,1.4,0.0,14.0,15.1,0.4,0.8,1.1,0.046,-1.9,-0.6,-2.5,-0.2,1330
Johnny McCarthy,316,8.8,0.396,,0.317,,,,,,,,,-3.4,8.1,4.7,0.026,,,,,1331
