name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Chucky Atkins,696,13.1,0.522,0.426,0.209,1.3,6.6,3.9,23.4,1.4,0.2,13.4,19.8,19.2,8.7,27.9,0.077,0.2,-1.3,-1.1,3.7,79
Al Attles,711,11.3,0.489,,0.38,,,5.5,20.5,,,,,15.9,20.6,36.5,0.098,,,,,80
Stacey Augmon,1001,13.7,0.524,0.012,0.404,6.8,10.1,8.5,11.3,2.3,1.1,14.1,18.1,19.6,24.2,43.8,0.097,-0.9,0.7,-0.2,9.8,81
D.J. Augustin,976,14.0,0.558,0.455,0.319,1.4,7.5,4.4,26.1,1.3,0.1,14.7,19.1,33.2,14.4,47.7,0.1,0.5,-1.2,-0.7,7.6,82
Isaac Austin,432,13.0,0.49,0.018,0.353,8.6,19.5,14.1,11.3,1.4,1.9,17.3,22.1,-1.9,11.1,9.2,0.053,-2.4,0.0,-2.5,-1.0,83
Deni Avdija,359,13.1,0.569,0.397,0.318,3.8,21.3,12.6,14.7,1.4,1.4,14.4,18.3,5.3,9.4,14.7,0.073,-1.3,0.3,-1.0,2.5,84
Anthony Avent,352,8.8,0.439,0.001,0.238,9.5,17.7,13.6,6.2,1.3,2.1,15.7,17.2,-5.8,6.2,0.3,0.002,-4.7,-1.1,-5.7,-6.4,85
Bird Averitt,366,12.5,0.459,0.052,0.279,2.3,6.0,4.2,19.5,1.9,0.4,15.0,27.5,-3.8,7.7,3.9,0.023,-1.8,-1.1,-2.9,-1.9,86
Dennis Awtrey,733,10.5,0.5,0.0,0.384,7.1,15.5,12.0,13.4,0.8,0.9,27.5,9.4,6.2,16.2,22.4,0.076,-1.5,0.4,-1.1,2.2,87
Jeff Ayres,237,12.4,0.591,0.01,0.283,9.9,21.0,15.5,6.3,0.8,2.1,18.4,14.1,2.8,3.6,6.3,0.131,-2.9,0.6,-2.3,-0.2,88
Deandre Ayton,398,20.0,0.613,0.025,0.189,10.9,26.9,18.8,8.6,1.2,2.7,11.4,21.1,21.4,16.2,37.6,0.147,1.0,-0.2,0.8,8.7,89
Kelenna Azubuike,208,14.3,0.557,0.294,0.271,5.4,12.6,8.9,6.8,1.3,1.5,9.4,18.3,7.1,2.2,9.3,0.088,0.6,-1.2,-0.6,1.8,90
Luke Babbitt,381,10.1,0.546,0.615,0.104,2.3,15.9,9.0,6.4,0.9,0.9,9.0,15.5,3.9,3.3,7.2,0.065,-1.2,-1.0,-2.1,-0.1,91
Jim Baechtold,321,13.2,0.463,,0.395,,,,,,,,,10.6,4.2,14.8,0.086,,,,,92
John Bagley,665,13.0,0.488,0.088,0.231,2.7,8.6,5.6,32.1,2.1,0.2,20.3,18.0,2.8,13.9,16.6,0.047,-0.4,-0.5,-0.9,4.5,93
Marvin Bagley III,289,17.5,0.569,0.159,0.295,10.8,20.9,15.8,6.1,1.0,2.4,9.8,22.2,7.7,4.9,12.6,0.093,0.1,-1.7,-1.6,0.6,94
Gus Bailey,147,11.3,0.433,0.003,0.388,7.3,11.6,9.5,16.1,1.9,1.7,17.2,15.6,-0.4,1.2,0.8,0.029,-1.6,0.7,-0.9,0.4,95
James Bailey,595,13.0,0.53,0.003,0.389,9.5,19.1,14.2,6.1,1.2,2.5,17.6,20.9,1.4,14.9,16.3,0.067,-2.9,0.0,-2.9,-2.6,96
Thurl Bailey,928,14.3,0.523,0.003,0.285,6.0,14.7,10.5,8.0,0.8,2.6,11.3,21.5,15.0,30.1,45.0,0.087,-0.6,-0.3,-0.9,6.9,97
Vin Baker,791,16.3,0.522,0.019,0.391,10.2,16.7,13.4,10.2,1.2,2.3,13.4,23.0,25.5,21.5,47.0,0.088,-0.2,-1.0,-1.2,5.3,98
Renaldo Balkman,221,14.3,0.532,0.089,0.376,10.6,18.6,14.6,6.9,2.8,2.7,13.8,14.3,2.8,4.3,7.2,0.113,-1.4,1.5,0.1,1.6,99
LaMelo Ball,231,18.9,0.546,0.475,0.212,4.1,16.1,10.0,38.2,2.2,1.0,14.7,30.2,6.4,7.2,13.6,0.089,3.0,-0.2,2.9,9.1,100
Lonzo Ball,287,13.3,0.514,0.603,0.104,3.4,15.1,9.3,25.5,2.3,1.7,17.6,18.0,2.4,10.3,12.6,0.068,-0.1,1.1,1.0,6.7,101
Greg Ballard,802,15.7,0.511,0.031,0.202,6.9,16.8,11.8,11.5,1.9,0.6,9.8,19.9,24.1,29.9,54.0,0.117,0.5,0.7,1.2,18.1,102
Mo Bamba,364,16.4,0.568,0.409,0.194,9.6,25.4,17.4,7.5,1.1,6.8,11.7,17.4,5.5,10.1,15.6,0.123,-1.1,1.1,0.0,3.1,103
Desmond Bane,313,17.2,0.597,0.457,0.177,2.5,14.1,8.2,19.4,1.6,1.1,11.0,23.4,15.3,10.3,25.5,0.132,2.3,0.2,2.4,10.4,104
Gene Banks,468,15.1,0.579,0.012,0.358,8.6,14.2,11.4,13.5,1.6,0.4,15.4,16.6,21.9,9.4,31.2,0.115,1.0,-0.3,0.7,8.7,105
Marcus Banks,348,12.2,0.522,0.223,0.345,2.2,8.6,5.5,21.2,2.5,0.8,18.1,19.9,1.5,5.1,6.6,0.057,-2.3,0.2,-2.0,-0.1,106
Ken Bannister,253,8.9,0.502,0.003,0.557,7.9,18.6,13.1,4.2,1.4,1.3,18.8,19.8,-4.0,4.6,0.6,0.007,-5.0,-0.6,-5.6,-3.6,107
Mike Bantom,706,14.3,0.508,0.002,0.328,8.4,15.3,11.8,11.6,1.5,1.3,15.7,19.7,15.3,19.5,34.8,0.085,-0.5,-0.3,-0.8,5.7,108
Leandro Barbosa,850,15.1,0.56,0.345,0.204,2.0,8.4,5.3,15.1,1.9,0.5,11.6,22.2,24.7,12.8,37.4,0.098,0.3,-0.4,-0.2,8.6,109
Steve Bardo,33,8.1,0.384,0.118,0.271,4.5,18.5,11.3,21.9,2.0,0.9,18.8,16.7,-0.4,0.3,-0.1,-0.02,-4.6,0.6,-4.0,-0.2,110
J.J. Barea,831,14.5,0.515,0.349,0.176,1.7,10.4,6.0,33.2,1.0,0.1,14.9,23.4,13.7,10.1,23.8,0.07,0.7,-1.4,-0.7,5.3,111
Andrea Bargnani,550,14.4,0.531,0.265,0.251,3.9,15.0,9.5,7.1,0.7,2.4,10.3,24.0,9.8,9.1,18.9,0.057,-0.1,-1.5,-1.6,1.5,112
Charles Barkley,1073,24.6,0.612,0.129,0.554,12.5,23.7,18.2,17.5,2.1,1.4,14.8,24.8,123.3,53.9,177.2,0.216,5.4,0.8,6.1,80.5,113
Harrison Barnes,993,13.7,0.575,0.353,0.307,3.6,13.3,8.4,8.2,1.1,0.5,8.6,18.6,40.3,21.3,61.6,0.095,0.2,-1.0,-0.8,9.1,114
Jim Barnes,454,12.5,0.477,,0.365,,,7.1,5.3,,,,,5.6,8.6,14.2,0.072,,,,,115
Marvin Barnes,315,18.1,0.514,0.003,0.279,10.6,20.9,15.7,10.2,1.8,2.5,14.8,23.8,9.1,11.4,20.6,0.106,0.6,0.1,0.6,6.1,116
Matt Barnes,929,12.7,0.542,0.459,0.217,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.6,19.4,23.4,42.8,0.093,-0.4,0.4,-0.1,10.7,117
Dick Barnett,971,14.7,0.508,,0.327,1.8,5.4,3.6,12.9,0.8,0.0,,,46.5,22.1,68.7,0.114,-3.2,-0.4,-3.6,0.0,118
Jim Barnett,732,14.6,0.492,,0.309,4.0,6.5,5.6,17.6,1.2,0.3,,,15.9,17.3,33.2,0.092,-0.1,-1.0,-1.1,1.1,119
John Barnhill,589,10.7,0.453,0.091,0.283,3.9,5.0,3.6,16.4,,,13.6,17.7,-0.1,12.8,12.7,0.044,,,,,120
Leo Barnhorst,344,14.2,0.401,,0.212,,,,,,,,,0.9,12.4,13.3,0.056,,,,,121
Mike Barr,307,9.6,0.518,0.017,0.244,2.8,7.1,4.9,17.1,2.2,0.5,23.0,13.7,2.5,4.3,6.9,0.052,-2.0,0.5,-1.5,0.5,122
RJ Barrett,387,13.9,0.531,0.308,0.321,3.0,15.4,9.1,16.0,1.0,0.8,11.2,26.0,2.1,11.2,13.3,0.05,-0.6,-1.2,-1.7,0.9,123
Earl Barron,140,8.6,0.417,0.026,0.263,10.9,18.1,14.5,5.3,1.2,1.2,12.2,20.5,-2.4,1.7,-0.6,-0.015,-5.4,-2.2,-7.6,-2.8,124
Dana Barros,850,16.4,0.572,0.371,0.204,1.3,8.3,4.7,23.7,1.9,0.2,13.5,20.0,38.4,11.2,49.6,0.122,2.3,-0.6,1.7,18.1,125
Brent Barry,912,15.7,0.607,0.546,0.251,2.2,11.5,6.9,19.4,2.1,0.8,15.6,16.1,47.4,23.1,70.5,0.143,1.7,0.9,2.6,27.7,126
Jon Barry,821,14.7,0.572,0.456,0.279,2.6,9.9,6.2,20.3,2.7,0.6,16.4,16.0,21.5,15.7,37.2,0.129,0.5,1.3,1.8,13.4,127
Rick Barry,1020,21.0,0.525,0.028,0.301,2.9,12.0,8.0,19.1,2.5,0.7,12.2,25.5,89.2,39.7,128.9,0.162,2.5,0.5,3.0,24.8,128
Will Barton,679,13.9,0.532,0.383,0.21,3.1,15.1,9.1,15.7,1.5,1.4,11.7,20.6,12.7,13.8,26.5,0.074,0.1,-0.5,-0.4,6.9,129
Brandon Bass,758,15.3,0.558,0.011,0.34,8.0,16.0,12.0,6.1,0.9,2.2,10.9,18.4,23.9,18.9,42.8,0.125,-0.6,-0.2,-0.8,5.1,130
Tim Bassett,473,10.2,0.451,0.005,0.288,9.7,18.0,13.7,6.5,1.4,1.1,16.3,12.4,0.5,12.4,12.9,0.055,-2.3,0.0,-2.3,-1.0,131
Maceo Baston,105,14.4,0.667,0.047,0.558,7.6,16.7,12.0,5.0,1.5,3.9,20.1,14.5,1.2,1.1,2.3,0.134,-2.3,1.2,-1.2,0.2,132
Keita Bates-Diop,283,12.7,0.565,0.328,0.282,4.9,15.3,10.0,7.2,1.5,1.8,9.3,15.2,3.9,3.6,7.4,0.078,-1.2,-0.4,-1.6,0.5,133
Tony Battie,837,12.6,0.52,0.017,0.259,8.9,19.1,14.0,4.9,1.2,3.0,12.6,14.4,14.6,21.8,36.4,0.099,-2.1,0.3,-1.8,0.8,134
Shane Battier,977,12.6,0.559,0.477,0.236,5.0,10.8,7.9,8.8,1.7,2.3,10.4,12.9,40.4,35.3,75.7,0.121,0.4,1.3,1.7,28.2,135
John Battle,612,13.7,0.526,0.051,0.332,1.8,6.6,4.2,17.4,1.2,0.2,11.5,22.2,12.3,5.6,17.9,0.079,-0.7,-1.3,-2.0,0.1,136
Nicolas Batum,1131,14.0,0.566,0.519,0.2,3.8,15.0,9.4,16.3,1.6,1.8,14.3,16.0,39.6,34.3,73.9,0.109,0.7,0.8,1.5,28.7,137
Johnny Baum,244,13.7,0.516,0.002,0.239,7.6,11.4,9.8,6.1,1.4,0.7,11.6,18.1,4.2,1.5,5.7,0.081,-1.0,-0.8,-1.8,0.1,138
Jerryd Bayless,586,12.2,0.522,0.331,0.284,1.6,9.9,5.8,21.2,1.5,0.5,14.9,20.1,8.7,9.9,18.6,0.072,-1.1,-0.5,-1.6,1.1,139
Elgin Baylor,846,22.7,0.494,,0.366,,,10.2,16.1,,,,,63.6,40.5,104.2,0.148,,,,,140
Aron Baynes,522,13.7,0.55,0.142,0.256,10.5,21.1,15.8,7.5,0.7,2.5,13.6,17.2,9.1,11.0,20.1,0.115,-2.3,-0.1,-2.4,-0.8,141
Kent Bazemore,657,11.4,0.521,0.417,0.255,1.9,14.6,8.3,12.8,2.4,1.9,14.8,19.5,-3.6,17.1,13.5,0.048,-2.3,0.9,-1.4,2.0,142
Darius Bazley,237,11.2,0.507,0.405,0.263,3.7,20.1,11.8,7.6,1.2,2.9,12.3,18.4,-3.1,6.1,3.1,0.027,-2.4,-0.1,-2.4,-0.6,143
Bradley Beal,801,18.0,0.568,0.334,0.254,2.8,10.3,6.6,20.5,1.6,1.0,11.3,27.0,38.3,20.3,58.6,0.102,2.3,-0.9,1.5,24.0,144
Butch Beard,605,15.0,0.54,,0.36,5.1,10.1,7.1,20.2,2.3,0.2,18.8,16.1,21.2,11.6,32.8,0.11,0.0,0.6,0.6,6.2,145
John Beasley,506,19.5,0.545,0.045,0.267,10.0,18.2,13.9,6.1,0.7,1.2,9.0,18.6,27.3,10.6,37.9,0.131,0.2,-1.9,-1.7,0.0,146
Malik Beasley,578,12.4,0.567,0.652,0.097,2.0,10.8,6.4,8.3,1.4,0.4,7.4,19.8,10.6,9.5,20.1,0.07,0.2,-1.2,-0.9,3.7,147
Michael Beasley,609,15.6,0.52,0.126,0.218,5.5,18.2,11.8,10.1,1.3,1.8,12.3,26.9,2.0,13.6,15.6,0.054,-0.7,-1.0,-1.7,0.9,148
Zelmo Beaty,889,18.7,0.554,0.001,0.421,9.2,18.9,15.0,6.7,1.4,1.4,12.4,20.0,70.0,36.0,106.0,0.171,0.6,-0.1,0.4,2.3,149
Byron Beck,747,16.4,0.54,0.006,0.208,8.3,14.3,12.8,7.0,1.2,0.4,10.8,17.2,31.3,23.7,55.0,0.137,0.2,-0.7,-0.4,2.3,150
Ernie Beck,371,11.2,0.431,,0.253,,,,,,,,,2.6,6.4,9.0,0.061,,,,,151
Art Becker,414,16.3,0.527,0.006,0.25,6.6,12.9,10.8,5.8,,,10.7,19.3,16.8,11.3,28.1,0.128,,,,,152
William Bedford,238,9.7,0.446,0.023,0.249,9.1,16.5,12.9,6.3,0.7,3.0,13.8,21.1,-2.3,3.2,0.9,0.017,-4.5,-0.3,-4.8,-1.8,153
Ron Behagen,388,14.2,0.472,0.0,0.279,9.8,20.4,15.1,10.1,1.4,0.9,15.8,23.4,1.9,11.0,13.0,0.068,-1.5,-0.6,-2.1,-0.2,154
Marco Belinelli,860,12.2,0.55,0.464,0.213,1.1,9.0,5.1,11.3,1.3,0.3,10.0,19.4,18.0,12.5,30.5,0.075,-0.5,-0.8,-1.3,3.3,155
Charlie Bell,376,11.2,0.515,0.42,0.172,2.2,8.2,5.1,14.3,1.7,0.3,10.4,16.7,7.5,5.0,12.5,0.064,-1.2,-0.4,-1.6,1.0,156
Jordan Bell,161,15.0,0.572,0.043,0.253,8.9,18.6,13.9,13.7,1.5,5.1,18.6,14.1,2.1,2.8,4.9,0.121,-1.4,1.5,0.2,1.1,157
Raja Bell,706,10.9,0.544,0.396,0.185,2.5,9.1,5.8,9.3,1.3,0.5,9.7,16.4,20.7,12.0,32.7,0.079,-0.9,-0.4,-1.3,3.5,158
Walt Bellamy,1043,19.9,0.554,,0.527,10.6,20.1,16.1,9.4,0.9,1.0,,,103.3,26.7,130.0,0.16,0.6,-0.9,-0.2,1.1,159
DeAndre' Bembry,296,10.5,0.525,0.247,0.22,3.5,14.7,9.0,13.2,2.4,1.9,18.1,15.0,-1.2,5.6,4.4,0.038,-3.3,1.0,-2.3,-0.4,160
Jonathan Bender,262,10.9,0.514,0.243,0.359,4.6,12.4,8.6,7.4,0.6,3.2,15.4,19.9,0.2,3.6,3.8,0.047,-2.1,-0.5,-2.6,-0.6,161
Benoit Benjamin,807,14.8,0.544,0.003,0.393,7.3,23.8,15.4,7.3,1.2,4.3,17.9,19.6,3.2,29.5,32.7,0.072,-2.0,0.9,-1.1,4.8,162
Corey Benjamin,153,8.9,0.459,0.243,0.272,4.4,9.6,6.9,12.5,1.7,1.6,15.3,22.6,-2.2,1.3,-0.9,-0.019,-3.6,-1.2,-4.8,-1.6,163
Mario Bennett,68,18.2,0.543,0.014,0.433,16.1,18.1,17.1,6.7,2.6,2.6,11.8,20.5,1.0,0.9,1.9,0.153,-0.7,-0.1,-0.8,0.2,164
Mel Bennett,204,10.8,0.445,0.003,0.574,11.5,14.2,12.8,7.4,1.6,1.4,16.7,19.5,-1.6,2.5,0.9,0.011,-2.8,-1.2,-4.0,-2.0,165
David Benoit,492,12.0,0.513,0.217,0.237,7.5,17.5,12.6,4.7,1.2,1.9,11.2,18.1,5.7,11.2,16.9,0.087,-1.4,-0.6,-2.0,0.0,166
Kent Benson,680,14.2,0.531,0.007,0.254,8.2,18.8,13.4,10.2,1.8,2.0,15.5,17.1,13.0,20.6,33.6,0.103,-0.7,0.9,0.2,8.8,167
Dāvis Bertāns,475,12.8,0.607,0.795,0.167,1.9,13.1,7.5,7.4,1.2,1.7,7.7,16.6,11.7,6.9,18.6,0.105,0.7,-0.5,0.2,4.7,168
Travis Best,708,13.8,0.514,0.166,0.285,1.8,7.7,4.8,27.3,2.3,0.3,15.1,18.9,16.8,14.1,30.9,0.098,-0.9,0.5,-0.4,6.0,169
Patrick Beverley,666,12.2,0.544,0.562,0.194,4.3,12.4,8.4,17.6,1.9,1.7,13.5,14.2,21.7,18.5,40.2,0.109,-0.5,1.2,0.7,12.1,170
Al Bianchi,687,9.6,0.419,,0.269,,,,15.0,,,,,-4.2,12.4,8.2,0.029,,,,,171
Henry Bibby,675,12.3,0.491,0.029,0.362,3.3,7.0,5.3,19.5,1.7,0.1,16.6,16.4,10.9,13.6,24.5,0.076,-1.2,-0.4,-1.5,1.8,172
Mike Bibby,1001,16.1,0.536,0.322,0.237,1.8,8.7,5.3,27.2,1.8,0.3,13.5,21.1,51.2,22.0,73.2,0.104,1.6,-0.8,0.8,23.8,173
Andris Biedriņš,516,15.3,0.591,0.001,0.318,11.5,24.5,17.9,6.1,1.5,3.8,14.9,12.4,16.7,14.0,30.7,0.132,-1.1,0.7,-0.4,4.6,174
Chauncey Billups,1043,18.8,0.58,0.414,0.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6,21.9,92.4,28.4,120.8,0.176,3.5,-0.3,3.2,43.5,175
Dave Bing,901,17.6,0.502,,0.36,3.4,5.8,4.7,24.3,1.7,0.4,16.8,22.1,45.0,23.8,68.8,0.101,0.5,-0.8,-0.3,5.6,176
Khem Birch,282,14.6,0.57,0.068,0.436,11.7,16.1,13.8,8.0,1.4,2.9,11.1,12.4,8.2,5.2,13.4,0.133,-1.4,0.3,-1.1,1.1,177
Larry Bird,897,23.5,0.564,0.1,0.258,5.9,22.4,14.5,24.7,2.2,1.2,12.7,26.5,86.8,59.0,145.8,0.203,5.1,1.8,6.9,77.2,178
Otis Birdsong,696,16.5,0.533,0.017,0.26,4.6,6.0,5.3,16.0,1.8,0.4,11.2,24.5,28.8,19.4,48.2,0.107,1.1,-0.5,0.6,14.3,179
Goga Bitadze,319,17.4,0.59,0.212,0.355,12.1,20.6,16.3,11.8,1.5,6.6,13.5,15.9,7.2,7.7,14.9,0.155,-1.0,1.8,0.8,3.3,180
Bismack Biyombo,867,13.0,0.554,0.001,0.541,10.6,23.1,16.8,5.0,0.7,5.4,16.7,12.5,12.3,20.8,33.1,0.094,-3.0,0.4,-2.6,-2.4,181
Nemanja Bjelica,449,13.7,0.578,0.472,0.171,5.8,19.2,12.4,12.8,1.5,1.8,13.5,16.1,11.1,8.8,20.0,0.104,-0.2,0.5,0.3,5.4,182
Uwe Blab,235,6.6,0.481,0.0,0.52,7.3,15.4,11.4,6.6,0.5,2.4,21.2,13.9,-1.1,1.5,0.4,0.009,-5.1,-0.2,-5.4,-1.7,183
Rolando Blackman,980,16.7,0.555,0.048,0.308,3.6,7.7,5.7,14.4,1.1,0.5,10.3,23.2,59.0,16.6,75.6,0.113,1.6,-1.2,0.4,19.8,184
DeJuan Blair,424,16.5,0.541,0.004,0.264,13.6,21.6,17.7,7.8,2.3,1.3,15.1,20.2,7.5,11.5,19.0,0.129,-1.5,0.3,-1.2,1.4,185
Steve Blake,870,11.1,0.521,0.527,0.126,1.4,8.6,5.0,25.1,1.5,0.2,18.4,14.5,16.6,12.5,29.1,0.067,-0.7,-0.5,-1.2,4.2,186
Andray Blatche,564,16.8,0.511,0.044,0.277,9.6,18.9,14.1,11.3,2.1,2.9,14.1,23.7,5.2,14.0,19.2,0.074,-0.8,0.0,-0.8,3.8,187
Mookie Blaylock,889,16.8,0.488,0.332,0.15,3.6,9.8,6.6,30.9,3.5,0.6,14.4,20.1,33.3,38.5,71.8,0.111,1.7,1.3,3.0,39.2,188
Eric Bledsoe,756,17.0,0.553,0.312,0.33,3.0,12.2,7.7,26.0,2.4,1.4,16.8,23.2,22.2,23.9,46.1,0.105,1.0,0.6,1.6,18.8,189
John Block,597,15.4,0.502,,0.413,7.6,16.3,12.6,7.7,1.9,1.3,,,15.3,17.4,32.7,0.11,-0.9,0.1,-0.8,0.8,190
Corie Blount,644,11.1,0.494,0.013,0.306,12.4,18.4,15.4,7.0,1.7,2.0,18.3,12.7,4.3,14.0,18.2,0.088,-2.8,0.3,-2.5,-1.1,191
Mark Blount,605,12.5,0.545,0.026,0.298,7.5,15.8,11.7,6.3,1.2,2.8,17.1,18.0,4.5,14.3,18.8,0.065,-2.5,-0.3,-2.7,-2.5,192
Vander Blue,10,1.7,0.339,0.333,0.308,1.6,9.4,5.4,13.2,1.5,0.0,19.9,18.2,-0.5,0.0,-0.4,-0.144,-7.3,-2.5,-9.8,-0.3,193
Bucky Bockhorn,474,10.4,0.443,,0.225,,,,14.0,,,,,2.8,5.1,7.9,0.026,,,,,194
Tom Boerwinkle,635,16.3,0.491,,0.313,10.4,25.4,19.6,19.4,1.0,1.5,31.8,14.5,9.2,28.8,38.0,0.127,0.8,2.0,2.8,6.2,195
Keith Bogans,671,9.6,0.517,0.537,0.215,3.1,11.4,7.3,9.3,1.6,0.4,12.2,14.7,7.4,13.0,20.4,0.068,-1.6,0.1,-1.5,1.9,196
Bogdan Bogdanović,503,14.4,0.565,0.541,0.145,1.8,11.2,6.4,16.6,1.7,0.8,10.2,21.1,15.5,9.4,24.8,0.083,0.6,-0.5,0.2,7.9,197
Bojan Bogdanović,719,14.2,0.594,0.455,0.267,2.0,11.4,6.8,8.9,0.9,0.2,11.3,22.2,24.7,12.9,37.6,0.086,0.6,-1.5,-0.9,5.8,198
Muggsy Bogues,889,15.0,0.506,0.061,0.207,2.3,7.9,5.1,37.2,2.7,0.1,17.5,13.9,34.7,19.3,54.0,0.102,0.4,0.4,0.8,17.9,199
Andrew Bogut,706,16.4,0.545,0.004,0.268,10.0,25.3,17.5,12.2,1.1,4.3,16.2,16.9,19.2,31.4,50.6,0.122,-0.5,1.7,1.2,16.0,200
Bol Bol,202,15.5,0.618,0.319,0.198,5.4,23.5,14.5,6.8,1.0,5.3,15.0,18.6,1.4,3.6,5.0,0.088,-0.8,0.4,-0.4,1.1,201
Manute Bol,624,9.4,0.441,0.125,0.246,5.5,18.8,12.2,1.8,0.5,10.2,19.9,7.9,-6.8,19.1,12.3,0.051,-4.3,3.8,-0.5,4.5,202
Marques Bolden,18,15.6,0.661,0.036,0.429,9.3,21.8,15.4,3.8,1.9,5.4,13.1,11.0,0.2,0.2,0.4,0.123,-2.5,-0.1,-2.6,0.0,203
Anthony Bonner,318,11.5,0.499,0.009,0.392,10.7,15.5,13.1,8.7,2.3,0.8,16.9,15.3,0.9,9.8,10.8,0.07,-2.3,0.4,-2.0,0.1,204
Matt Bonner,792,13.6,0.585,0.51,0.115,5.5,15.1,10.4,6.3,1.1,1.2,7.0,14.8,23.8,14.6,38.5,0.138,0.8,0.2,1.0,10.1,205
Devin Booker,673,18.9,0.581,0.325,0.326,2.0,10.9,6.5,25.3,1.2,0.7,12.6,30.1,38.4,13.1,51.5,0.107,2.5,-1.5,1.1,17.9,206
Trevor Booker,532,15.0,0.548,0.082,0.266,10.6,19.6,15.1,8.4,1.7,2.0,13.9,16.0,12.6,13.6,26.2,0.116,-0.7,0.3,-0.5,4.2,207
Ron Boone,1041,15.3,0.522,0.034,0.293,4.7,7.7,6.6,17.4,1.9,0.3,17.1,24.1,36.6,22.7,59.3,0.088,0.3,-1.0,-0.7,6.4,208
Calvin Booth,366,12.4,0.5,0.009,0.311,8.2,18.1,13.1,5.2,1.2,6.0,13.1,13.9,3.1,4.9,8.0,0.086,-3.0,1.2,-1.8,0.3,209
Bob Boozer,874,16.1,0.519,,0.372,,,11.6,6.9,,,,,44.9,19.4,64.2,0.121,,,,,210
Carlos Boozer,861,19.5,0.554,0.001,0.281,8.8,26.6,17.7,13.2,1.5,1.0,12.6,24.3,40.6,39.7,80.3,0.143,1.3,0.1,1.4,23.1,211
Vince Boryla,285,10.4,0.438,,0.311,,,,,,,,,9.8,6.1,16.0,0.043,,,,,212
Chris Bosh,893,20.6,0.571,0.072,0.444,7.2,20.7,14.1,9.9,1.2,2.3,10.7,24.6,68.8,37.2,106.0,0.159,2.2,-0.3,1.9,31.1,213
Tom Boswell,366,13.7,0.579,0.005,0.418,10.2,15.2,12.7,11.6,0.9,0.8,19.7,16.9,9.3,5.9,15.2,0.104,-0.7,-0.4,-1.1,1.6,214
Chris Boucher,407,19.1,0.6,0.417,0.329,10.4,21.6,15.8,4.2,1.3,5.1,6.8,19.1,15.6,10.3,25.9,0.172,1.2,-0.2,1.0,5.6,215
Bruce Bowen,873,8.2,0.508,0.437,0.213,2.3,9.4,5.9,6.9,1.6,1.0,11.0,11.4,9.4,33.5,42.9,0.086,-2.3,1.5,-0.8,7.2,216
Ryan Bowen,507,10.5,0.496,0.057,0.263,8.6,10.0,9.3,6.0,2.6,1.6,11.2,10.4,5.3,7.1,12.4,0.092,-2.4,1.7,-0.8,2.0,217
Anthony Bowie,461,11.7,0.52,0.08,0.177,4.1,9.6,6.9,14.7,1.7,0.8,14.4,16.8,5.0,7.2,12.3,0.07,-1.5,0.2,-1.3,1.4,218
Sam Bowie,511,14.6,0.51,0.023,0.363,9.0,20.9,14.8,10.7,0.9,3.8,15.2,18.5,8.7,18.2,26.9,0.091,-1.0,0.7,-0.3,6.2,219
Nate Bowman,261,9.2,0.41,0.001,0.257,13.5,23.1,16.9,9.4,,,23.0,12.4,-2.6,3.7,1.0,0.021,,,,,220
Freddie Boyd,327,10.5,0.447,,0.242,1.0,4.9,3.3,18.0,1.5,0.3,14.3,14.6,-2.5,3.9,1.4,0.009,-2.7,-0.6,-3.3,-1.8,221
Earl Boykins,652,15.7,0.516,0.222,0.288,2.4,5.3,3.9,26.9,1.6,0.2,11.9,21.9,20.4,5.6,26.0,0.096,1.4,-1.4,0.0,6.5,222
Gary Bradds,254,18.8,0.55,0.008,0.477,,,11.8,6.2,,,13.1,22.2,12.8,3.0,15.8,0.145,,,,,223
Avery Bradley,660,10.7,0.516,0.35,0.113,2.4,8.9,5.7,9.6,1.8,0.6,11.0,19.3,0.3,16.9,17.2,0.045,-2.1,-0.3,-2.4,-1.8,224
Bill Bradley,742,12.2,0.486,,0.185,2.2,7.2,4.8,15.2,1.0,0.4,,,15.4,23.4,38.8,0.082,-1.7,-0.5,-2.2,-0.5,225
Dudley Bradley,600,12.0,0.5,0.124,0.289,3.3,8.5,5.9,14.9,4.4,1.0,17.9,15.1,0.8,15.7,16.5,0.078,-2.6,3.3,0.7,7.0,226
Michael Bradley,173,11.3,0.487,0.031,0.193,12.3,21.5,16.8,7.5,0.7,1.7,18.6,13.8,0.5,1.5,2.0,0.047,-2.3,-1.6,-4.0,-1.0,227
Shawn Bradley,832,16.0,0.5,0.007,0.311,9.9,20.2,15.0,4.7,1.4,7.8,13.6,17.8,9.9,30.8,40.7,0.1,-2.0,1.8,-0.2,8.9,228
Tony Bradley,193,19.5,0.65,0.025,0.243,15.6,24.4,20.1,6.9,1.0,4.4,13.9,15.7,4.9,3.0,8.0,0.182,0.2,0.1,0.3,1.2,229
Elton Brand,1058,20.5,0.548,0.002,0.374,11.0,19.0,15.0,11.7,1.4,3.9,11.8,22.8,65.8,43.8,109.6,0.151,1.9,0.4,2.2,37.3,230
