name,games,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,id
Jason Kidd,1391,6219,15557,0.4,1988.0,0.349,3103,3954,0.785,1768.0,6957.0,8725,12091,2684.0,450.0,4003.0,2572,17529,107,1130
Michael Kidd-Gilchrist,446,1462,3085,0.474,28.0,0.272,798,1116,0.715,703.0,1717.0,2420,515,296.0,304.0,400.0,956,3750,0,1131
Toby Kimball,571,1383,3251,0.425,,,704,1229,0.573,193.0,385.0,3870,571,51.0,23.0,,1280,3470,0,1132
Albert King,534,2709,5875,0.461,56.0,0.268,996,1259,0.791,760.0,1502.0,2262,1171,452.0,196.0,1151.0,1612,6470,0,1133
Bernard King,874,7830,15109,0.518,23.0,0.172,3972,5444,0.73,1704.0,3356.0,5060,2863,866.0,230.0,2791.0,2885,19655,2,1134
Chris King,103,271,640,0.423,46.0,0.383,105,166,0.633,108.0,203.0,311,116,74.0,34.0,119.0,183,693,0,1135
George King,411,1517,3971,0.382,,,1185,1847,0.642,,,1606,1958,,,,1044,4219,0,1136
Jim King,607,1700,4067,0.418,,,977,1249,0.782,,,1500,1412,,,,1218,4377,0,1137
Reggie King,438,1512,2940,0.514,0.0,0.0,874,1251,0.699,850.0,1857.0,2707,691,365.0,147.0,653.0,1005,3898,0,1138
Stacey King,438,1071,2240,0.478,4.0,0.235,673,952,0.707,597.0,863.0,1460,387,173.0,210.0,527.0,906,2819,0,1139
Andrei Kirilenko,797,3146,6637,0.474,367.0,0.31,2772,3675,0.754,1400.0,2952.0,4352,2169,1097.0,1461.0,1518.0,1605,9431,3,1140
Greg Kite,680,716,1634,0.438,1.0,0.167,284,584,0.486,903.0,1704.0,2607,345,171.0,414.0,543.0,1589,1717,0,1141
Kerry Kittles,507,2779,6337,0.439,694.0,0.378,913,1171,0.78,513.0,1470.0,1983,1295,811.0,221.0,621.0,893,7165,0,1142
Maxi Kleber,440,997,2249,0.443,490.0,0.354,337,434,0.776,475.0,1459.0,1934,508,179.0,378.0,297.0,905,2821,0,1143
Joe Kleine,965,1902,4201,0.453,13.0,0.271,849,1069,0.794,1268.0,2723.0,3991,622,261.0,285.0,777.0,1988,4666,0,1144
Linas Kleiza,409,1268,2912,0.435,387.0,0.335,638,836,0.763,388.0,1082.0,1470,321,159.0,73.0,409.0,886,3561,0,1145
Billy Knight,821,5418,10680,0.507,44.0,0.284,3021,3652,0.827,1736.0,2641.0,4377,1862,834.0,143.0,1791.0,1604,13901,0,1146
Brandon Knight,451,2260,5499,0.411,715.0,0.352,1066,1321,0.807,236.0,1149.0,1385,1777,386.0,75.0,1090.0,889,6301,1,1147
Brevin Knight,729,2019,4897,0.412,16.0,0.134,1288,1632,0.789,282.0,1503.0,1785,4481,1229.0,87.0,1367.0,1856,5342,0,1148
Negele Knight,276,671,1539,0.436,25.0,0.263,332,455,0.73,114.0,237.0,351,780,123.0,30.0,357.0,403,1699,0,1149
Toby Knight,283,1602,3087,0.519,0.0,0.0,436,589,0.74,556.0,888.0,1444,335,242.0,185.0,444.0,896,3640,0,1150
Travis Knight,371,522,1192,0.438,15.0,0.259,217,312,0.696,441.0,719.0,1160,224,136.0,220.0,244.0,805,1276,0,1151
Kevin Knox,320,825,2097,0.393,340.0,0.34,332,459,0.723,172.0,721.0,893,233,121.0,83.0,259.0,488,2322,0,1152
Bart Kofoed,111,58,150,0.387,3.0,0.188,43,70,0.614,16.0,40.0,56,108,19.0,4.0,56.0,95,162,0,1153
Don Kojis,814,3947,8853,0.446,,,2054,2853,0.72,140.0,282.0,4555,1112,89.0,16.0,,1937,9948,0,1154
Howard Komives,742,2972,7652,0.388,,,1606,1936,0.83,10.0,33.0,1804,2941,32.0,3.0,,2046,7550,0,1155
Jon Koncak,784,1444,3073,0.47,19.0,0.226,613,1027,0.597,1064.0,2792.0,3856,785,542.0,791.0,624.0,2474,3520,0,1156
John Konchar,307,495,1056,0.469,199.0,0.361,109,150,0.727,313.0,909.0,1222,430,240.0,124.0,153.0,357,1298,1,1157
Furkan Korkmaz,328,778,1917,0.406,405.0,0.356,283,372,0.761,85.0,561.0,646,391,178.0,43.0,214.0,329,2244,0,1158
Luke Kornet,353,737,1376,0.536,148.0,0.321,221,287,0.77,482.0,743.0,1225,382,121.0,297.0,135.0,429,1843,0,1159
Kyle Korver,1232,4103,9277,0.442,2450.0,0.429,1297,1479,0.877,345.0,3298.0,3643,2114,804.0,403.0,1290.0,2522,11953,0,1160
Kosta Koufos,686,1750,3277,0.534,0.0,0.0,413,710,0.582,1198.0,2254.0,3452,359,291.0,506.0,479.0,1398,3913,0,1161
Barry Kramer,59,73,217,0.336,0.0,0.0,67,92,0.728,7.0,6.0,113,44,,,11.0,77,213,0,1162
Joel Kramer,328,483,1008,0.479,0.0,0.0,291,395,0.737,337.0,579.0,916,343,140.0,62.0,264.0,585,1257,0,1163
Jim Krebs,515,1696,4188,0.405,,,736,975,0.755,,,3177,429,,,,1539,4128,0,1164
Nenad Krstić,419,1724,3493,0.494,2.0,0.143,760,1041,0.73,772.0,1489.0,2261,346,162.0,286.0,497.0,1251,4210,0,1165
Larry Krystkowiak,420,1294,2830,0.457,5.0,0.139,832,1046,0.795,643.0,1408.0,2051,513,264.0,62.0,522.0,1048,3425,0,1166
Steve Kuberski,568,1254,3005,0.417,,,606,790,0.767,315.0,519.0,2146,338,38.0,28.0,2.0,915,3114,0,1167
Toni Kukoč,846,3633,8127,0.447,731.0,0.335,1813,2487,0.729,1016.0,2539.0,3555,3119,817.0,290.0,1544.0,1465,9810,4,1168
Kevin Kunnert,555,2022,4251,0.476,0.0,,558,818,0.682,1393.0,2638.0,4031,784,252.0,616.0,391.0,1927,4602,0,1169
Mitch Kupchak,510,2003,3832,0.523,0.0,0.0,1196,1698,0.704,963.0,1767.0,2730,377,164.0,176.0,682.0,1117,5202,0,1170
Kyle Kuzma,541,3503,7790,0.45,1045.0,0.334,1159,1608,0.721,549.0,2864.0,3413,1446,304.0,281.0,1174.0,1122,9210,2,1171
Raef LaFrentz,563,2227,4781,0.466,478.0,0.363,758,1066,0.711,994.0,2429.0,3423,606,276.0,919.0,511.0,1863,5690,0,1172
Tom LaGarde,312,870,1882,0.462,0.0,0.0,636,994,0.64,504.0,1089.0,1593,456,94.0,131.0,534.0,860,2376,0,1173
Rusty LaRue,98,187,497,0.376,54.0,0.318,58,69,0.841,22.0,104.0,126,152,62.0,11.0,94.0,147,486,0,1174
Rudy LaRusso,736,4102,9521,0.431,,,3303,4308,0.767,,,6936,1556,,,,2553,11507,0,1175
Zach LaVine,654,4852,10331,0.47,1533.0,0.391,2353,2825,0.833,293.0,2372.0,2665,2595,571.0,183.0,1725.0,1376,13590,0,1176
Skal Labissière,152,431,876,0.492,31.0,0.36,181,242,0.748,225.0,440.0,665,153,53.0,99.0,151.0,315,1074,0,1177
Sam Lacey,1002,4276,9693,0.441,3.0,0.188,1748,2369,0.738,1647.0,5226.0,9687,3754,999.0,1160.0,978.0,3473,10303,9,1178
Wendell Ladner,300,1498,3884,0.386,112.0,0.252,366,514,0.712,806.0,1675.0,2481,621,212.0,9.0,614.0,1168,3474,0,1179
Christian Laettner,868,4036,8405,0.48,92.0,0.261,2957,3604,0.82,1621.0,4185.0,5806,2224,917.0,675.0,1932.0,2768,11121,0,1180
Bill Laimbeer,1068,5574,11198,0.498,202.0,0.326,2440,2916,0.837,2819.0,7581.0,10400,2184,710.0,965.0,1594.0,3633,13790,0,1181
Jeremy Lamb,573,2127,4841,0.439,601.0,0.342,950,1109,0.857,303.0,1770.0,2073,904,417.0,218.0,466.0,924,5805,0,1182
John Lambert,446,725,1694,0.428,1.0,0.083,237,342,0.693,561.0,932.0,1493,248,153.0,172.0,258.0,863,1688,0,1183
Jeff Lamp,291,607,1292,0.47,12.0,0.222,269,320,0.841,131.0,306.0,437,269,105.0,14.0,219.0,400,1495,0,1184
Carl Landry,513,2086,3898,0.535,9.0,0.3,1360,1732,0.785,994.0,1539.0,2533,355,216.0,203.0,603.0,1208,5541,0,1185
Mark Landsberger,437,1024,2128,0.481,0.0,0.0,420,805,0.522,1041.0,1640.0,2681,236,124.0,70.0,473.0,692,2468,0,1186
Jerome Lane,218,497,1126,0.441,1.0,0.063,159,420,0.379,567.0,691.0,1258,322,138.0,39.0,261.0,546,1154,0,1187
Andrew Lang,737,1780,3785,0.47,5.0,0.25,866,1164,0.744,1188.0,2323.0,3511,424,332.0,1099.0,697.0,2037,4431,0,1188
Antonio Lang,143,121,266,0.455,0.0,0.0,87,121,0.719,80.0,130.0,210,50,55.0,46.0,89.0,207,329,0,1189
Bob Lanier,959,7761,15092,0.514,2.0,0.154,3724,4858,0.767,1843.0,4853.0,9698,3007,777.0,1100.0,1112.0,3048,19248,4,1190
Stu Lantz,547,2469,5674,0.435,,,1844,2266,0.814,150.0,256.0,1820,1566,121.0,18.0,,1320,6782,0,1191
Shane Larkin,256,545,1290,0.422,117.0,0.336,192,247,0.777,83.0,407.0,490,737,243.0,24.0,301.0,375,1399,0,1192
Dave Lattin,263,741,1554,0.477,0.0,0.0,422,669,0.631,304.0,601.0,1332,184,,,251.0,695,1904,0,1193
Ty Lawson,551,2496,5424,0.46,473.0,0.359,1512,1964,0.77,351.0,1155.0,1506,3316,636.0,52.0,1159.0,898,6977,1,1194
Jake Layman,243,458,996,0.46,131.0,0.3,128,178,0.719,102.0,315.0,417,127,99.0,71.0,122.0,254,1175,0,1195
Mo Layton,267,773,1725,0.448,0.0,,299,399,0.749,23.0,93.0,357,706,51.0,12.0,66.0,533,1845,0,1196
Caris LeVert,524,2692,6159,0.437,779.0,0.345,1111,1509,0.736,369.0,1612.0,1981,2105,548.0,198.0,918.0,1034,7274,1,1197
Manny Leaks,446,2141,4868,0.44,0.0,0.0,1020,1442,0.707,1305.0,2016.0,3998,471,10.0,39.0,521.0,1169,5302,0,1198
Allen Leavell,700,2549,5666,0.45,141.0,0.234,1445,1733,0.834,294.0,870.0,1164,3339,929.0,120.0,1324.0,1489,6684,0,1199
Eric Leckner,449,713,1403,0.508,0.0,0.0,409,611,0.669,362.0,1056.0,1418,211,84.0,140.0,386.0,1014,1835,0,1200
Clyde Lee,742,2256,5223,0.432,,,1221,1988,0.614,640.0,1168.0,7626,788,80.0,64.0,,2203,5733,0,1201
Courtney Lee,811,2961,6567,0.451,876.0,0.388,967,1134,0.853,364.0,1763.0,2127,1353,809.0,213.0,762.0,1339,7765,0,1202
Damion Lee,315,855,1973,0.433,386.0,0.374,371,421,0.881,142.0,860.0,1002,421,195.0,28.0,248.0,477,2467,0,1203
David Lee,829,4587,8566,0.535,1.0,0.034,2057,2666,0.772,2150.0,5170.0,7320,1825,625.0,329.0,1454.0,2170,11232,3,1204
George Lee,297,740,1955,0.379,,,749,1021,0.734,,,1235,258,,,,504,2229,0,1205
Ron Lee,448,1296,3117,0.416,42.0,0.321,651,924,0.705,397.0,822.0,1219,1688,869.0,122.0,783.0,1368,3285,0,1206
Tim Legler,310,762,1705,0.447,260.0,0.431,398,474,0.84,128.0,353.0,481,402,149.0,41.0,194.0,509,2182,0,1207
George Lehmann,376,1616,3863,0.418,409.0,0.365,817,971,0.841,151.0,415.0,619,1677,13.0,4.0,960.0,859,4458,0,1208
Alex Len,690,1780,3491,0.51,112.0,0.322,936,1380,0.678,1186.0,2438.0,3624,589,248.0,615.0,738.0,1615,4608,0,1209
Voshon Lenard,565,2444,5892,0.415,936.0,0.384,921,1171,0.787,347.0,1262.0,1609,1180,424.0,131.0,748.0,1212,6745,0,1210
Kawhi Leonard,733,5352,10736,0.499,1187.0,0.392,2842,3306,0.86,872.0,3790.0,4662,2236,1255.0,471.0,1212.0,1225,14733,2,1211
Meyers Leonard,456,972,2016,0.482,334.0,0.39,267,329,0.812,333.0,1438.0,1771,396,85.0,127.0,315.0,981,2545,0,1212
Slick Leonard,426,1574,4510,0.349,,,1056,1418,0.745,,,1217,1427,,,,915,4204,0,1213
Jim Les,321,372,938,0.397,196.0,0.396,270,330,0.818,86.0,310.0,396,930,169.0,20.0,295.0,421,1210,0,1214
Ronnie Lester,250,679,1449,0.469,5.0,0.227,453,575,0.788,148.0,325.0,473,1003,187.0,32.0,474.0,395,1816,0,1215
Jon Leuer,377,979,2023,0.484,125.0,0.328,312,407,0.767,357.0,1069.0,1426,301,137.0,102.0,259.0,583,2395,0,1216
Andrew Levane,103,197,635,0.31,,,69,109,0.633,,,9,204,,,,158,463,0,1217
Fat Lever,752,4244,9504,0.447,162.0,0.31,1783,2312,0.771,1442.0,3081.0,4523,4696,1666.0,209.0,1471.0,1803,10433,43,1218
Cliff Levingston,830,2333,4524,0.516,5.0,0.152,1217,1800,0.676,1772.0,2535.0,4307,752,534.0,593.0,829.0,2299,5888,0,1219
Freddie Lewis,750,4302,9965,0.432,275.0,0.28,3154,3859,0.817,1068.0,1640.0,2752,2979,430.0,31.0,1760.0,2123,12033,0,1220
Mike Lewis,337,1613,3237,0.498,0.0,0.0,855,1164,0.735,1480.0,2542.0,4022,1000,0.0,0.0,883.0,1249,4081,0,1221
Quincy Lewis,159,232,584,0.397,37.0,0.333,66,93,0.71,71.0,139.0,210,96,59.0,36.0,98.0,335,567,0,1222
Rashard Lewis,1049,5644,12479,0.452,1787.0,0.386,2504,3111,0.805,1418.0,4015.0,5433,1765,1115.0,541.0,1577.0,2430,15579,0,1223
Reggie Lewis,450,3198,6550,0.488,27.0,0.2,1479,1794,0.824,577.0,1361.0,1938,1153,569.0,417.0,708.0,1268,7902,0,1224
Todd Lichti,237,733,1595,0.46,19.0,0.244,385,488,0.789,177.0,328.0,505,325,179.0,45.0,254.0,417,1870,0,1225
DeAndre Liggins,177,129,321,0.402,43.0,0.352,45,82,0.549,47.0,205.0,252,122,108.0,31.0,86.0,201,346,0,1226
Goose Ligon,434,2063,4232,0.487,3.0,0.125,1431,2226,0.643,1721.0,2999.0,4720,910,9.0,9.0,925.0,1658,5560,0,1227
Damian Lillard,900,7266,16568,0.439,2804.0,0.371,5262,5853,0.899,534.0,3311.0,3845,6069,874.0,267.0,2541.0,1708,22598,5,1228
Jeremy Lin,480,1885,4349,0.433,449.0,0.342,1348,1666,0.809,197.0,1141.0,1338,2042,519.0,175.0,1085.0,1060,5567,1,1229
Alton Lister,953,2514,4907,0.512,1.0,0.111,1269,2126,0.597,1844.0,4152.0,5996,914,351.0,1473.0,1450.0,3179,6298,0,1230
Nassir Little,237,479,1060,0.452,172.0,0.33,183,249,0.735,162.0,526.0,688,170,73.0,93.0,123.0,310,1313,0,1231
Gene Littles,450,1606,3373,0.476,25.0,0.24,829,1124,0.738,578.0,897.0,1475,1336,277.0,21.0,650.0,1048,4066,0,1232
Randy Livingston,203,304,749,0.406,34.0,0.351,131,170,0.771,74.0,208.0,282,415,121.0,31.0,223.0,297,773,0,1233
Shaun Livingston,833,2149,4419,0.486,13.0,0.178,920,1159,0.794,491.0,1498.0,1989,2483,586.0,311.0,1034.0,1498,5231,0,1234
Earl Lloyd,560,1766,4955,0.356,,,1150,1533,0.75,,,3609,810,,,,2098,4682,0,1235
Lewis Lloyd,388,2172,4144,0.524,10.0,0.213,776,1006,0.771,488.0,704.0,1192,1138,365.0,133.0,820.0,833,5130,2,1236
Scott Lloyd,372,647,1521,0.425,2.0,0.286,398,554,0.718,422.0,692.0,1114,356,100.0,73.0,304.0,823,1694,0,1237
John Logan,258,1128,3621,0.312,,,947,1235,0.767,,,134,775,,,,744,3203,0,1238
Brad Lohaus,656,1542,3507,0.44,392.0,0.361,378,516,0.733,483.0,1386.0,1869,714,307.0,503.0,555.0,1300,3854,0,1239
Grant Long,1003,3472,7440,0.467,83.0,0.283,2491,3272,0.761,2168.0,3986.0,6154,1716,1199.0,366.0,1628.0,2957,9518,0,1240
John Long,893,5108,10929,0.467,101.0,0.322,1814,2104,0.862,998.0,1494.0,2492,1738,912.0,180.0,1555.0,1868,12131,0,1241
Luc Longley,567,1685,3647,0.462,0.0,0.0,720,947,0.76,872.0,1922.0,2794,836,278.0,549.0,942.0,1730,4090,0,1242
Kevon Looney,599,1258,2189,0.575,12.0,0.185,449,738,0.608,1280.0,2111.0,3391,956,304.0,322.0,350.0,1302,2977,0,1243
Brook Lopez,1105,6680,13447,0.497,1075.0,0.352,3082,3865,0.797,2161.0,4576.0,6737,1615,633.0,2060.0,1751.0,2868,17517,0,1244
Robin Lopez,992,3484,6488,0.537,57.0,0.297,1301,1751,0.743,2147.0,2513.0,4660,819,219.0,1045.0,1063.0,1858,8326,0,1245
Jim Loscutoff,511,1333,3868,0.345,,,490,750,0.653,,,2848,353,,,,1497,3156,0,1246
Kevin Loughery,755,4477,10829,0.413,,,2621,3262,0.803,,,2254,2803,,,,2543,11575,0,1247
Bob Love,789,5447,12688,0.429,,,3001,3728,0.805,552.0,1033.0,4653,1123,232.0,56.0,,2130,13895,0,1248
Kevin Love,952,5074,11584,0.438,1674.0,0.369,3599,4346,0.828,2216.0,7281.0,9497,2173,577.0,368.0,1679.0,1841,15421,3,1249
Clyde Lovellette,704,4784,10795,0.443,,,2379,3141,0.757,,,6663,1097,,,,2289,11947,0,1250
Sidney Lowe,193,198,540,0.367,4.0,0.133,162,212,0.764,81.0,254.0,335,749,191.0,9.0,191.0,282,562,0,1251
Kyle Lowry,1173,5250,12400,0.423,2205.0,0.368,3651,4478,0.815,892.0,4069.0,4961,7099,1499.0,351.0,2628.0,3161,16356,21,1252
Jerry Lucas,829,5709,11441,0.499,,,2635,3365,0.783,62.0,312.0,12942,2732,28.0,24.0,,2387,14053,10,1253
John Lucas,928,3905,8696,0.449,244.0,0.303,1897,2446,0.776,490.0,1661.0,2151,6454,1273.0,73.0,1803.0,1691,9951,1,1254
Kalin Lucas,2,0,2,0.0,0.0,0.0,2,2,1.0,0.0,3.0,3,1,1.0,0.0,0.0,2,2,0,1255
Maurice Lucas,1021,5928,12580,0.471,9.0,0.143,2992,3911,0.765,2698.0,6608.0,9306,2498,803.0,659.0,2316.0,3498,14857,1,1256
John Lucas III,242,454,1185,0.383,163.0,0.344,76,99,0.768,57.0,180.0,237,362,88.0,2.0,128.0,195,1147,0,1257
Tyronn Lue,554,1765,4039,0.437,460.0,0.391,720,868,0.829,132.0,811.0,943,1727,286.0,10.0,659.0,1057,4710,0,1258
Ray Lumpp,300,895,2444,0.366,,,672,876,0.767,,,391,654,,,,793,2462,0,1259
Timothé Luwawu-Cabarrot,328,648,1657,0.391,320.0,0.335,321,387,0.829,124.0,532.0,656,293,132.0,42.0,232.0,605,1937,0,1260
Trey Lyles,650,1772,4018,0.441,646.0,0.347,745,1005,0.741,584.0,2242.0,2826,697,260.0,229.0,517.0,918,4935,0,1261
George Lynch,774,2086,4677,0.446,146.0,0.306,791,1213,0.652,1508.0,2394.0,3902,1121,817.0,258.0,890.0,1675,5109,0,1262
Don MacLean,319,1320,2902,0.455,56.0,0.284,794,1038,0.765,356.0,854.0,1210,404,118.0,51.0,398.0,598,3490,0,1263
Ed Macauley,641,3742,8589,0.436,,,3750,4929,0.761,,,4325,2079,,,,1667,11234,2,1264
Scott Machado,10,7,12,0.583,1.0,0.5,3,3,1.0,0.0,1.0,1,9,3.0,0.0,8.0,2,18,0,1265
Sam Mack,259,713,1781,0.4,329.0,0.374,256,308,0.831,109.0,424.0,533,336,164.0,37.0,220.0,459,2011,0,1266
Shelvin Mack,456,1165,2752,0.423,302.0,0.33,365,499,0.731,118.0,776.0,894,1421,300.0,24.0,560.0,568,2997,0,1267
Mark Macon,251,694,1806,0.384,34.0,0.27,263,358,0.735,173.0,294.0,467,428,349.0,20.0,323.0,587,1685,0,1268
Kyle Macy,551,2175,4339,0.501,192.0,0.337,717,821,0.873,311.0,903.0,1214,2198,631.0,49.0,712.0,1081,5259,0,1269
Gerald Madkins,48,26,71,0.366,12.0,0.375,16,21,0.762,3.0,23.0,26,65,24.0,1.0,29.0,36,80,0,1270
Mark Madsen,453,381,834,0.457,1.0,0.063,212,402,0.527,559.0,598.0,1157,181,116.0,102.0,206.0,866,975,0,1271
Corey Maggette,827,4065,8969,0.453,463.0,0.324,4605,5599,0.822,915.0,3107.0,4022,1696,590.0,139.0,1874.0,2338,13198,0,1272
Jamaal Magloire,680,1763,3675,0.48,0.0,0.0,1391,2176,0.639,1418.0,2990.0,4408,386,224.0,603.0,998.0,1792,4917,0,1273
Ian Mahinmi,618,1201,2254,0.533,8.0,0.16,799,1305,0.612,937.0,1768.0,2705,357,357.0,443.0,601.0,1635,3209,0,1274
John Mahnken,414,966,3557,0.272,,,456,702,0.65,,,533,539,,,,1143,2388,0,1275
Rick Mahorn,1117,3098,6286,0.493,5.0,0.132,1562,2218,0.704,1814.0,5143.0,6957,1082,633.0,1007.0,1456.0,3499,7763,0,1276
Dan Majerle,955,3950,9171,0.431,1360.0,0.358,1665,2246,0.741,1125.0,3140.0,4265,2755,1194.0,360.0,1116.0,1927,10925,0,1277
Thon Maker,263,425,976,0.435,130.0,0.327,236,347,0.68,218.0,508.0,726,161,96.0,173.0,142.0,460,1216,0,1278
Jeff Malone,905,7099,14674,0.484,86.0,0.268,2947,3383,0.871,572.0,1792.0,2364,2154,577.0,100.0,1538.0,1695,17231,0,1279
Karl Malone,1476,13528,26210,0.516,85.0,0.274,9787,13188,0.742,3562.0,11406.0,14968,5248,2085.0,1145.0,4524.0,4578,36928,4,1280
Moses Malone,1455,10277,20750,0.495,8.0,0.096,9018,11864,0.76,7382.0,10452.0,17834,1936,1199.0,1889.0,4264.0,3477,29580,0,1281
Matt Maloney,295,783,1920,0.408,399.0,0.372,212,266,0.797,62.0,438.0,500,852,240.0,14.0,381.0,376,2177,0,1282
Terance Mann,412,1280,2549,0.502,329.0,0.372,442,566,0.781,402.0,1049.0,1451,790,227.0,91.0,317.0,772,3331,0,1283
Danny Manning,883,5026,9835,0.511,41.0,0.206,2274,3120,0.729,1523.0,3092.0,4615,2063,1000.0,752.0,1853.0,2895,12367,1,1284
Ed Manning,604,1518,3392,0.448,1.0,0.125,504,660,0.764,406.0,1047.0,2717,494,137.0,27.0,326.0,1439,3541,0,1285
Pace Mannion,216,257,623,0.413,16.0,0.203,130,196,0.663,88.0,171.0,259,231,107.0,21.0,132.0,238,660,0,1286
Pete Maravich,658,6187,14025,0.441,10.0,0.667,3564,4344,0.82,426.0,1421.0,2747,3563,587.0,108.0,530.0,1865,15948,7,1287
Roy Marble,29,18,70,0.257,0.0,0.0,19,32,0.594,18.0,14.0,32,12,7.0,3.0,17.0,17,55,0,1288
Stephon Marbury,846,5769,13324,0.433,991.0,0.325,3768,4804,0.784,579.0,1937.0,2516,6471,1022.0,121.0,2547.0,2014,16297,1,1289
Šarūnas Marčiulionis,363,1571,3109,0.505,127.0,0.369,1362,1773,0.768,292.0,527.0,819,807,459.0,31.0,715.0,971,4631,0,1290
Jack Marin,849,5068,10890,0.465,,,2405,2852,0.843,259.0,675.0,4405,1813,155.0,59.0,,2416,12541,0,1291
Shawn Marion,1163,7289,15056,0.484,791.0,0.331,2331,2877,0.81,2732.0,7369.0,10101,2198,1759.0,1233.0,1750.0,2535,17700,0,1292
Boban Marjanović,331,700,1211,0.578,10.0,0.238,425,558,0.762,402.0,787.0,1189,154,60.0,96.0,210.0,344,1835,0,1293
Lauri Markkanen,450,2824,6207,0.455,1142.0,0.371,1410,1626,0.867,631.0,2570.0,3201,657,314.0,222.0,625.0,842,8200,0,1294
Sean Marks,230,259,578,0.448,5.0,0.2,115,173,0.665,158.0,343.0,501,50,33.0,87.0,116.0,342,638,0,1295
Donny Marshall,119,87,271,0.321,42.0,0.336,77,113,0.681,39.0,82.0,121,36,37.0,5.0,45.0,107,293,0,1296
Donyell Marshall,957,4096,9410,0.435,902.0,0.35,1622,2219,0.731,1898.0,4478.0,6376,1305,790.0,848.0,1292.0,2173,10716,0,1297
Naji Marshall,299,970,2128,0.456,234.0,0.302,463,589,0.786,230.0,907.0,1137,675,232.0,55.0,358.0,440,2637,0,1298
Tom Marshall,168,354,913,0.388,,,244,344,0.709,,,492,188,,,,197,952,0,1299
Caleb Martin,311,965,2161,0.447,317.0,0.357,358,488,0.734,326.0,885.0,1211,509,271.0,132.0,311.0,556,2605,0,1300
Cartier Martin,243,430,1098,0.392,218.0,0.372,151,207,0.729,88.0,375.0,463,121,97.0,27.0,128.0,317,1229,0,1301
Cody Martin,259,608,1394,0.436,168.0,0.308,209,316,0.661,252.0,709.0,961,580,256.0,104.0,242.0,402,1593,0,1302
Darrick Martin,514,1186,3108,0.382,350.0,0.34,803,952,0.843,101.0,487.0,588,1475,340.0,22.0,631.0,894,3525,0,1303
Kenyon Martin,757,3875,8031,0.483,66.0,0.234,1509,2398,0.629,1312.0,3847.0,5159,1439,893.0,864.0,1318.0,2498,9325,1,1304
Kevin Martin,714,3847,8797,0.437,1141.0,0.384,3561,4091,0.87,401.0,1877.0,2278,1352,643.0,78.0,1200.0,1361,12396,0,1305
KJ Martin,309,1059,1943,0.545,186.0,0.329,348,517,0.673,350.0,897.0,1247,371,144.0,145.0,245.0,550,2652,0,1306
Slater Martin,745,2632,7224,0.364,,,2073,2720,0.762,,,2302,3160,,,,2238,7337,1,1307
Jamal Mashburn,611,4277,10222,0.418,767.0,0.345,2323,3032,0.766,697.0,2574.0,3271,2414,632.0,109.0,1585.0,1533,11644,3,1308
Anthony Mason,882,3583,7033,0.509,2.0,0.167,2488,3511,0.709,1912.0,5367.0,7279,2963,648.0,244.0,1549.0,2353,9656,7,1309
Desmond Mason,643,2931,6535,0.449,66.0,0.26,1839,2485,0.74,804.0,2059.0,2863,1049,441.0,230.0,1032.0,1432,7767,0,1310
Roger Mason,518,1196,2933,0.408,594.0,0.383,303,350,0.866,78.0,819.0,897,677,189.0,75.0,370.0,709,3289,0,1311
Tony Massenburg,683,1638,3484,0.47,1.0,0.091,961,1363,0.705,1054.0,1910.0,2964,266,261.0,322.0,685.0,1607,4238,0,1312
Garrison Mathews,314,583,1438,0.405,467.0,0.382,404,482,0.838,95.0,458.0,553,223,164.0,60.0,128.0,564,2037,0,1313
Wes Matthews,465,1463,3059,0.478,36.0,0.225,692,878,0.788,172.0,454.0,626,1955,444.0,81.0,963.0,964,3654,0,1314
Wesley Matthews,986,3822,9123,0.419,1845.0,0.375,1721,2090,0.823,498.0,2259.0,2757,1843,925.0,204.0,1071.0,1999,11210,0,1315
Ariel Maughan,259,744,2659,0.28,,,555,780,0.712,,,141,311,,,,668,2043,0,1316
Tyrese Maxey,318,2235,4847,0.461,696.0,0.381,1036,1196,0.866,111.0,841.0,952,1403,290.0,107.0,449.0,634,6202,1,1317
Jason Maxiell,618,1398,2823,0.495,0.0,0.0,685,1214,0.564,1048.0,1528.0,2576,266,230.0,490.0,487.0,1197,3481,0,1318
Cedric Maxwell,835,3433,6293,0.546,1.0,0.053,3598,4592,0.784,2108.0,3153.0,5261,1862,671.0,433.0,1841.0,2273,10465,1,1319
Vernon Maxwell,855,3932,9878,0.398,1256.0,0.32,1792,2446,0.733,378.0,1822.0,2200,2912,975.0,152.0,1663.0,1766,10912,0,1320
Don May,379,1351,2981,0.453,,,637,798,0.798,29.0,120.0,1309,389,29.0,10.0,,751,3339,0,1321
Scott May,355,1432,3100,0.462,0.0,0.0,826,1018,0.811,508.0,942.0,1450,610,285.0,44.0,429.0,790,3690,0,1322
Sean May,119,324,708,0.458,3.0,0.231,170,228,0.746,155.0,326.0,481,115,53.0,47.0,134.0,236,821,0,1323
Lee Mayberry,496,950,2287,0.415,379.0,0.377,267,405,0.659,142.0,500.0,642,1767,352.0,43.0,591.0,865,2546,0,1324
Eric Maynor,267,440,1122,0.392,111.0,0.35,150,208,0.721,67.0,281.0,348,760,111.0,20.0,281.0,296,1141,0,1325
