name,games,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,id
Joel Embiid,452,4117,8212,0.501,532.0,0.339,3757,4538,0.828,1008.0,3979.0,4987,1658,411.0,738.0,1547.0,1369,12523,8,611
Wayne Embry,831,3993,9067,0.44,,,2394,3741,0.64,,,7544,1194,,,,2838,10380,1,612
Andre Emmett,14,6,13,0.462,0.0,0.0,8,13,0.615,2.0,6.0,8,1,2.0,1.0,3.0,6,20,0,613
Chris Engler,195,138,336,0.411,0.0,,67,99,0.677,137.0,249.0,386,45,32.0,42.0,91.0,274,343,0,614
Alex English,1193,10659,21036,0.507,18.0,0.217,4277,5141,0.832,2778.0,3760.0,6538,4351,1067.0,833.0,2821.0,3027,25613,5,615
James Ennis III,395,907,1985,0.457,317.0,0.36,498,625,0.797,393.0,913.0,1306,373,244.0,113.0,303.0,792,2629,0,616
Keith Erickson,766,3014,6926,0.435,,,1223,1591,0.769,306.0,827.0,3449,1991,222.0,45.0,,2081,7251,0,617
Julius Erving,1243,11818,23370,0.506,134.0,0.298,6256,8052,0.777,3689.0,6836.0,10525,5176,2272.0,1941.0,3940.0,3494,30026,1,618
Drew Eubanks,384,876,1450,0.604,21.0,0.396,409,564,0.725,533.0,1175.0,1708,369,135.0,313.0,324.0,605,2182,0,619
Jeremy Evans,250,364,640,0.569,6.0,0.231,145,211,0.687,239.0,402.0,641,107,90.0,121.0,85.0,291,879,0,620
Maurice Evans,562,1429,3231,0.442,426.0,0.363,463,590,0.785,559.0,825.0,1384,420,294.0,88.0,278.0,956,3747,0,621
Mike Evans,591,1835,4060,0.452,231.0,0.307,630,781,0.807,184.0,624.0,808,1514,430.0,51.0,818.0,1173,4531,0,622
Reggie Evans,809,1107,2379,0.465,1.0,0.091,1074,2036,0.528,1984.0,3781.0,5765,458,566.0,115.0,897.0,1895,3289,0,623
Tyreke Evans,594,3510,7978,0.44,500.0,0.323,1827,2415,0.757,500.0,2220.0,2720,2852,734.0,222.0,1489.0,1308,9347,3,624
Patrick Ewing,1183,9702,19241,0.504,19.0,0.152,5392,7289,0.74,2752.0,8855.0,11607,2215,1136.0,2894.0,3537.0,4034,24815,1,625
Dante Exum,320,734,1688,0.435,243.0,0.343,280,366,0.765,120.0,503.0,623,728,135.0,52.0,379.0,548,1991,0,626
John Fairchild,165,414,1026,0.404,14.0,0.368,243,357,0.681,55.0,91.0,523,115,,,185.0,304,1085,0,627
Kenneth Faried,478,2190,4009,0.546,10.0,0.222,1040,1590,0.654,1465.0,2419.0,3884,470,351.0,392.0,626.0,1180,5430,0,628
Dick Farley,211,481,1252,0.384,,,416,594,0.7,,,527,386,,,,429,1378,0,629
Jordan Farmar,504,1460,3452,0.423,583.0,0.374,385,521,0.739,161.0,797.0,958,1453,391.0,56.0,695.0,713,3888,0,630
Jim Farmer,136,275,643,0.428,22.0,0.282,143,196,0.73,77.0,109.0,186,111,42.0,4.0,118.0,164,715,0,631
Mike Farmer,423,1165,2965,0.393,,,486,597,0.814,,,1950,550,,,,840,2816,0,632
Derrick Favors,790,3420,6407,0.534,38.0,0.198,1476,2225,0.663,1933.0,3675.0,5608,851,577.0,939.0,995.0,1976,8354,0,633
Jamie Feick,201,351,827,0.424,12.0,0.4,197,313,0.629,515.0,922.0,1437,139,117.0,90.0,152.0,439,911,0,634
Dave Feitl,275,471,1089,0.433,0.0,0.0,250,333,0.751,241.0,574.0,815,125,46.0,46.0,234.0,439,1192,0,635
Cristiano Felício,252,431,754,0.572,0.0,0.0,216,321,0.673,381.0,611.0,992,183,72.0,50.0,155.0,358,1078,0,636
Ray Felix,637,2406,5841,0.412,,,2162,3187,0.678,,,5654,456,,,,2419,6974,0,637
Raymond Felton,971,4105,9959,0.412,925.0,0.329,1718,2175,0.79,552.0,2315.0,2867,5096,1144.0,207.0,2008.0,1870,10853,2,638
Bruno Fernando,220,351,646,0.543,6.0,0.122,164,251,0.653,235.0,477.0,712,161,58.0,102.0,160.0,362,872,0,639
Eric Fernsten,218,193,434,0.445,0.0,,131,194,0.675,144.0,228.0,372,82,52.0,51.0,72.0,174,517,0,640
Al Ferrari,371,878,2389,0.368,,,769,1012,0.76,,,830,943,,,,1008,2525,0,641
Duane Ferrell,583,1420,2961,0.48,42.0,0.288,822,1096,0.75,552.0,580.0,1132,509,302.0,105.0,509.0,902,3704,0,642
Yogi Ferrell,259,723,1721,0.42,289.0,0.365,259,310,0.835,70.0,467.0,537,601,167.0,29.0,219.0,356,1994,0,643
Bob Ferry,634,2225,5142,0.433,,,1330,2003,0.664,,,3343,906,,,,1438,5780,0,644
Danny Ferry,917,2505,5615,0.446,677.0,0.393,752,895,0.84,647.0,1903.0,2550,1185,384.0,292.0,811.0,1964,6439,0,645
Kyrylo Fesenko,135,125,252,0.496,0.0,0.0,55,134,0.41,97.0,172.0,269,40,19.0,53.0,66.0,224,305,0,646
Landry Fields,255,684,1446,0.473,120.0,0.332,243,365,0.666,248.0,844.0,1092,419,212.0,45.0,270.0,310,1731,0,647
Hank Finkel,551,1125,2508,0.449,,,540,816,0.662,74.0,173.0,2151,426,10.0,10.0,,1090,2790,0,648
Michael Finley,1103,6696,15095,0.444,1454.0,0.375,2460,3032,0.811,1121.0,3683.0,4804,3245,996.0,323.0,1629.0,1812,17306,6,649
Dorian Finney-Smith,591,1793,4109,0.436,920.0,0.362,403,561,0.718,883.0,1789.0,2672,851,485.0,265.0,514.0,1283,4909,0,650
Derek Fisher,1287,3720,9329,0.399,1248.0,0.374,2025,2479,0.817,414.0,2244.0,2658,3804,1352.0,98.0,1473.0,2684,10713,0,651
Marcus Fizer,289,1103,2536,0.435,21.0,0.191,555,803,0.691,375.0,965.0,1340,352,134.0,81.0,428.0,648,2782,0,652
Jerry Fleishman,262,541,1953,0.277,,,430,674,0.638,,,152,429,,,,607,1512,0,653
Ed Fleming,292,862,2403,0.359,,,787,1077,0.731,,,1532,544,,,,688,2511,0,654
Vern Fleming,893,3964,7954,0.498,38.0,0.181,2159,2826,0.764,979.0,2033.0,3012,4293,926.0,105.0,1795.0,2003,10125,5,655
Sleepy Floyd,957,4448,10015,0.444,518.0,0.324,2846,3493,0.815,626.0,1868.0,2494,5175,1120.0,215.0,2251.0,1972,12260,1,656
Malachi Flynn,217,427,1103,0.387,188.0,0.333,142,190,0.747,59.0,317.0,376,414,120.0,23.0,148.0,248,1184,0,657
Bryn Forbes,431,1359,3119,0.436,720.0,0.41,338,409,0.826,69.0,649.0,718,523,163.0,14.0,297.0,594,3776,0,658
Chris Ford,794,3160,6874,0.46,126.0,0.375,868,1188,0.731,820.0,1308.0,2394,2719,1152.0,192.0,726.0,1817,7314,0,659
Don Ford,474,1313,2828,0.464,1.0,0.143,389,503,0.773,544.0,1147.0,1691,647,274.0,139.0,296.0,1004,3016,0,660
Phil Ford,482,2128,4560,0.467,25.0,0.21,1313,1602,0.82,161.0,693.0,854,3083,589.0,29.0,1326.0,1269,5594,0,661
T.J. Ford,429,1829,4223,0.433,127.0,0.289,1012,1242,0.815,296.0,1035.0,1331,2495,496.0,55.0,1047.0,972,4797,0,662
Danny Fortson,440,1196,2534,0.472,2.0,0.167,1221,1556,0.785,1195.0,1989.0,3184,301,182.0,94.0,655.0,1553,3615,0,663
Fred Foster,524,1701,4107,0.414,,,691,950,0.727,132.0,162.0,1275,601,57.0,8.0,,1008,4093,0,664
Greg Foster,656,1047,2382,0.44,20.0,0.225,424,567,0.748,509.0,1182.0,1691,351,94.0,194.0,465.0,1221,2538,0,665
Jeff Foster,764,1472,2961,0.497,7.0,0.13,796,1295,0.615,2101.0,3147.0,5248,703,507.0,308.0,613.0,1921,3747,0,666
Evan Fournier,704,3447,7823,0.441,1359.0,0.374,1354,1694,0.799,277.0,1601.0,1878,1759,615.0,108.0,1083.0,1648,9607,0,667
Larry Foust,817,3814,9414,0.405,,,3570,4816,0.741,,,8041,1368,,,,2909,11198,0,668
De'Aaron Fox,531,4210,8959,0.47,815.0,0.33,2164,2900,0.746,330.0,1752.0,2082,3262,756.0,221.0,1449.0,1383,11399,1,669
Jim Fox,743,2611,5452,0.479,,,1723,2239,0.77,554.0,1215.0,5525,1201,151.0,79.0,,2023,6945,2,670
Rick Fox,930,3382,7519,0.45,771.0,0.349,1431,1858,0.77,996.0,2521.0,3517,2649,967.0,355.0,1611.0,2739,8966,0,671
Randy Foye,752,2704,6750,0.401,1104.0,0.366,1217,1429,0.852,245.0,1441.0,1686,2112,528.0,220.0,1106.0,1584,7729,0,672
Adonal Foyle,733,1318,2766,0.477,0.0,0.0,353,707,0.499,1301.0,2160.0,3461,344,264.0,1193.0,597.0,1575,2989,0,673
Richie Frahm,140,178,433,0.411,95.0,0.356,51,63,0.81,36.0,128.0,164,83,37.0,10.0,35.0,122,502,0,674
Steve Francis,576,3543,8267,0.429,575.0,0.341,2785,3494,0.797,960.0,2255.0,3215,3473,846.0,223.0,2030.0,1813,10446,7,675
Tellis Frank,264,639,1456,0.439,0.0,0.0,432,583,0.741,363.0,659.0,1022,276,158.0,95.0,326.0,795,1710,0,676
Ron Franz,403,1765,3945,0.447,53.0,0.279,1150,1635,0.703,569.0,1090.0,2128,668,,,762.0,1120,4733,0,677
Tim Frazier,289,515,1286,0.4,131.0,0.323,251,347,0.723,139.0,515.0,654,1142,193.0,26.0,379.0,517,1412,1,678
Walt Frazier,825,6130,12516,0.49,0.0,0.0,3321,4226,0.786,403.0,1523.0,4830,5040,681.0,63.0,139.0,2180,15581,23,679
Jimmer Fredette,241,524,1282,0.409,193.0,0.372,197,224,0.879,53.0,190.0,243,331,94.0,11.0,223.0,222,1438,0,680
World B. Free,886,6512,14294,0.456,213.0,0.337,4718,6264,0.753,1008.0,1422.0,2430,3319,910.0,223.0,1869.0,2270,17955,0,681
Enes Freedom,748,3426,6254,0.548,46.0,0.289,1451,1868,0.777,2223.0,3599.0,5822,638,296.0,363.0,1076.0,1606,8349,0,682
Donnie Freeman,648,4566,10004,0.456,11.0,0.151,3090,3861,0.8,874.0,1092.0,2292,2292,222.0,67.0,1379.0,1764,12233,0,683
Channing Frye,890,2931,6655,0.44,1049.0,0.388,875,1064,0.822,767.0,3235.0,4002,864,457.0,540.0,787.0,2255,7786,0,684
Joe Fulks,489,2824,9338,0.302,,,2355,3075,0.766,,,1379,587,,,,1774,8003,0,685
Todd Fuller,225,317,752,0.422,0.0,0.0,201,301,0.668,240.0,434.0,674,46,34.0,60.0,146.0,351,835,0,686
Markelle Fultz,255,1124,2389,0.47,83.0,0.28,325,444,0.732,218.0,599.0,817,1111,286.0,70.0,451.0,464,2656,2,687
Lawrence Funderburke,318,812,1606,0.506,2.0,0.118,405,600,0.675,447.0,695.0,1142,183,94.0,100.0,225.0,360,2031,0,688
Bill Gabor,307,1080,3141,0.344,,,837,1136,0.737,,,448,626,,,,1050,2997,0,689
Wenyen Gabriel,150,262,500,0.524,38.0,0.311,103,170,0.606,203.0,311.0,514,72,53.0,63.0,101.0,293,665,0,690
Dan Gadzuric,527,1049,2100,0.5,0.0,0.0,367,737,0.498,910.0,1416.0,2326,196,242.0,448.0,357.0,1250,2465,0,691
Daniel Gafford,378,1453,2048,0.709,0.0,0.0,591,879,0.672,814.0,1313.0,2127,397,190.0,584.0,360.0,932,3497,0,692
Corey Gaines,80,92,217,0.424,11.0,0.229,53,72,0.736,12.0,57.0,69,247,39.0,4.0,72.0,98,248,0,693
Mike Gale,842,2616,5634,0.464,17.0,0.187,954,1222,0.781,668.0,1777.0,2445,3146,1349.0,375.0,1300.0,1941,6203,0,694
Harry Gallatin,682,2810,7057,0.398,,,3223,4167,0.773,,,6684,1208,,,,2086,8843,0,695
Danilo Gallinari,777,3537,8266,0.428,1456.0,0.381,3077,3511,0.876,521.0,3097.0,3618,1469,550.0,268.0,908.0,1355,11607,0,696
Langston Galloway,452,1304,3286,0.397,639.0,0.368,409,501,0.816,212.0,894.0,1106,732,304.0,64.0,269.0,704,3656,0,697
Dave Gambee,750,2820,6708,0.42,,,2295,2791,0.822,,,3891,757,,,,2180,7935,0,698
Kevin Gamble,649,2562,5106,0.502,228.0,0.36,802,990,0.81,370.0,1087.0,1457,1300,470.0,176.0,587.0,1228,6154,1,699
Francisco García,549,1564,3659,0.427,581.0,0.357,614,768,0.799,278.0,1122.0,1400,747,441.0,388.0,545.0,1229,4323,0,700
Darius Garland,382,2635,5818,0.453,897.0,0.388,1037,1196,0.867,194.0,821.0,1015,2558,447.0,44.0,1127.0,703,7204,1,701
Winston Garland,511,1912,4444,0.43,73.0,0.281,902,1087,0.83,413.0,1020.0,1433,2421,674.0,80.0,975.0,1251,4799,2,702
Dick Garmaker,421,2022,5019,0.403,,,1553,1974,0.787,,,1748,1114,,,,1168,5597,0,703
Kevin Garnett,1462,10505,21142,0.497,174.0,0.275,4887,6190,0.789,3209.0,11453.0,14662,5445,1859.0,2037.0,3179.0,3561,26071,16,704
Dean Garrett,359,722,1504,0.48,0.0,,293,433,0.677,597.0,1213.0,1810,204,168.0,372.0,203.0,687,1737,0,705
Dick Garrett,339,1436,3392,0.423,,,603,699,0.863,15.0,25.0,1004,849,10.0,1.0,,1024,3475,0,706
Rowland Garrett,263,562,1273,0.441,,,213,276,0.772,193.0,353.0,607,106,75.0,39.0,,344,1337,0,707
Pat Garrity,552,1479,3543,0.417,631.0,0.398,428,531,0.806,343.0,1114.0,1457,443,246.0,104.0,417.0,1274,4017,0,708
Marc Gasol,891,4635,9638,0.481,431.0,0.36,2813,3625,0.776,1411.0,5193.0,6604,2996,792.0,1254.0,1755.0,2551,12514,5,709
Pau Gasol,1226,7980,15729,0.507,179.0,0.368,4755,6311,0.753,3085.0,8220.0,11305,3925,606.0,1941.0,2638.0,2632,20894,10,710
Chris Gatling,700,2804,5469,0.513,50.0,0.249,1574,2386,0.66,1248.0,2493.0,3741,461,464.0,375.0,1069.0,1870,7232,0,711
Kenny Gattison,494,1536,2956,0.52,1.0,0.083,850,1309,0.649,744.0,1583.0,2327,444,290.0,327.0,602.0,1419,3923,0,712
Rudy Gay,1120,6670,14771,0.452,1186.0,0.346,3116,3898,0.799,1447.0,4836.0,6283,2280,1231.0,798.0,2245.0,2524,17642,0,713
Andrew Gaze,26,16,42,0.381,9.0,0.375,2,2,1.0,3.0,9.0,12,11,4.0,2.0,7.0,16,43,0,714
Alonzo Gee,417,1001,2309,0.434,186.0,0.325,566,751,0.754,389.0,971.0,1360,441,379.0,101.0,447.0,792,2754,0,715
Matt Geiger,552,2039,4083,0.499,16.0,0.232,965,1325,0.728,1152.0,2006.0,3158,388,306.0,347.0,744.0,1629,5059,0,716
Mickaël Gelabale,145,263,560,0.47,43.0,0.316,101,124,0.815,107.0,223.0,330,115,50.0,35.0,92.0,186,670,0,717
Devean George,630,1318,3360,0.392,427.0,0.343,473,656,0.721,546.0,1429.0,1975,543,436.0,230.0,447.0,1270,3536,0,718
Jack George,506,1901,5226,0.364,,,1351,1918,0.704,,,2129,2169,,,,1242,5153,1,719
Paul George,908,6400,14553,0.44,2349.0,0.383,3548,4160,0.853,750.0,4934.0,5684,3369,1539.0,401.0,2423.0,2418,18697,4,720
Tate George,177,297,717,0.414,1.0,0.071,141,172,0.82,65.0,115.0,180,325,76.0,11.0,157.0,182,736,0,721
Gus Gerard,446,1541,3517,0.438,6.0,0.273,677,973,0.696,714.0,1097.0,1811,560,283.0,318.0,554.0,996,3765,0,722
George Gervin,1060,10368,20583,0.504,122.0,0.271,5737,6822,0.841,1816.0,3786.0,5602,2798,1283.0,1047.0,2909.0,3250,26595,0,723
John Gianelli,541,1798,3823,0.47,0.0,,614,875,0.702,967.0,2071.0,3188,832,225.0,476.0,275.0,1270,4210,0,724
Dick Gibbs,333,675,1678,0.402,,,389,487,0.799,159.0,231.0,624,260,67.0,35.0,,629,1739,0,725
Daniel Gibson,397,1065,2646,0.402,578.0,0.407,407,522,0.78,142.0,650.0,792,775,243.0,86.0,373.0,811,3115,0,726
Taj Gibson,1002,3478,6728,0.517,55.0,0.266,1386,1947,0.712,2133.0,3594.0,5727,946,530.0,964.0,1045.0,2425,8397,0,727
Harry Giles,165,379,746,0.508,11.0,0.244,119,180,0.661,152.0,421.0,573,180,63.0,56.0,143.0,338,888,0,728
Shai Gilgeous-Alexander,462,3943,7872,0.501,614.0,0.355,2794,3243,0.862,351.0,1860.0,2211,2362,666.0,370.0,1072.0,1044,11294,2,729
Anthony Gill,230,281,549,0.512,45.0,0.298,166,221,0.751,141.0,254.0,395,122,44.0,40.0,74.0,233,773,0,730
Eddie Gill,187,179,496,0.361,63.0,0.32,150,177,0.847,28.0,179.0,207,217,104.0,14.0,139.0,209,571,0,731
Kendall Gill,966,5068,11672,0.434,315.0,0.3,2463,3267,0.754,1274.0,2728.0,4002,2945,1519.0,432.0,1734.0,2515,12914,3,732
Armen Gilliam,929,4838,9895,0.489,0.0,0.0,3024,3896,0.776,2117.0,4284.0,6401,1088,676.0,607.0,1722.0,2009,12700,0,733
Herm Gilliam,578,2696,6120,0.441,,,860,1086,0.792,257.0,635.0,2175,2225,369.0,49.0,,1519,6252,1,734
Artis Gilmore,1329,9403,16158,0.582,3.0,0.15,6132,8790,0.698,4816.0,11514.0,16330,3050,723.0,3178.0,3926.0,4529,24941,2,735
Chuck Gilmur,239,511,1571,0.325,,,370,608,0.609,,,75,348,,,,896,1392,0,736
Manu Ginóbili,1057,4584,10262,0.447,1495.0,0.369,3380,4089,0.827,685.0,3012.0,3697,4001,1392.0,319.0,2116.0,2212,14043,0,737
Gordan Giriček,384,1424,3225,0.442,289.0,0.368,533,648,0.823,167.0,774.0,941,584,222.0,47.0,517.0,749,3670,0,738
Gerald Glass,201,686,1583,0.433,26.0,0.236,155,241,0.643,228.0,284.0,512,298,130.0,58.0,179.0,361,1553,0,739
Mike Glenn,593,1958,3611,0.542,8.0,0.286,572,669,0.855,152.0,558.0,710,952,318.0,43.0,429.0,893,4496,0,740
Dion Glover,294,914,2222,0.411,148.0,0.317,431,570,0.756,213.0,684.0,897,455,233.0,65.0,370.0,487,2407,0,741
Mike Gminski,938,4208,9047,0.465,6.0,0.122,2531,3002,0.843,2082.0,4398.0,6480,1203,507.0,989.0,1368.0,1574,10953,0,742
Rudy Gobert,829,3903,5950,0.656,0.0,0.0,2652,4137,0.641,2804.0,6896.0,9700,1123,576.0,1718.0,1337.0,2209,10458,0,743
Tom Gola,698,2964,6883,0.431,,,1943,2556,0.76,,,5617,2962,,,,2688,7871,20,744
Anthony Goldwire,266,580,1425,0.407,206.0,0.386,301,380,0.792,72.0,287.0,359,737,167.0,9.0,264.0,388,1667,0,745
Ryan Gomes,487,1891,4249,0.445,334.0,0.349,810,1014,0.799,617.0,1622.0,2239,712,351.0,78.0,550.0,942,4926,1,746
Glen Gondrezick,435,979,2069,0.473,2.0,0.143,584,807,0.724,730.0,1234.0,1964,605,485.0,117.0,453.0,1101,2544,0,747
Drew Gooden,790,3432,7435,0.462,88.0,0.257,1701,2239,0.76,1878.0,3740.0,5618,896,544.0,474.0,1158.0,1957,8653,2,748
Gail Goodrich,1031,7431,16300,0.456,,,4319,5354,0.807,453.0,651.0,3279,4805,545.0,72.0,390.0,2775,19181,3,749
Aaron Gordon,720,3696,7637,0.484,762.0,0.331,1603,2314,0.693,1259.0,3215.0,4474,1939,522.0,445.0,1068.0,1406,9757,2,750
Ben Gordon,744,3931,9092,0.432,1171.0,0.401,2051,2394,0.857,333.0,1518.0,1851,1868,508.0,114.0,1551.0,1720,11084,0,751
Eric Gordon,925,4821,11214,0.43,2084.0,0.372,2408,2974,0.81,338.0,1775.0,2113,2508,776.0,325.0,1676.0,1610,14134,0,752
Marcin Gortat,806,3401,6168,0.551,3.0,0.15,1146,1686,0.68,1759.0,4648.0,6407,915,383.0,885.0,958.0,1775,7951,0,753
Andrew Goudelock,49,77,196,0.393,29.0,0.345,14,16,0.875,7.0,27.0,34,24,10.0,2.0,28.0,36,197,0,754
Gerald Govan,681,2142,5288,0.405,5.0,0.208,962,1419,0.678,1564.0,4959.0,7119,2164,139.0,97.0,1617.0,2032,5251,0,755
Joe Graboski,845,3433,9763,0.352,,,2414,3447,0.7,,,5999,1502,,,,2591,9280,0,756
Devonte' Graham,336,1189,3202,0.371,767.0,0.354,588,724,0.812,135.0,623.0,758,1448,258.0,53.0,470.0,428,3733,0,757
Greg Graham,207,331,813,0.407,49.0,0.29,227,293,0.775,59.0,160.0,219,201,128.0,12.0,179.0,213,938,0,758
Joey Graham,377,857,1776,0.483,54.0,0.3,471,578,0.815,272.0,786.0,1058,207,134.0,43.0,309.0,804,2239,0,759
Stephen Graham,239,378,848,0.446,53.0,0.308,157,205,0.766,77.0,347.0,424,117,57.0,19.0,155.0,352,966,0,760
Ron Grandison,105,84,208,0.404,4.0,0.167,82,115,0.713,73.0,90.0,163,58,31.0,6.0,51.0,108,254,0,761
Danny Granger,586,3332,7672,0.434,1006.0,0.38,2185,2577,0.848,674.0,2214.0,2888,1097,561.0,481.0,1098.0,1628,9855,0,762
Brian Grant,756,3103,6332,0.49,6.0,0.214,1721,2306,0.746,1834.0,3788.0,5622,923,455.0,561.0,1235.0,2409,7933,0,763
Gary Grant,552,1864,4140,0.45,95.0,0.278,545,702,0.776,347.0,936.0,1283,3013,821.0,69.0,1268.0,1200,4368,1,764
Greg Grant,274,314,820,0.383,41.0,0.281,98,138,0.71,64.0,184.0,248,751,161.0,8.0,231.0,282,767,0,765
Harvey Grant,783,3345,7138,0.469,65.0,0.267,1026,1448,0.709,1170.0,2266.0,3436,1219,599.0,428.0,714.0,1768,7781,0,766
Horace Grant,1165,5439,10695,0.509,4.0,0.063,2114,3053,0.692,3467.0,5976.0,9443,2575,1143.0,1136.0,1303.0,2832,12996,0,767
Jerami Grant,719,3212,7160,0.449,941.0,0.364,2063,2741,0.753,605.0,2221.0,2826,1150,485.0,748.0,914.0,1641,9428,0,768
Jerian Grant,279,593,1442,0.411,174.0,0.323,332,431,0.77,92.0,438.0,530,805,205.0,33.0,274.0,411,1692,0,769
Paul Grant,16,13,29,0.448,0.0,,3,8,0.375,8.0,10.0,18,3,2.0,1.0,9.0,21,29,0,770
Aaron Gray,318,440,864,0.509,0.0,0.0,186,331,0.562,431.0,759.0,1190,207,94.0,87.0,265.0,678,1066,0,771
Stuart Gray,386,338,758,0.446,0.0,0.0,230,347,0.663,309.0,711.0,1020,148,64.0,133.0,243.0,645,906,0,772
Jeff Grayer,438,1336,2925,0.457,35.0,0.255,550,829,0.663,574.0,720.0,1294,635,271.0,65.0,484.0,732,3257,0,773
A.C. Green,1278,4544,9202,0.494,124.0,0.254,3119,4250,0.734,3354.0,6119.0,9473,1400,1033.0,546.0,1434.0,2436,12331,0,774
Danny Green,832,2546,6047,0.421,1577.0,0.4,535,665,0.805,501.0,2326.0,2827,1277,853.0,634.0,825.0,1454,7204,0,775
Draymond Green,881,2831,6299,0.449,742.0,0.32,1261,1775,0.71,964.0,5123.0,6087,4948,1183.0,888.0,2027.0,2536,7665,33,776
Gerald Green,658,2312,5546,0.417,962.0,0.361,826,1010,0.818,318.0,1321.0,1639,596,335.0,199.0,721.0,1228,6412,0,777
JaMychal Green,544,1579,3311,0.477,430.0,0.368,620,791,0.784,891.0,2095.0,2986,496,298.0,226.0,570.0,1389,4208,0,778
Javonte Green,263,521,1023,0.509,124.0,0.338,233,312,0.747,247.0,566.0,813,187,218.0,106.0,131.0,389,1399,0,779
Jeff Green,1217,5203,11556,0.45,1201.0,0.338,2806,3490,0.804,1003.0,3879.0,4882,1784,759.0,591.0,1582.0,2502,14413,0,780
Johnny Green,1057,4973,10091,0.493,,,2335,4226,0.553,,,9083,1449,,,,2856,12281,0,781
Josh Green,291,736,1526,0.482,269.0,0.38,200,291,0.687,231.0,546.0,777,448,224.0,46.0,263.0,578,1941,0,782
Lamar Green,411,893,2078,0.43,0.0,,347,526,0.66,199.0,515.0,2550,310,49.0,68.0,60.0,1041,2133,0,783
Litterial Green,148,144,343,0.42,2.0,0.077,133,200,0.665,24.0,51.0,75,182,49.0,6.0,78.0,124,423,0,784
Mike Green,459,2177,4534,0.48,1.0,0.083,946,1292,0.732,1190.0,1991.0,3181,587,325.0,752.0,697.0,1328,5301,0,785
Rickey Green,946,3594,7669,0.469,39.0,0.207,1643,2035,0.807,474.0,1345.0,1819,5221,1348.0,51.0,1583.0,1452,8870,0,786
Si Green,504,1732,4481,0.387,,,1172,1735,0.676,,,2152,1655,,,,1421,4636,2,787
Sidney Green,679,1993,4386,0.454,1.0,0.037,1093,1481,0.738,1300.0,2828.0,4128,635,369.0,223.0,1038.0,1797,5080,0,788
Willie Green,731,2417,5682,0.425,517.0,0.346,708,925,0.765,242.0,1061.0,1303,1018,393.0,108.0,705.0,1259,6059,0,789
Orien Greene,131,127,328,0.387,11.0,0.212,61,95,0.642,49.0,146.0,195,155,98.0,15.0,144.0,228,326,0,790
Dave Greenwood,823,3251,6812,0.477,4.0,0.138,1922,2514,0.765,1921.0,4616.0,6537,1614,583.0,736.0,1474.0,2605,8428,1,791
Hal Greer,1122,8504,18811,0.452,,,4578,5717,0.801,,,5665,4540,,,,3855,21586,1,792
Gary Gregor,361,1416,3251,0.436,3.0,0.75,392,541,0.725,62.0,159.0,2286,482,4.0,1.0,51.0,870,3227,0,793
Kevin Grevey,672,2915,6670,0.437,145.0,0.334,1389,1701,0.817,590.0,1004.0,1594,1247,392.0,112.0,748.0,1286,7364,0,794
Adrian Griffin,477,785,1794,0.438,50.0,0.278,299,392,0.763,507.0,1005.0,1512,653,436.0,59.0,331.0,879,1919,0,795
Blake Griffin,765,5419,10988,0.493,538.0,0.328,3137,4508,0.696,1487.0,4622.0,6109,3055,627.0,359.0,1732.0,2058,14513,10,796
Eddie Griffin,303,854,2263,0.377,237.0,0.315,226,337,0.671,497.0,1247.0,1744,236,105.0,518.0,227.0,506,2171,0,797
Paul Griffin,480,837,1657,0.505,0.0,,769,1111,0.692,894.0,1756.0,2650,1116,403.0,248.0,638.0,1400,2443,0,798
Darrell Griffith,765,5237,11305,0.463,530.0,0.332,1387,1961,0.707,780.0,1739.0,2519,1627,931.0,242.0,1632.0,1689,12391,0,799
Bob Gross,513,1857,3629,0.512,5.0,0.179,848,1062,0.798,940.0,1313.0,2253,1481,615.0,361.0,729.0,1484,4567,0,800
Ernie Grunfeld,693,2065,4328,0.477,33.0,0.337,961,1248,0.77,516.0,1299.0,1815,1419,472.0,134.0,801.0,1511,5124,0,801
Pétur Guðmundsson,150,251,508,0.494,1.0,0.5,190,252,0.754,166.0,397.0,563,153,35.0,96.0,195.0,400,693,0,802
Richie Guerin,848,5174,12451,0.416,,,4328,5549,0.78,,,4278,4211,,,,2769,14676,16,803
Tom Gugliotta,763,3871,8584,0.451,208.0,0.284,1945,2570,0.757,1595.0,3994.0,5589,2140,1079.0,492.0,1735.0,1884,9895,1,804
Matt Guokas,735,1792,3665,0.489,,,701,964,0.727,77.0,246.0,1446,2174,117.0,41.0,,1485,4285,0,805
Rui Hachimura,337,1691,3410,0.496,376.0,0.381,560,733,0.764,342.0,1296.0,1638,439,209.0,101.0,302.0,556,4318,0,806
Hamed Haddadi,151,130,281,0.463,0.0,0.0,79,125,0.632,137.0,235.0,372,43,11.0,92.0,92.0,209,339,0,807
Cliff Hagan,839,5750,12661,0.454,0.0,0.0,3370,4219,0.799,47.0,58.0,5555,2646,,,294.0,2665,14870,5,808
Happy Hairston,776,4240,8872,0.478,,,3025,4080,0.741,639.0,1347.0,8019,1268,116.0,28.0,,2334,11505,0,809
Marcus Haislip,89,125,286,0.437,7.0,0.35,54,82,0.659,51.0,80.0,131,16,15.0,34.0,39.0,100,311,0,810
