name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Solomon Jones,,281,12,3092,10.2,.531,.014,.510,9.6,14.8,12.2,4.9,1.0,3.8,16.9,13.9,1.7,3.4,5.0,.078,-4.3,0.3,-4.0,-1.6,
Steve Jones,,704,,21028,13.8,.508,.059,.290,2.5,8.2,5.5,10.5,0.9,0.3,12.5,21.8,21.0,15.9,36.9,.084,-2.1,-1.5,-3.6,-1.9,
Terrence Jones,,234,118,5562,17.1,.545,.159,.301,8.0,18.1,13.2,7.0,1.3,3.8,8.9,19.2,7.7,7.0,14.7,.127,0.4,0.1,0.5,3.6,
Tre Jones,,297,134,6444,15.3,.563,.227,.234,3.0,10.9,6.9,29.6,1.9,0.5,12.7,16.4,10.4,4.1,14.5,.108,-0.4,-0.1,-0.5,2.5,
Tyus Jones,,682,218,14424,15.0,.544,.402,.131,1.4,8.9,5.2,28.7,2.2,0.4,10.3,15.9,23.5,10.3,33.9,.113,0.4,0.1,0.5,9.3,
Wali Jones,,678,14,15759,11.0,.458,.004,.244,1.1,4.7,3.1,17.1,1.5,0.1,11.6,20.3,1.7,14.4,16.1,.049,-3.0,-0.4,-3.4,-0.5,
Wil Jones,,725,74,21931,13.5,.496,.011,.245,8.4,15.0,12.1,9.1,1.7,1.4,14.4,17.3,11.9,25.2,37.2,.081,-1.0,0.4,-0.6,4.5,
Willie Jones,,272,,4568,11.2,.427,,.221,,,,10.1,,,,,-2.2,3.1,0.8,.009,,,,,
Adonis Jordan,,10,0,97,8.0,.365,.444,.148,3.6,3.3,3.4,32.1,1.7,0.6,21.8,16.6,-0.1,0.1,0.0,-0.015,-1.6,-1.4,-2.9,0.0,
DeAndre Jordan,,1111,791,27867,18.3,.644,.002,.651,13.0,29.9,21.6,5.5,1.0,4.6,16.4,14.0,53.6,45.2,98.8,.170,0.4,0.7,1.1,22.2,
Eddie Jordan,,420,82,8507,13.1,.467,.030,.279,2.6,7.1,4.8,25.3,4.0,0.6,19.7,20.5,-3.5,12.3,8.8,.050,-1.9,1.6,-0.3,3.6,
Michael Jordan,,1072,1039,41011,27.9,.569,.072,.358,4.7,14.1,9.4,24.9,3.1,1.4,9.3,33.3,149.9,64.1,214.0,.250,7.2,2.0,9.2,116.1,
Reggie Jordan,,186,2,1662,14.1,.480,.014,.545,12.0,11.5,11.7,17.0,2.9,1.4,16.6,16.5,1.3,1.8,3.0,.087,-0.5,1.0,0.5,1.1,
Phil Jordon,,442,,10792,13.4,.438,,.264,,,,,,,,,2.1,7.8,9.9,.044,,,,,
Noble Jorgensen,,268,,2673,13.1,.441,,.461,,,,,,,,,9.0,4.4,13.5,.118,,,,,
Cory Joseph,,866,191,18296,12.0,.526,.297,.213,2.5,10.3,6.4,19.7,1.7,0.9,13.3,15.4,15.9,16.2,32.1,.084,-1.5,0.3,-1.1,4.0,
Jeff Judkins,,272,0,3421,12.9,.532,.058,.264,5.3,8.7,7.0,11.6,2.0,0.4,13.3,18.8,3.7,2.6,6.3,.088,-1.0,-0.1,-1.1,0.8,
George Kaftan,,212,,1335,13.8,.426,,.409,,,,,,,,,5.8,3.1,8.9,.057,,,,,
Chris Kaman,,735,538,19642,14.9,.525,.003,.257,8.8,23.8,16.4,8.3,0.9,3.6,16.5,21.7,0.4,24.2,24.6,.060,-1.9,-0.1,-1.9,0.4,
Frank Kaminsky,,413,49,8160,14.2,.537,.404,.261,4.0,17.3,10.6,12.2,1.1,1.5,8.5,20.0,8.0,7.9,15.9,.094,0.0,-0.3,-0.2,3.7,
Jason Kapono,,509,87,9068,10.5,.536,.348,.106,2.1,8.7,5.4,7.5,1.0,0.2,9.4,17.7,5.8,4.5,10.3,.055,-1.4,-1.2,-2.6,-1.3,
George Karl,,264,,4449,13.2,.518,.037,.304,2.4,6.0,4.3,23.4,2.5,0.3,18.9,18.3,3.6,4.1,7.7,.083,-1.0,0.3,-0.7,1.4,
Bob Kauffman,,525,,13568,16.8,.533,,.397,7.7,16.2,12.7,14.9,1.2,0.5,,,23.7,7.8,31.5,.111,-0.7,-0.4,-1.1,0.5,
Adam Keefe,,617,98,10334,12.9,.562,.006,.544,11.8,17.6,14.7,6.1,1.6,1.3,16.5,14.3,13.1,11.7,24.9,.115,-1.0,-0.3,-1.3,1.7,
Bill Keller,,556,134,13609,15.1,.519,.260,.240,3.4,5.6,4.6,19.9,1.1,0.1,13.3,20.3,18.5,11.6,30.1,.106,1.4,-1.3,0.1,3.0,
Rich Kelley,,814,126,17711,15.0,.565,.002,.538,11.0,21.4,16.3,15.4,1.8,2.2,25.8,16.0,13.4,29.2,42.5,.115,-0.9,1.7,0.8,12.6,
Clark Kellogg,,260,241,8514,19.3,.540,.017,.287,10.6,21.0,15.7,13.7,2.1,0.7,13.8,24.8,10.6,10.2,20.9,.118,1.8,-0.4,1.4,7.3,
Arvesta Kelly,,188,0,3895,9.9,.495,.147,.304,4.1,8.0,5.5,11.3,,,18.1,17.1,2.5,3.1,5.6,.069,,,,,
Greg Kelser,,305,40,6032,14.2,.540,.013,.492,11.2,14.2,12.7,9.5,1.8,1.4,19.3,22.4,2.5,6.1,8.6,.069,-1.3,-0.4,-1.7,0.4,
Shawn Kemp,,1051,728,29293,19.1,.555,.011,.515,12.2,23.4,17.8,9.8,2.1,3.2,16.7,25.0,37.3,52.2,89.5,.147,0.1,0.5,0.6,19.4,
Tim Kempton,,280,20,3758,9.8,.535,.003,.532,6.7,17.0,11.5,10.8,1.5,0.7,19.7,15.7,0.3,3.0,3.3,.042,-3.8,-0.1,-3.8,-1.7,
Luke Kennard,,460,121,10759,13.0,.609,.588,.131,1.4,11.8,6.6,14.0,1.1,0.5,10.8,16.7,14.7,8.8,23.6,.105,0.3,-0.4,0.0,5.4,
Goo Kennedy,,333,,6782,15.1,.575,.000,.324,10.0,18.4,14.1,6.4,1.9,0.5,13.8,16.5,12.6,7.5,20.2,.143,-0.5,0.4,-0.1,1.7,
Larry Kenon,,752,37,24510,17.0,.524,.001,.227,10.0,18.1,14.2,9.5,1.7,0.5,14.3,22.7,29.2,29.3,58.5,.115,1.0,-1.1,-0.1,11.8,
Billy Kenville,,345,,6778,13.7,.440,,.417,,,,,,,,,5.2,8.5,13.7,.097,,,,,
Red Kerr,,905,,27784,16.8,.467,,.313,,,,15.6,,,,,25.4,36.4,61.8,.107,,,,,
Steve Kerr,,910,30,16207,13.1,.593,.375,.170,1.3,6.1,3.8,15.0,1.5,0.2,9.9,14.0,32.1,15.1,47.2,.140,0.5,0.3,0.8,11.6,
Jerome Kersey,,1153,571,28115,14.9,.508,.028,.331,9.1,15.9,12.5,10.8,2.5,1.8,12.0,19.2,26.3,43.2,69.5,.119,-0.6,1.3,0.7,19.3,
