name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Purvis Short,,842,347,24549,16.9,.525,.035,.254,6.1,10.1,8.0,13.3,1.7,0.4,11.0,25.3,35.6,15.5,51.1,.100,1.0,-1.0,0.0,12.1,
Gene Shue,,699,,23338,13.7,.465,,.349,,,,,,,,,23.5,15.4,38.9,.080,,,,,
John Shumate,,318,,9201,15.9,.578,.000,.584,7.0,20.1,13.6,8.6,1.6,1.2,18.1,16.8,14.6,9.9,24.5,.128,0.8,0.2,1.0,6.9,
Iman Shumpert,,461,246,11470,9.7,.496,.463,.159,3.2,12.0,7.6,11.0,2.3,0.9,13.7,15.2,1.5,11.4,12.9,.054,-2.4,0.7,-1.7,0.9,
Pascal Siakam,,629,535,19637,18.5,.577,.235,.297,5.3,18.3,11.7,18.1,1.4,1.7,10.3,23.9,32.8,22.7,55.5,.136,1.7,0.2,2.0,19.6,
Jerry Sichting,,598,196,12732,11.7,.546,.050,.170,1.7,5.3,3.5,20.4,1.6,0.1,14.8,14.2,13.1,8.1,21.2,.080,-1.1,-0.4,-1.6,1.4,
Larry Siegfried,,550,,13632,13.7,.488,,.371,,,5.0,18.7,,,,,12.2,20.9,33.1,.116,,,,,
Jack Sikma,,1107,985,36943,17.3,.540,.045,.366,7.6,24.8,16.2,13.7,1.5,1.6,13.9,20.6,51.8,60.7,112.5,.146,0.9,1.1,2.0,37.0,
James Silas,,685,34,20363,16.9,.576,.002,.467,2.8,7.8,5.3,17.9,1.6,0.3,14.4,21.6,47.2,13.1,60.3,.142,1.5,-0.7,0.8,12.6,
Paul Silas,,1254,,34989,13.9,.489,.000,.477,13.2,20.6,16.6,9.4,1.0,0.5,19.3,11.7,28.2,51.7,79.9,.110,-0.5,-0.1,-0.6,5.6,
Xavier Silas,,4,0,46,-0.7,.285,.444,.167,7.2,7.2,7.2,9.7,1.1,0.0,13.4,22.6,-0.2,0.0,-0.1,-0.149,-10.6,-3.1,-13.7,-0.1,
Ben Simmons,,383,344,11910,18.4,.576,.010,.392,6.0,19.8,13.0,34.4,2.3,1.8,20.9,19.8,16.8,18.6,35.4,.143,0.9,2.1,3.0,15.0,
Bobby Simmons,,466,228,11513,12.9,.533,.269,.243,5.7,12.7,9.2,10.3,1.8,0.6,11.7,17.7,12.4,7.7,20.1,.084,-0.4,-0.4,-0.7,3.6,
Connie Simmons,,598,,7036,15.8,.408,,.356,,,,,,,,,16.5,12.8,29.3,.081,,,,,
Kobi Simmons,,42,12,740,8.3,.485,.241,.125,2.4,7.1,4.7,17.4,1.6,1.1,16.8,16.5,-0.4,0.3,0.0,-0.002,-4.4,-1.7,-6.1,-0.8,
Lionel Simmons,,454,307,13472,14.7,.492,.027,.327,6.5,17.1,11.7,17.3,1.9,1.7,14.2,21.8,2.8,14.1,16.9,.060,-0.3,0.3,0.0,6.7,
Walt Simon,,541,,14053,14.8,.500,.020,.279,5.2,11.6,8.8,15.0,1.4,0.6,13.3,19.7,12.3,15.3,27.6,.094,-0.7,0.7,0.1,0.6,
Anfernee Simons,,389,213,10420,13.9,.564,.529,.173,1.4,9.1,5.1,19.5,0.9,0.4,10.8,23.7,10.3,2.5,12.8,.059,1.0,-2.1,-1.1,2.2,
Dickey Simpkins,,327,100,5201,9.5,.494,.008,.570,9.3,17.5,13.3,9.5,0.9,0.9,20.7,15.5,-0.7,5.4,4.7,.044,-3.8,-0.7,-4.5,-3.3,
Ralph Simpson,,705,0,19623,16.1,.495,.016,.268,4.5,8.9,6.6,17.2,2.2,0.3,14.4,26.8,9.8,19.3,29.0,.071,-0.1,-0.5,-0.6,4.2,
Bob Sims,,67,,1364,9.0,.434,.000,.446,,,2.3,14.3,,,0.0,18.3,-0.1,0.5,0.4,.014,,,,,
Kyle Singler,,356,172,7794,9.5,.527,.410,.215,4.4,10.3,7.3,5.2,1.3,1.1,11.2,14.0,5.8,4.3,10.0,.062,-2.0,-0.5,-2.5,-0.9,
James Singleton,,243,19,3252,14.0,.538,.153,.299,11.5,20.7,16.2,5.2,1.6,2.7,13.6,14.4,3.6,4.5,8.1,.120,-1.4,0.4,-1.0,0.8,
Scott Skiles,,600,371,16789,14.4,.552,.263,.331,1.8,8.3,5.0,33.3,1.5,0.1,19.9,18.8,22.3,8.1,30.4,.087,0.9,-1.3,-0.4,6.7,
Al Skinner,,337,0,7315,13.8,.518,.004,.369,4.6,10.6,7.5,17.9,2.0,1.0,19.4,18.4,4.9,8.3,13.2,.087,-1.1,0.6,-0.5,2.7,
Brian Skinner,,608,197,10910,12.0,.514,.002,.355,9.7,20.3,15.0,4.1,1.2,3.5,15.7,13.8,4.7,11.2,15.8,.070,-2.5,0.0,-2.5,-1.5,
Whitey Skoog,,341,,9193,11.0,.429,,.197,,,,,,,,,3.8,10.5,14.3,.075,,,,,
Reggie Slater,,259,44,3513,13.7,.537,.002,.684,10.7,14.3,12.5,6.8,1.4,1.1,15.3,20.2,3.7,1.7,5.3,.073,-2.0,-2.0,-4.0,-1.8,
Donald Sloan,,218,66,3749,11.9,.491,.288,.233,1.6,12.1,6.8,27.1,1.1,0.2,16.0,17.3,1.9,2.1,4.0,.051,-1.2,-1.0,-2.1,-0.1,
Jerry Sloan,,755,,25750,13.2,.477,,.336,6.2,14.7,10.4,10.5,3.0,0.3,,,12.2,37.3,49.5,.092,-1.1,1.7,0.7,4.1,
Marcus Smart,,635,387,18726,12.4,.516,.530,.264,2.9,9.7,6.3,21.7,2.6,1.1,15.5,17.9,9.4,24.8,34.2,.088,-1.5,1.1,-0.4,7.7,
Belus Smawley,,261,,139,3.1,.413,,.304,,,,,,,,,17.9,5.0,22.9,-0.195,,,,,
Adrian Smith,,772,,19010,12.2,.506,.001,.388,1.8,4.1,3.3,11.8,,,12.4,14.4,25.3,7.9,33.2,.084,,,,,
Al Smith,,337,,8971,11.2,.489,.131,.363,2.8,6.8,4.8,27.1,1.6,0.2,21.6,18.7,2.1,9.0,11.1,.059,-1.6,-1.0,-2.5,-0.6,
Bingo Smith,,865,32,22407,14.1,.479,.008,.154,4.4,10.9,7.9,11.8,1.3,0.6,8.1,21.6,16.6,16.7,33.3,.071,-0.3,-0.8,-1.1,3.5,
Charles Smith,,564,419,16378,15.7,.541,.015,.431,8.2,13.9,11.1,7.7,1.4,3.1,12.1,22.2,17.8,23.1,40.9,.120,-0.7,0.6,-0.1,8.1,
Charles Smith,,73,0,588,11.9,.499,.067,.553,2.8,11.2,7.2,24.9,3.1,0.3,19.1,16.6,0.2,0.7,0.9,.076,-3.5,1.3,-2.2,0.0,
Charles Smith,,142,36,1973,11.5,.472,.344,.143,3.4,8.3,5.9,10.9,2.4,2.5,12.6,20.6,-0.6,2.1,1.5,.036,-1.7,0.6,-1.1,0.4,
Clinton Smith,,46,0,386,11.0,.480,.017,.347,7.9,9.2,8.5,16.9,1.7,0.1,16.2,17.4,0.1,0.2,0.3,.035,-1.5,-0.9,-2.4,0.0,
Craig Smith,,403,49,6826,16.2,.585,.012,.436,9.3,17.8,13.5,8.2,1.4,1.0,13.6,20.2,10.7,5.3,16.0,.113,-0.7,-0.5,-1.2,1.4,
Dennis Smith Jr.,,326,152,7601,12.3,.479,.301,.218,3.0,11.1,6.9,27.9,2.4,1.3,16.1,22.6,-4.9,7.2,2.3,.015,-2.3,0.2,-2.1,-0.2,
Derek Smith,,408,214,9825,15.1,.553,.038,.367,5.4,9.2,7.3,13.0,1.3,1.0,12.9,22.5,13.6,4.7,18.3,.089,0.1,-0.8,-0.7,3.2,
Doug Smith,,296,118,5833,11.7,.457,.015,.169,6.9,16.7,11.5,11.2,1.9,1.7,12.0,21.1,-1.8,4.8,3.0,.024,-3.5,-0.1,-3.6,-2.4,
Elmore Smith,,562,8,17879,16.2,.503,,.316,8.0,23.7,16.3,6.4,1.2,5.0,14.4,21.6,12.7,22.0,34.7,.093,-0.4,1.6,1.2,9.4,
Greg Smith,,524,,12269,12.2,.508,,.268,6.9,13.5,10.8,9.9,2.0,0.5,,,10.0,12.3,22.2,.087,-2.6,-0.3,-2.9,-0.3,
Greg Smith,,149,12,1834,13.8,.623,.003,.485,10.3,19.8,15.1,3.4,0.9,2.5,12.0,13.0,3.6,1.8,5.5,.143,-1.7,0.0,-1.6,0.2,
Ish Smith,,805,172,15494,12.8,.473,.165,.130,1.9,11.9,6.8,30.3,1.7,1.1,14.1,19.8,1.4,12.3,13.7,.042,-1.5,-0.3,-1.8,0.8,
J.R. Smith,,977,395,26275,13.9,.536,.495,.190,2.2,11.3,6.7,13.1,1.9,0.6,10.4,21.7,24.3,22.0,46.3,.084,0.5,-0.3,0.2,14.7,
Jabari Smith,,108,2,1063,9.7,.466,.026,.373,5.4,14.2,9.8,10.2,1.9,1.9,13.3,17.6,-0.2,1.5,1.3,.058,-4.8,0.5,-4.3,-0.6,
Jalen Smith,,271,56,4369,17.9,.601,.407,.257,11.1,24.8,18.0,7.2,0.8,3.7,9.6,20.3,7.4,4.6,12.0,.132,0.8,-1.0,-0.2,2.0,
Jason Smith,,616,104,10029,12.9,.515,.075,.209,7.6,16.6,12.0,7.4,1.1,3.4,12.1,19.0,4.9,9.2,14.1,.067,-2.6,-0.4,-2.9,-2.4,
Joe Smith,,1030,619,27022,15.4,.513,.013,.336,10.3,17.7,14.0,6.3,1.2,2.4,10.6,20.2,34.2,26.1,60.3,.107,-0.8,-0.8,-1.5,3.0,
Josh Smith,,894,772,29000,17.4,.504,.140,.333,6.8,20.0,13.3,16.5,2.0,4.5,14.6,23.7,8.7,42.3,51.0,.084,0.2,1.5,1.7,27.2,
Kenny Smith,,737,650,22213,14.9,.570,.226,.276,1.4,5.8,3.6,27.3,1.7,0.2,16.7,19.0,32.8,14.0,46.8,.101,0.9,-0.9,0.0,11.2,
Larry Smith,,883,525,22879,12.6,.541,.001,.344,15.8,23.0,19.3,5.2,1.4,1.1,19.0,11.7,20.6,25.4,46.0,.096,-0.9,-0.7,-1.6,2.4,
Michael Smith,,141,10,1328,14.0,.518,.097,.195,6.5,11.5,9.0,16.0,0.8,0.2,13.9,25.0,0.6,0.8,1.4,.049,-1.0,-2.5,-3.6,-0.5,
Michael Smith,,449,170,10552,13.9,.552,.004,.669,12.3,23.0,17.6,9.6,1.8,1.7,18.7,11.9,11.4,12.0,23.4,.107,-0.6,0.5,-0.1,5.1,
Otis Smith,,375,102,7720,15.7,.512,.055,.320,8.2,11.4,9.8,13.3,2.3,1.4,12.6,22.7,6.1,6.1,12.3,.076,0.3,-0.2,0.2,4.2,
Phil Smith,,659,304,19166,15.8,.523,.009,.288,3.2,7.6,5.4,19.0,1.8,0.5,14.4,22.4,26.2,14.9,41.1,.103,0.6,-0.6,0.1,9.9,
Randy Smith,,976,384,31444,16.5,.513,.008,.261,3.4,7.7,5.9,20.8,2.4,0.1,13.1,23.6,41.4,18.6,60.1,.092,0.7,-0.4,0.4,16.0,
Robert Smith,,229,1,3118,11.0,.514,.044,.347,2.4,7.2,4.8,17.0,1.7,0.4,14.9,16.2,2.9,2.7,5.6,.086,-2.0,0.2,-1.9,0.1,
Steve Smith,,942,717,28855,16.1,.556,.306,.346,4.5,7.8,6.2,17.1,1.3,0.7,12.4,21.7,61.2,22.5,83.7,.139,2.0,-0.6,1.4,24.6,
Tony Smith,,457,87,7295,11.4,.484,.166,.215,5.0,6.4,5.7,18.2,2.2,0.7,14.6,18.2,1.8,4.9,6.7,.044,-1.7,-0.3,-2.0,0.0,
Rik Smits,,867,792,23100,17.9,.548,.002,.280,8.0,18.2,13.3,9.3,0.8,3.2,11.8,25.7,30.1,26.5,56.6,.118,0.0,-0.2,-0.2,10.4,
Mike Smrek,,194,31,1890,7.4,.475,.004,.438,8.6,16.3,12.4,3.3,0.9,4.6,19.1,15.4,-1.4,2.1,0.7,.018,-6.4,0.3,-6.1,-1.9,
Tony Snell,,601,310,13093,8.9,.567,.597,.105,1.5,10.0,5.8,7.3,1.0,0.9,9.2,12.1,9.8,8.8,18.5,.068,-1.7,-0.4,-2.0,-0.1,
Eric Snow,,846,551,23132,12.2,.492,.052,.375,2.1,8.7,5.4,29.0,2.2,0.3,19.1,14.3,18.0,25.4,43.4,.090,-1.7,0.8,-1.0,5.9,
Dick Snyder,,964,100,25676,14.1,.531,,.239,2.3,7.4,4.7,15.4,1.3,0.8,14.6,18.9,43.7,14.6,58.3,.109,0.1,-0.1,0.1,5.4,
Ricky Sobers,,821,380,22992,13.9,.522,.048,.291,3.2,6.9,5.0,22.7,2.2,0.4,18.3,22.9,11.9,20.1,32.0,.067,-0.9,-0.4,-1.3,4.1,
Will Solomon,,115,13,1584,10.5,.469,.431,.186,1.7,7.8,4.8,23.3,2.0,0.5,15.7,21.3,-0.8,0.8,0.0,.000,-2.2,-1.1,-3.3,-0.5,
Darius Songaila,,495,79,9229,13.3,.538,.007,.210,6.8,14.3,10.5,10.3,1.8,0.9,13.3,17.9,8.6,7.3,15.9,.083,-1.9,-0.2,-2.1,-0.2,
Jim Spanarkel,,259,5,5290,16.0,.567,.027,.524,6.2,7.7,6.9,15.7,2.3,0.4,15.3,20.3,9.4,2.9,12.3,.112,0.9,-0.2,0.7,3.7,
Rory Sparrow,,836,562,22550,12.0,.502,.056,.166,2.2,6.8,4.4,27.1,1.8,0.3,16.9,16.8,10.3,18.0,28.3,.060,-1.1,-0.3,-1.5,3.0,
Odie Spears,,479,,8104,13.8,.438,,.382,,,,,,,,,13.6,14.3,27.8,.113,,,,,
Marreese Speights,,705,78,10640,16.7,.527,.137,.264,10.2,20.5,15.3,7.2,0.9,2.6,10.4,24.8,12.2,13.5,25.8,.116,-1.2,-1.1,-2.2,-0.6,
Elmore Spencer,,157,75,2641,9.9,.534,.004,.332,5.2,17.6,11.4,6.1,1.0,4.0,22.4,17.6,-2.5,2.5,0.0,.001,-4.8,0.2,-4.6,-1.7,
Felton Spencer,,640,404,12298,10.8,.539,.000,.596,12.3,20.3,16.3,2.5,1.0,3.0,17.6,13.6,7.4,13.5,20.9,.081,-3.8,-0.5,-4.3,-7.0,
Tiago Splitter,,355,153,6812,17.9,.598,.007,.496,10.0,19.5,14.9,9.5,1.5,2.2,14.0,18.3,14.4,10.9,25.3,.178,0.1,1.0,1.1,5.4,
Latrell Sprewell,,913,868,35270,15.1,.516,.229,.301,2.5,9.5,6.1,17.6,1.9,0.8,13.1,23.8,28.4,27.9,56.3,.077,0.7,-0.4,0.4,21.0,
Larry Spriggs,,169,39,2202,11.3,.566,.009,.385,7.0,12.4,9.9,12.0,1.7,0.7,21.3,17.9,1.0,2.3,3.4,.074,-2.3,-0.1,-2.5,-0.2,
Jerry Stackhouse,,970,564,30222,16.5,.524,.243,.429,3.5,8.2,5.8,19.4,1.5,1.1,14.4,27.3,32.5,19.9,52.4,.083,1.6,-1.3,0.3,17.4,
Kevin Stacom,,347,0,4539,10.6,.449,.001,.171,4.2,7.1,5.7,16.0,1.1,0.2,14.7,21.8,-0.2,3.3,3.1,.032,-1.8,-0.9,-2.7,-0.8,
Bud Stallworth,,313,,5489,10.2,.445,,.213,4.3,10.6,7.7,5.8,1.3,0.6,,,-2.8,3.5,0.7,.006,-3.0,-1.2,-4.3,-2.4,
Dave Stallworth,,522,,10494,14.4,.491,,.348,10.7,16.5,10.2,11.2,2.7,0.7,,,8.8,11.5,20.3,.093,-1.4,1.0,-0.4,0.2,
John Starks,,866,420,23514,14.0,.513,.374,.231,2.1,8.3,5.2,22.0,2.1,0.3,12.7,23.0,20.4,29.5,49.9,.102,0.3,0.4,0.8,16.5,
Nik Stauskas,,343,63,6701,9.1,.527,.571,.218,1.3,10.1,5.6,11.6,1.0,0.9,13.5,16.3,1.1,2.8,3.9,.028,-1.9,-1.1,-3.0,-1.7,
Larry Staverman,,265,,3380,13.3,.524,,.361,,,,,,,,,5.8,1.1,6.9,.097,,,,,
Larry Steele,,610,,14777,12.7,.531,.001,.291,3.7,7.8,6.1,15.5,3.1,0.4,14.0,18.1,14.9,13.3,28.2,.091,-1.3,1.5,0.2,6.7,
Vladimir Stepania,,270,19,3726,12.8,.451,.014,.359,13.6,23.2,18.3,4.3,1.6,2.9,14.7,18.2,-0.8,5.9,5.2,.067,-3.0,-0.3,-3.3,-1.2,
D.J. Stephens,,4,0,22,12.7,.477,.000,.111,5.0,21.5,13.0,0.0,2.3,0.0,9.6,21.4,0.0,0.0,0.0,.008,-0.8,0.2,-0.6,0.0,
Lance Stephenson,,554,200,12680,12.2,.513,.280,.202,3.1,16.5,9.9,20.3,1.4,0.5,16.4,19.5,1.5,16.0,17.5,.066,-1.6,0.3,-1.3,2.3,
Brook Steppe,,238,28,2858,12.5,.559,.031,.519,4.8,8.4,6.6,13.0,1.7,0.3,17.6,19.6,2.5,2.1,4.6,.078,-1.4,-0.4,-1.8,0.2,
Lamar Stevens,,220,42,3348,11.1,.529,.247,.237,5.3,15.9,10.6,6.0,1.5,2.0,9.8,16.7,0.6,4.3,4.9,.071,-3.1,0.1,-3.0,-0.9,
DeShawn Stevenson,,824,542,18396,9.9,.487,.293,.235,2.6,9.2,5.9,11.9,1.2,0.6,11.8,17.1,4.7,7.4,12.1,.032,-1.6,-1.1,-2.7,-3.5,
Isaiah Stewart,,307,181,7542,13.9,.581,.266,.253,10.0,22.1,15.9,7.7,0.8,4.0,13.5,14.9,7.6,7.8,15.4,.098,-1.7,0.0,-1.7,0.5,
Larry Stewart,,270,72,5415,13.0,.565,.029,.412,9.1,13.4,11.2,9.2,1.4,1.3,16.3,16.8,5.2,4.5,9.7,.086,-1.3,-0.6,-1.9,0.2,
Michael Stewart,,286,43,3303,10.2,.467,.000,.451,11.6,19.4,15.4,4.0,0.9,5.9,17.6,10.9,0.6,4.0,4.6,.066,-4.4,0.8,-3.6,-1.3,
Steve Stipanovich,,403,365,12591,15.1,.547,.013,.387,6.6,20.4,13.5,10.5,1.6,1.7,13.8,18.4,12.4,18.0,30.4,.116,-0.4,1.0,0.6,8.4,
Bryant Stith,,586,406,16417,12.8,.531,.195,.399,4.2,9.6,6.9,11.4,1.9,0.6,12.2,17.2,18.8,10.7,29.5,.086,-0.7,-0.1,-0.8,4.9,
Alex Stivrins,,22,0,90,10.5,.473,.047,.186,12.6,15.0,13.9,6.7,1.1,1.4,17.7,26.2,-0.2,0.1,-0.1,-0.043,-4.5,-2.9,-7.4,-0.1,
John Stockton,,1504,1300,47764,21.8,.608,.161,.424,2.5,7.3,5.0,50.2,3.5,0.5,20.8,18.9,142.8,64.9,207.7,.209,4.9,1.9,6.8,106.5,
Peja Stojaković,,804,665,26966,17.1,.577,.410,.233,3.1,12.4,7.8,8.6,1.4,0.3,8.4,21.5,58.4,24.1,82.6,.147,2.6,-0.7,1.9,26.2,
Greg Stokes,,42,13,384,9.0,.471,.008,.180,8.5,9.6,9.0,6.3,1.7,1.6,13.7,16.9,0.0,0.4,0.3,.041,-3.7,-0.4,-4.1,-0.2,
Julyan Stone,,70,2,502,9.5,.557,.508,.317,2.3,15.1,8.7,20.8,1.6,1.3,25.8,8.6,0.4,0.5,0.9,.088,-2.1,2.0,-0.2,0.2,
Damon Stoudamire,,878,793,29106,15.4,.505,.325,.210,2.9,9.4,6.1,31.0,1.7,0.2,14.9,21.4,38.0,17.4,55.4,.091,1.4,-1.2,0.3,16.8,
Amar'e Stoudemire,,846,696,26254,21.8,.597,.012,.495,9.0,19.5,14.4,6.9,1.2,2.9,12.7,26.2,63.1,29.4,92.5,.169,1.7,-0.4,1.3,21.9,
Erick Strickland,,501,122,10189,12.7,.500,.339,.253,2.4,12.0,7.2,19.3,2.2,0.3,15.0,19.8,4.4,9.1,13.4,.063,-1.4,0.1,-1.3,1.9,
Mark Strickland,,281,26,3415,14.5,.518,.008,.272,9.3,16.6,13.0,5.2,1.2,2.4,11.6,19.0,3.0,4.1,7.0,.099,-1.1,-0.5,-1.6,0.4,
Rod Strickland,,1094,740,33634,18.0,.516,.058,.399,3.9,9.9,6.9,37.3,2.4,0.4,17.0,21.7,49.0,36.8,85.8,.122,2.0,0.3,2.3,36.6,
Derek Strong,,456,72,8548,13.8,.513,.025,.483,10.4,19.8,15.0,5.5,1.3,0.8,12.3,18.0,9.4,9.1,18.5,.104,-1.1,-1.0,-2.1,-0.3,
Max Strus,,309,156,7884,11.8,.578,.728,.113,2.8,12.3,7.6,12.9,1.1,0.9,9.8,17.2,7.5,7.9,15.3,.093,-0.1,-0.3,-0.4,3.2,
Rodney Stuckey,,651,302,17890,14.9,.512,.134,.371,2.7,9.9,6.2,21.9,1.7,0.4,12.9,23.4,17.0,11.7,28.7,.077,-0.3,-0.6,-0.9,4.9,
Jared Sullinger,,269,172,6532,16.2,.493,.193,.210,11.5,22.7,17.0,12.0,1.4,1.9,10.2,22.0,6.2,9.2,15.3,.113,-0.1,-0.3,-0.4,2.7,
Edmond Sumner,,161,41,2256,12.1,.576,.336,.322,2.5,9.3,6.0,11.3,1.9,1.3,13.3,19.3,1.0,2.2,3.2,.069,-2.8,-0.2,-3.0,-0.6,
Bruno Šundov,,102,4,524,5.4,.375,.108,.086,6.9,16.1,11.5,6.1,1.5,2.0,11.5,22.7,-1.3,0.6,-0.7,-0.062,-7.5,-1.4,-8.9,-0.9,
Jon Sundvold,,502,71,8811,12.5,.507,.158,.118,1.7,5.5,3.5,24.2,1.2,0.0,12.8,20.2,5.9,2.9,8.9,.048,-0.5,-2.0,-2.4,-0.9,
Bob Sura,,657,205,15597,14.3,.512,.282,.437,4.3,12.5,8.4,26.6,2.2,0.7,18.2,19.7,12.2,16.1,28.3,.087,-0.1,0.5,0.4,9.4,
Greg Sutton,,168,8,1946,9.7,.509,.467,.198,1.3,7.7,4.5,22.7,2.2,0.4,19.7,21.2,-0.7,1.7,1.0,.024,-3.2,-0.4,-3.6,-0.8,
Robert Swift,,97,34,1500,11.4,.531,.000,.347,9.6,20.4,14.9,2.0,0.9,4.4,15.3,13.8,0.8,0.9,1.7,.054,-3.2,-0.6,-3.8,-0.7,
Skeeter Swift,,283,,6839,11.4,.527,.159,.310,1.9,6.0,4.2,16.0,1.0,0.0,18.4,20.7,8.8,3.3,12.2,.085,-4.5,-0.9,-5.4,-0.2,
Stromile Swift,,547,97,10804,16.1,.527,.007,.455,9.4,17.5,13.5,4.5,1.7,4.6,13.7,21.4,7.5,13.9,21.3,.095,-1.9,0.3,-1.6,1.1,
Wally Szczerbiak,,651,393,20052,16.0,.573,.202,.264,3.9,11.0,7.5,12.6,1.0,0.6,10.8,20.5,39.5,13.8,53.3,.127,1.5,-0.8,0.7,13.6,
Žan Tabak,,247,70,3607,11.3,.516,.003,.285,10.4,18.0,14.2,7.6,0.9,2.5,18.4,18.1,-0.3,2.6,2.4,.032,-3.9,-1.0,-4.9,-2.7,
Roy Tarpley,,280,57,7476,18.4,.523,.011,.273,14.2,26.9,20.6,6.1,2.1,2.6,14.2,22.1,6.6,13.3,19.8,.127,-0.4,0.2,-0.2,3.4,
Jae'Sean Tate,,296,153,6395,12.9,.563,.289,.248,6.9,13.9,10.4,13.8,1.8,1.5,13.6,16.6,5.8,5.1,10.9,.082,-2.0,0.2,-1.8,0.3,
Jayson Tatum,,585,585,20185,20.3,.583,.401,.304,2.8,20.1,11.5,18.1,1.6,1.7,10.5,28.5,34.7,30.8,65.5,.156,3.2,0.6,3.8,29.4,
Brian Taylor,,601,40,19149,14.8,.547,.092,.253,3.3,5.5,4.4,17.5,3.0,0.5,14.6,16.9,30.1,16.6,46.8,.117,0.3,1.1,1.4,14.8,
Fatty Taylor,,640,,17706,10.5,.488,.031,.378,5.1,8.0,6.8,18.0,3.6,0.3,23.7,14.7,0.0,17.1,17.0,.046,-2.5,1.6,-0.9,2.6,
Jeff Taylor,,56,5,818,8.1,.460,.006,.329,3.2,7.8,5.4,18.1,2.4,1.1,25.9,12.9,-0.7,0.5,-0.1,-0.008,-3.8,0.8,-3.0,-0.2,
Maurice Taylor,,534,227,13324,13.1,.501,.006,.250,6.9,14.4,10.7,8.8,1.0,1.4,14.2,23.5,2.1,7.7,9.9,.036,-2.1,-1.4,-3.6,-5.3,
Terry Teagle,,687,193,14509,13.7,.509,.020,.242,5.4,8.0,6.7,10.1,1.7,0.5,11.4,24.7,6.3,7.1,13.4,.044,-1.3,-1.6,-2.9,-3.2,
Jeff Teague,,826,600,22164,16.8,.549,.246,.335,1.4,8.7,5.1,32.3,2.1,1.0,16.4,22.2,31.4,21.0,52.4,.113,0.8,-0.3,0.6,14.3,
Marquis Teague,,91,3,909,4.9,.398,.181,.226,0.6,10.9,5.7,23.1,1.3,1.0,22.0,17.8,-1.8,0.9,-0.9,-0.045,-6.2,-0.3,-6.5,-1.0,
Mirza Teletović,,324,14,5765,13.0,.543,.639,.140,3.7,17.0,10.3,7.8,0.9,1.2,9.5,20.9,4.9,4.0,8.8,.074,0.7,-1.4,-0.8,1.8,
Sebastian Telfair,,564,193,12149,10.8,.478,.287,.240,1.4,7.2,4.3,25.8,1.8,0.5,16.4,19.5,0.0,5.0,5.0,.020,-2.2,-1.2,-3.4,-4.2,
Garrett Temple,,771,289,15461,9.4,.516,.515,.194,2.3,10.1,6.2,11.6,2.0,1.4,13.1,14.5,2.0,14.8,16.9,.052,-2.8,0.6,-2.2,-0.6,
Chuck Terry,,341,,5049,8.5,.452,.023,.155,5.4,10.4,8.1,6.8,1.6,0.3,9.1,12.3,1.2,5.2,6.4,.060,-2.4,0.4,-2.0,0.0,
Claude Terry,,349,,4303,12.2,.523,.084,.252,4.5,7.2,5.9,14.3,1.4,0.1,15.9,19.7,3.8,3.1,6.9,.077,-0.4,-0.8,-1.3,0.7,
Jason Terry,,1410,679,42034,16.2,.554,.386,.210,1.4,7.4,4.5,22.1,2.0,0.5,12.4,21.2,70.4,31.5,102.0,.116,1.8,-0.3,1.5,37.4,
Hasheem Thabeet,,224,20,2357,10.3,.587,.000,.642,10.3,18.9,14.7,1.6,1.3,6.0,23.0,10.1,1.3,3.6,4.8,.099,-4.4,1.7,-2.7,-0.4,
Tom Thacker,,314,1,3641,7.4,.388,.037,.275,,,9.2,16.3,,,27.6,13.9,-4.5,4.2,-0.3,-0.004,,,,,
Daniel Theis,,411,160,7733,15.4,.607,.279,.257,8.6,18.7,13.7,9.5,1.2,4.0,12.0,15.2,13.1,10.2,23.3,.145,-1.1,0.9,-0.2,3.4,
Reggie Theus,,1026,907,34603,16.6,.545,.063,.377,3.8,6.9,5.3,27.7,1.6,0.4,16.7,24.3,49.7,17.2,66.9,.093,1.5,-1.3,0.1,18.5,
Justus Thigpen,,22,,159,5.1,.367,.000,.038,52.4,0.0,5.2,10.3,0.0,0.0,4.7,13.2,-0.4,0.1,-0.3,-0.091,-4.6,-0.2,-4.8,0.0,
David Thirdkill,,179,5,1469,8.0,.494,.027,.560,6.2,9.4,7.8,7.2,1.5,0.5,16.9,17.1,-0.4,1.7,1.3,.042,-4.3,-0.6,-4.9,-1.1,
Carl Thomas,,63,0,534,10.3,.481,.415,.159,2.9,10.7,6.8,9.3,2.4,1.1,11.7,18.2,-0.1,0.7,0.6,.058,-2.1,0.9,-1.2,0.1,
Etan Thomas,,409,74,7084,14.5,.546,.000,.536,10.7,20.7,15.6,3.5,0.9,4.5,15.2,15.9,7.1,7.7,14.9,.101,-1.8,-0.3,-2.1,-0.2,
Isaiah Thomas,,556,362,15582,19.6,.573,.394,.367,2.0,7.5,4.7,28.7,1.5,0.3,12.8,27.2,38.4,7.0,45.3,.140,3.6,-1.5,2.1,16.1,
