name,pos,games,games_started,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,awards
Bob Rule,,403,53,11862,2777,6029,.461,,,,,,,,1453,2119,.686,43,60,3333,594,12,10,,1260,7007,0,
Brandon Rush,,481,163,10564,1220,2861,.426,522,1300,.402,698,1561,.447,.518,288,408,.706,187,1226,1413,468,222,262,400,620,3250,0,
Kareem Rush,,346,78,5956,876,2189,.400,288,805,.358,588,1384,.425,.466,173,246,.703,104,468,572,353,150,74,298,459,2213,0,
Bill Russell,,963,,40726,5687,12930,.440,,,,,,,,3148,5614,.561,,,21620,4100,,,,2592,14522,17,
Bryon Russell,,841,392,19805,2274,5272,.431,685,1856,.369,1589,3416,.465,.496,1430,1906,.750,752,2162,2914,1085,874,203,835,1984,6663,0,
Campy Russell,,566,110,16781,3398,7397,.459,34,93,.366,3364,7304,.461,.462,2123,2750,.772,893,1803,2696,1684,594,114,1025,1527,8953,1,
Cazzie Russell,,817,82,22213,5172,11154,.464,,,,,,,,2033,2459,.827,343,685,3068,1838,239,33,35,1693,12377,0,
D'Angelo Russell,,629,536,18745,3908,9151,.427,1576,4321,.365,2332,4830,.483,.513,1476,1855,.796,302,1814,2116,3586,666,207,1646,1201,10868,1,
Walker Russell,,155,3,1767,179,456,.393,6,38,.158,173,418,.414,.399,100,125,.800,51,136,187,350,57,10,201,195,464,0,
Arvydas Sabonis,,470,314,11375,2082,4160,.500,136,415,.328,1946,3745,.520,.517,1329,1690,.786,734,2702,3436,964,370,494,837,1290,5629,0,
Domantas Sabonis,,646,506,19899,4068,7266,.560,310,893,.347,3758,6373,.590,.581,1955,2680,.729,1749,5131,6880,3162,496,297,1662,2018,10401,68,
Kenny Sailors,,276,,,1255,3813,.329,,,,,,,,970,1362,.712,,,120,781,,,,1016,3480,0,
John Salley,,748,228,16524,1871,3697,.506,3,14,.214,1868,3683,.507,.506,1483,2076,.714,1226,2130,3356,916,451,983,949,2399,5228,0,
John Salmons,,895,429,23672,3007,6979,.431,726,1986,.366,2281,4993,.457,.483,1552,1942,.799,435,2168,2603,2183,756,239,1185,1667,8292,1,
Luka Šamanić,,86,16,921,138,336,.411,36,146,.247,102,190,.537,.464,72,102,.706,39,171,210,55,19,19,60,98,384,0,
JaKarr Sampson,,236,94,3549,483,1026,.471,60,242,.248,423,784,.540,.500,207,309,.670,154,474,628,161,91,110,188,449,1233,0,
Jamal Sampson,,72,5,631,53,108,.491,0,1,.000,53,107,.495,.491,36,67,.537,80,162,242,26,9,32,33,91,142,0,
Ralph Sampson,,456,363,13591,2924,6012,.486,10,58,.172,2914,5954,.489,.487,1181,1786,.661,1174,2837,4011,1038,390,752,1363,1590,7039,1,
Larry Sanders,,238,113,4635,669,1395,.480,0,5,.000,669,1390,.481,.480,182,329,.553,475,870,1345,174,152,429,224,666,1520,1,
Mike Sanders,,648,209,12391,2167,4499,.482,19,86,.221,2148,4413,.487,.484,809,1052,.769,680,1247,1927,880,464,206,731,1675,5162,0,
Tom Sanders,,916,,22164,3416,7988,.428,,,,,,,,1934,2520,.767,,,5798,1026,,,,3044,8766,0,
Daniel Santiago,,122,30,1418,153,326,.469,0,0,,153,326,.469,.469,111,162,.685,76,184,260,38,39,47,85,231,417,0,
Dario Šarić,,493,230,11079,1826,4116,.444,638,1771,.360,1188,2345,.507,.521,823,983,.837,678,1948,2626,940,278,97,721,985,5113,0,
Tomáš Satoranský,,388,182,8617,997,2132,.468,237,670,.354,760,1462,.520,.523,445,543,.820,312,805,1117,1586,309,60,513,658,2676,1,
Pep Saul,,384,,6219,781,2170,.360,,,,,,,,590,798,.739,,,683,596,,,,687,2152,0,
Woody Sauldsberry,,462,,12788,2189,6288,.348,,,,,,,,552,905,.610,,,3618,498,,,,1424,4930,0,
Don Savage,,17,,173,15,62,.242,,,,,,,,24,35,.686,,,31,14,,,,29,54,0,
Brian Scalabrine,,520,61,6772,590,1512,.390,180,523,.344,410,989,.415,.450,234,299,.783,275,759,1034,436,157,121,341,819,1594,0,
Fred Schaus,,334,,6637,1345,3826,.352,,,,,,,,1380,1677,.823,,,1609,961,,,,1130,4070,0,
Danny Schayes,,1138,427,21975,2994,6228,.481,4,30,.133,2990,6198,.482,.481,2788,3461,.806,1819,3852,5671,1299,560,840,1572,3494,8780,1,
Dolph Schayes,,996,,29800,5863,15427,.380,,,,,,,,6712,7904,.849,,,11256,3072,,,,3432,18438,3,
Steve Scheffler,,174,8,918,121,217,.558,1,5,.200,120,212,.566,.560,88,116,.759,81,99,180,26,30,8,34,131,331,0,
Dwayne Schintzius,,217,33,1950,256,633,.404,1,8,.125,255,625,.408,.405,74,116,.638,167,369,536,93,30,117,119,321,587,0,
Dale Schlueter,,586,10,9624,1176,2366,.497,,,,,,,,778,1147,.678,225,519,3034,920,67,91,15,1367,3130,2,
Dick Schnittker,,364,,6744,929,2454,.379,,,,,,,,1172,1421,.825,,,1372,479,,,,1014,3030,0,
Russ Schoene,,290,10,3548,621,1428,.435,62,185,.335,559,1243,.450,.457,187,249,.751,284,451,735,175,121,71,228,573,1491,0,
Admiral Schofield,,131,3,1372,154,369,.417,75,230,.326,79,139,.568,.519,43,55,.782,50,165,215,78,21,14,49,178,426,0,
Detlef Schrempf,,1136,524,33597,5400,10995,.491,475,1236,.384,4925,9759,.505,.513,4486,5585,.803,1871,5152,7023,3833,856,312,2268,3360,15761,7,
Dennis Schröder,,842,424,23024,4296,9951,.432,1060,3100,.342,3236,6851,.472,.485,2086,2495,.836,353,2081,2434,4097,694,121,1886,1752,11738,0,
Luis Scola,,743,505,19001,3669,7442,.493,92,271,.339,3577,7171,.499,.499,1452,1961,.740,1335,3606,4941,1194,474,224,1121,2037,8882,0,
Fred Scolari,,534,,6573,2132,6651,.321,,,,,,,,1750,2139,.818,,,857,1406,,,,1482,6014,0,
Alvin Scott,,627,70,10853,1171,2436,.481,4,20,.200,1167,2416,.483,.482,742,1012,.733,661,1331,1992,847,404,371,617,1034,3088,0,
Byron Scott,,1073,717,30152,5918,12268,.482,775,2093,.370,5143,10175,.505,.514,2486,2985,.833,677,2310,2987,2729,1224,276,1597,2051,15097,0,
Charlie Scott,,717,82,25524,6000,13405,.448,47,186,.253,5953,13219,.450,.449,2790,3609,.773,785,1696,2846,3515,608,152,1315,2618,14837,1,
Dennis Scott,,629,376,17983,2962,7111,.417,1214,3060,.397,1748,4051,.431,.502,956,1206,.793,367,1407,1774,1296,525,197,768,1275,8094,0,
Mike Scott,,555,34,9182,1434,3168,.453,494,1365,.362,940,1803,.521,.531,374,494,.757,378,1349,1727,499,182,74,357,822,3736,0,
Ray Scott,,811,,23709,4489,10967,.409,3,5,.600,4486,10962,.409,.409,2648,3643,.727,234,591,7979,1781,,,192,2305,11629,1,
Shawnelle Scott,,105,11,634,78,168,.464,0,0,,78,168,.464,.464,33,71,.465,104,124,228,20,14,23,36,123,189,0,
Bruce Seals,,348,,7463,1285,3038,.423,19,93,.204,1266,2945,.430,.426,518,771,.672,480,983,1463,360,226,208,208,1052,3107,0,
Malik Sealy,,493,253,11720,1865,4375,.426,158,541,.292,1707,3834,.445,.444,1067,1319,.809,505,1080,1585,816,518,157,681,1087,4955,0,
Kenny Sears,,529,,14923,2465,5420,.455,,,,,,,,2425,2937,.826,,,4142,843,,,,1470,7355,1,
Thabo Sefolosha,,869,475,19062,1916,4265,.449,513,1469,.349,1403,2796,.502,.509,649,887,.732,626,2626,3252,1196,935,366,755,1418,4994,0,
Rony Seikaly,,678,607,21395,3647,7540,.484,6,32,.188,3641,7508,.485,.484,2691,3961,.679,2142,4282,6424,860,453,872,1913,2341,9991,0,
Wayne Selden,,127,27,2386,338,814,.415,112,326,.344,226,488,.463,.484,127,177,.718,54,199,253,189,57,19,145,209,915,0,
Brad Sellers,,398,123,7154,1026,2268,.452,6,30,.200,1020,2238,.456,.454,451,569,.793,428,636,1064,435,137,246,335,678,2509,0,
Frank Selvy,,565,,14908,2222,5640,.394,,,,,,,,1676,2302,.728,,,2098,1579,,,,1241,6120,0,
George Senesky,,482,,5032,1279,4087,.313,,,,,,,,897,1277,.702,,,878,1553,,,,982,3455,0,
Kevin Séraphin,,423,34,6430,1134,2318,.489,0,7,.000,1134,2311,.491,.489,248,347,.715,502,960,1462,246,88,304,449,903,2516,0,
Ramon Sessions,,691,146,16119,2406,5539,.434,208,658,.316,2198,4881,.450,.453,2121,2681,.791,339,1501,1840,2807,472,52,1173,942,7141,1,
Collin Sexton,,407,335,12157,2784,5921,.470,611,1578,.387,2173,4343,.500,.522,1479,1764,.838,357,787,1144,1505,317,53,951,920,7658,0,
Paul Seymour,,622,,14667,2039,5826,.350,,,,,,,,1758,2219,.792,,,1694,2341,,,,1363,5836,1,
Charles Shackleford,,303,105,4614,698,1444,.483,0,5,.000,698,1439,.485,.483,229,350,.654,497,951,1448,170,119,148,276,664,1625,0,
Landry Shamet,,398,97,8389,1112,2693,.413,720,1871,.385,392,822,.477,.547,369,443,.833,92,570,662,597,190,56,264,671,3313,0,
Chuck Share,,596,,13023,1562,3905,.400,,,,,,,,1804,2604,.693,,,4986,809,,,,2106,4928,0,
Bill Sharman,,711,,21793,4761,11188,.426,,,,,,,,3143,3559,.883,,,2793,2101,,,,1925,12665,0,
Brian Shaw,,943,361,21666,2589,6419,.403,431,1416,.304,2158,5003,.431,.437,938,1199,.782,773,2410,3183,3918,747,252,1664,1949,6547,1,
Lonnie Shelton,,673,253,18530,3416,6950,.492,3,31,.097,3413,6919,.493,.492,1214,1646,.738,1415,2721,4136,1459,739,559,1284,2540,8049,1,
Purvis Short,,842,347,24549,5934,12507,.474,125,443,.282,5809,12064,.482,.479,2614,3174,.824,1424,2201,3625,2123,878,178,1720,2479,14607,1,
Gene Shue,,699,,23338,3715,9378,.396,,,,,,,,2638,3273,.806,,,2855,2608,,,,1405,10068,1,
John Shumate,,318,,9201,1393,2698,.516,0,1,.000,1393,2697,.516,.516,1134,1576,.720,605,1783,2388,574,323,224,365,731,3920,1,
Iman Shumpert,,461,246,11470,1225,3130,.391,489,1450,.337,736,1680,.438,.469,381,499,.764,324,1210,1534,845,514,120,530,1058,3320,0,
Pascal Siakam,,629,535,19637,4332,8686,.499,692,2039,.339,3640,6647,.548,.539,1969,2582,.763,957,3226,4183,2261,569,374,1132,1695,11325,6,
Jerry Sichting,,598,196,12732,1789,3531,.507,48,177,.271,1741,3354,.519,.513,515,601,.857,196,621,817,1962,439,19,657,940,4141,0,
Larry Siegfried,,550,,13632,2149,5248,.409,,,,,,,,1662,1945,.854,,,1567,1950,,,,1307,5960,0,
Jack Sikma,,1107,985,36943,6396,13792,.464,203,618,.328,6193,13174,.470,.471,4292,5053,.849,2542,8274,10816,3488,1162,1048,2586,3879,17287,3,
James Silas,,685,34,20363,3933,7946,.495,0,16,.000,3933,7930,.496,.495,3172,3710,.855,537,1532,2069,2628,608,105,1583,1737,11038,0,
Paul Silas,,1254,,34989,4293,9949,.432,0,0,,4293,9949,.432,.432,3196,4748,.673,2035,3213,12357,2572,358,138,333,3105,11782,1,
Xavier Silas,,4,0,46,4,18,.222,1,8,.125,3,10,.300,.250,2,3,.667,3,3,6,3,1,0,3,6,11,0,
Ben Simmons,,383,344,11910,2076,3720,.558,5,36,.139,2071,3684,.562,.559,864,1459,.592,641,2199,2840,2754,568,255,1151,1059,5021,33,
Bobby Simmons,,466,228,11513,1551,3552,.437,378,955,.396,1173,2597,.452,.490,709,862,.823,559,1232,1791,710,396,83,522,1153,4189,0,
Connie Simmons,,598,,7036,2180,6211,.351,,,,,,,,1499,2211,.678,,,2294,940,,,,1843,5859,0,
Kobi Simmons,,42,12,740,90,216,.417,14,52,.269,76,164,.463,.449,27,27,1.000,16,45,61,85,24,9,46,66,221,0,
Lionel Simmons,,454,307,13472,2242,5179,.433,43,141,.305,2199,5038,.436,.437,1306,1694,.771,798,2035,2833,1498,514,361,982,1106,5833,2,
Walt Simon,,541,,14053,2639,5712,.462,15,113,.133,2624,5599,.469,.463,1121,1592,.704,691,1489,2704,1486,108,39,986,1671,6414,0,
Anfernee Simons,,389,213,10420,2069,4804,.431,967,2539,.381,1102,2265,.487,.531,732,832,.880,133,840,973,1265,200,48,627,707,5837,0,
Dickey Simpkins,,327,100,5201,495,1124,.440,2,9,.222,493,1115,.442,.441,396,641,.618,423,764,1187,305,91,60,368,593,1388,0,
Ralph Simpson,,705,0,19623,4786,10648,.449,32,168,.190,4754,10480,.454,.451,2181,2857,.763,920,1696,2616,2357,738,82,1843,1474,11785,0,
Bob Sims,,67,,1364,195,498,.392,0,0,,195,498,.392,.392,127,222,.572,,,184,156,,,0,193,517,0,
Kyle Singler,,356,172,7794,843,2015,.418,299,826,.362,544,1189,.458,.493,341,434,.786,317,709,1026,272,203,110,278,734,2326,0,
James Singleton,,243,19,3252,362,783,.462,35,120,.292,327,663,.493,.485,195,234,.833,321,589,910,109,97,117,140,390,954,0,
Scott Skiles,,600,371,16789,2290,5259,.435,524,1381,.379,1766,3878,.455,.485,1548,1741,.889,275,1251,1526,3881,500,29,1497,1343,6652,2,
Al Skinner,,337,0,7315,1156,2559,.452,3,11,.273,1153,2548,.453,.452,767,944,.813,344,756,1100,927,328,139,472,999,3082,1,
Brian Skinner,,608,197,10910,1194,2419,.494,2,6,.333,1192,2413,.494,.494,486,858,.566,919,1922,2841,288,256,532,519,1270,2876,0,
Whitey Skoog,,341,,9193,1164,3000,.388,,,,,,,,472,591,.799,,,1133,903,,,,1027,2800,0,
Reggie Slater,,259,44,3513,502,1037,.484,0,2,.000,502,1035,.485,.484,446,709,.629,336,432,768,145,91,56,244,503,1450,0,
Donald Sloan,,218,66,3749,449,1098,.409,98,316,.310,351,782,.449,.454,193,256,.754,54,401,455,651,83,8,230,193,1189,0,
Jerry Sloan,,755,,25750,4116,9646,.427,,,,,,,,2339,3239,.722,367,843,5615,1925,381,32,,2700,10571,2,
Marcus Smart,,635,387,18726,2268,5843,.388,1002,3094,.324,1266,2749,.461,.474,1197,1543,.776,505,1678,2183,2895,994,228,1198,1611,6735,1,
Belus Smawley,,261,,139,1229,3544,.347,,,,,,,,858,1076,.797,,,196,595,,,,584,3316,0,
Adrian Smith,,772,,19010,3174,7389,.430,2,11,.182,3172,7378,.430,.430,2400,2865,.838,14,32,1626,1739,,,34,1829,8750,0,
Al Smith,,337,,8971,1185,2908,.407,111,380,.292,1074,2528,.425,.427,817,1057,.773,261,604,865,1793,243,23,927,1071,3298,0,
Bingo Smith,,865,32,22407,4776,10642,.449,23,81,.284,4753,10561,.450,.450,1307,1637,.798,653,1519,3630,1734,431,167,237,2059,10882,0,
Charles Smith,,564,419,16378,2993,6300,.475,18,93,.194,2975,6207,.479,.477,2103,2718,.774,1192,2054,3246,798,462,789,1036,1945,8107,0,
Charles Smith,,73,0,588,65,150,.433,0,10,.000,65,140,.464,.433,56,83,.675,14,62,76,115,37,3,44,89,186,0,
Charles Smith,,142,36,1973,297,726,.409,72,250,.288,225,476,.473,.459,63,104,.606,57,143,200,124,87,70,111,204,729,0,
Clinton Smith,,46,0,386,52,121,.430,0,2,.000,52,119,.437,.430,30,42,.714,28,32,60,49,14,1,27,39,134,0,
Craig Smith,,403,49,6826,1221,2207,.553,1,27,.037,1220,2180,.560,.553,637,963,.661,543,1024,1567,322,183,91,413,957,3080,0,
Dennis Smith Jr.,,326,152,7601,1224,3009,.407,270,906,.298,954,2103,.454,.452,442,656,.674,212,755,967,1381,377,109,633,678,3160,3,
Derek Smith,,408,214,9825,2031,4074,.499,45,153,.294,1986,3921,.507,.504,1125,1495,.753,476,824,1300,866,265,175,700,1214,5232,0,
Doug Smith,,296,118,5833,1020,2399,.425,3,36,.083,1017,2363,.430,.426,313,405,.773,394,840,1234,400,224,150,353,979,2356,0,
Elmore Smith,,562,8,17879,3169,6578,.482,,,,,,,,1203,2079,.579,952,2880,5962,808,325,1183,183,1941,7541,6,
Greg Smith,,524,,12269,1737,3607,.482,,,,,,,,623,965,.646,94,184,3249,969,63,12,,1553,4097,1,
Greg Smith,,149,12,1834,243,394,.617,0,1,.000,243,393,.618,.617,110,191,.576,165,324,489,41,32,59,65,290,596,0,
Ish Smith,,805,172,15494,2452,5714,.429,307,945,.325,2145,4769,.450,.456,501,741,.676,279,1641,1920,3044,543,197,988,1031,5712,0,
J.R. Smith,,977,395,26275,4380,10465,.419,1930,5178,.373,2450,5287,.463,.511,1458,1990,.733,494,2579,3073,2077,974,204,1315,2191,12148,0,
Jabari Smith,,108,2,1063,125,303,.413,1,8,.125,124,295,.420,.414,78,113,.690,49,129,178,66,37,26,54,166,329,0,
Jalen Smith,,271,56,4369,864,1711,.505,231,696,.332,633,1015,.624,.572,331,439,.754,438,994,1432,222,71,188,202,484,2290,0,
Jason Smith,,616,104,10029,1572,3360,.468,84,252,.333,1488,3108,.479,.480,549,701,.783,656,1419,2075,453,208,408,507,1337,3777,0,
Joe Smith,,1030,619,27022,4325,9512,.455,30,126,.238,4295,9386,.458,.456,2528,3200,.790,2456,4119,6575,1010,606,868,1290,2974,11208,0,
Josh Smith,,894,772,29000,5089,11247,.452,450,1578,.285,4639,9669,.480,.472,2368,3748,.632,1717,4936,6653,2789,1083,1713,2197,2461,12996,3,
Kenny Smith,,737,650,22213,3527,7352,.480,664,1665,.399,2863,5687,.503,.525,1679,2026,.829,281,1173,1454,4073,759,65,1649,1185,9397,0,
Larry Smith,,883,525,22879,2519,4743,.531,0,7,.000,2519,4736,.532,.531,866,1630,.531,3401,4724,8125,941,699,457,1280,2966,5904,0,
Michael Smith,,141,10,1328,294,620,.474,9,60,.150,285,560,.509,.481,101,121,.835,74,138,212,142,21,5,109,119,698,0,
Michael Smith,,449,170,10552,950,1767,.538,1,7,.143,949,1760,.539,.538,626,1183,.529,1122,2071,3193,661,361,248,526,1137,2527,0,
Otis Smith,,375,102,7720,1540,3384,.455,47,187,.251,1493,3197,.467,.462,824,1082,.762,604,812,1416,690,377,188,559,804,3951,0,
Phil Smith,,659,304,19166,4007,8418,.476,19,75,.253,3988,8343,.478,.477,1891,2428,.779,588,1390,1978,2561,734,165,990,1680,9924,1,
Randy Smith,,976,384,31444,6676,14218,.470,17,110,.155,6659,14108,.472,.470,2893,3705,.781,861,1977,3597,4487,1403,57,1158,2556,16262,0,
Robert Smith,,229,1,3118,417,958,.435,10,42,.238,407,916,.444,.441,291,332,.877,70,218,288,401,119,21,194,382,1135,0,
Steve Smith,,942,717,28855,4609,10485,.440,1148,3208,.358,3461,7277,.476,.494,3064,3625,.845,1112,1948,3060,2922,726,275,1714,2278,13430,1,
Tony Smith,,457,87,7295,1017,2362,.431,120,391,.307,897,1971,.455,.456,350,507,.690,324,411,735,881,319,79,442,717,2504,0,
Rik Smits,,867,792,23100,5301,10461,.507,3,26,.115,5298,10435,.508,.507,2266,2932,.773,1531,3746,5277,1215,372,1111,1579,3011,12871,0,
Mike Smrek,,194,31,1890,211,489,.431,0,2,.000,211,487,.433,.431,132,214,.617,146,276,422,49,37,150,138,417,554,0,
Tony Snell,,601,310,13093,1335,3097,.431,728,1848,.394,607,1249,.486,.549,274,324,.846,172,1199,1371,669,266,138,329,846,3672,0,
Eric Snow,,846,551,23132,2144,5054,.424,55,265,.208,2089,4789,.436,.430,1448,1897,.763,419,1722,2141,4245,975,105,1391,2013,5791,1,
Dick Snyder,,964,100,25676,4890,10019,.488,,,,,,,,1975,2398,.824,248,740,2732,2767,300,157,84,2453,11755,0,
Ricky Sobers,,821,380,22992,4250,9262,.459,130,447,.291,4120,8815,.467,.466,2272,2695,.843,672,1460,2132,3525,1085,161,1973,2622,10902,1,
Will Solomon,,115,13,1584,218,576,.378,74,248,.298,144,328,.439,.443,74,107,.692,24,108,132,225,62,11,116,147,584,0,
Darius Songaila,,495,79,9229,1449,2904,.499,3,19,.158,1446,2885,.501,.499,514,609,.844,553,1136,1689,589,324,106,486,1197,3415,0,
Jim Spanarkel,,259,5,5290,844,1796,.470,12,48,.250,832,1748,.476,.473,805,941,.855,300,352,652,572,248,38,399,495,2505,0,
Rory Sparrow,,836,562,22550,3264,7008,.466,101,389,.260,3163,6619,.478,.473,928,1164,.797,441,1314,1755,4192,828,103,1534,1915,7557,1,
Odie Spears,,479,,8104,1488,4066,.366,,,,,,,,1185,1554,.763,,,1409,917,,,,1580,4161,0,
Marreese Speights,,705,78,10640,2181,4750,.459,232,651,.356,1949,4099,.475,.484,998,1252,.797,947,1928,2875,461,189,356,614,1564,5592,0,
Elmore Spencer,,157,75,2641,389,754,.516,0,3,.000,389,751,.518,.516,145,250,.580,127,428,555,109,53,170,249,336,923,0,
Felton Spencer,,640,404,12298,1194,2466,.484,0,1,.000,1194,2465,.484,.484,966,1469,.658,1313,2123,3436,213,248,534,667,2116,3354,0,
Tiago Splitter,,355,153,6812,1073,1932,.555,2,14,.143,1071,1918,.558,.556,668,958,.697,576,1203,1779,423,198,209,384,685,2816,0,
Latrell Sprewell,,913,868,35270,6076,14294,.425,1104,3272,.337,4972,11022,.451,.464,3456,4298,.804,770,2954,3724,3664,1294,399,2450,1689,16712,2,
Larry Spriggs,,169,39,2202,341,659,.517,0,6,.000,341,653,.522,.517,191,254,.752,125,259,384,218,80,28,209,338,873,0,
Jerry Stackhouse,,970,564,30222,5386,13182,.409,988,3202,.309,4398,9980,.441,.446,4649,5659,.822,926,2141,3067,3240,869,437,2641,1810,16409,1,
Kevin Stacom,,347,0,4539,769,1844,.417,1,2,.500,768,1842,.417,.417,242,315,.768,190,321,511,524,111,15,158,360,1781,0,
Bud Stallworth,,313,,5489,1021,2466,.414,,,,,,,,361,526,.686,190,446,861,213,129,51,,686,2403,0,
Dave Stallworth,,522,,10494,1883,4296,.438,,,,,,,,1094,1495,.732,58,87,2453,872,31,7,,1259,4860,0,
John Starks,,866,420,23514,3953,9590,.412,1222,3591,.340,2731,5999,.455,.476,1701,2211,.769,417,1712,2129,3085,951,106,1533,2293,10829,0,
Nik Stauskas,,343,63,6701,770,1981,.389,400,1131,.354,370,850,.435,.490,350,431,.812,78,613,691,515,139,80,340,426,2290,0,
Larry Staverman,,265,,3380,474,1019,.465,,,,,,,,289,368,.785,,,1019,251,,,,577,1237,0,
Larry Steele,,610,,14777,2020,4180,.483,0,4,.000,2020,4176,.484,.483,969,1218,.796,428,917,1781,1719,846,96,195,1832,5009,1,
Vladimir Stepania,,270,19,3726,455,1071,.425,2,15,.133,453,1056,.429,.426,206,384,.536,444,736,1180,94,110,144,213,482,1118,0,
D.J. Stephens,,4,0,22,4,9,.444,0,0,,4,9,.444,.444,1,1,1.000,1,4,5,0,1,0,1,0,9,0,
Lance Stephenson,,554,200,12680,1885,4240,.445,373,1189,.314,1512,3051,.496,.489,595,857,.694,344,1907,2251,1621,357,76,908,1086,4738,5,
Brook Steppe,,238,28,2858,443,945,.469,9,29,.310,434,916,.474,.474,402,490,.820,127,218,345,280,105,17,248,334,1297,0,
Lamar Stevens,,220,42,3348,484,1046,.463,74,258,.287,410,788,.520,.498,180,248,.726,159,473,632,138,103,75,125,298,1222,0,
DeShawn Stevenson,,824,542,18396,2238,5515,.406,550,1617,.340,1688,3898,.433,.456,904,1296,.698,410,1422,1832,1355,423,134,814,1140,5930,0,
Isaiah Stewart,,307,181,7542,1033,2037,.507,187,542,.345,846,1495,.566,.553,378,516,.733,704,1473,2177,407,126,337,354,810,2631,0,
Larry Stewart,,270,72,5415,765,1503,.509,9,44,.205,756,1459,.518,.512,466,619,.753,444,633,1077,338,147,106,346,580,2005,0,
Michael Stewart,,286,43,3303,246,556,.442,0,0,,246,556,.442,.442,131,251,.522,349,558,907,88,56,278,142,557,623,0,
Steve Stipanovich,,403,365,12591,2015,4160,.484,10,56,.179,2005,4104,.489,.486,1283,1611,.796,771,2360,3131,938,415,380,777,1435,5323,1,
Bryant Stith,,586,406,16417,2021,4767,.424,306,931,.329,1715,3836,.447,.456,1598,1900,.841,605,1378,1983,1178,594,130,776,1092,5946,0,
Alex Stivrins,,22,0,90,20,43,.465,0,2,.000,20,41,.488,.465,4,8,.500,10,12,22,4,2,2,10,13,44,0,
John Stockton,,1504,1300,47764,7039,13658,.515,845,2203,.384,6194,11455,.541,.546,4788,5796,.826,966,3085,4051,15806,3265,315,4244,3942,19711,0,
Peja Stojaković,,804,665,26966,4825,10719,.450,1760,4392,.401,3065,6327,.484,.532,2237,2500,.895,747,3035,3782,1408,747,106,1090,1398,13647,0,
Greg Stokes,,42,13,384,57,128,.445,0,1,.000,57,127,.449,.445,16,23,.696,29,33,62,17,14,11,22,64,130,0,
Julyan Stone,,70,2,502,28,63,.444,10,32,.313,18,31,.581,.524,14,20,.700,10,67,77,77,16,8,25,56,80,0,
Damon Stoudamire,,878,793,29106,4329,10662,.406,1236,3464,.357,3093,7198,.430,.464,1869,2244,.833,703,2336,3039,5371,953,81,2039,1705,11763,6,
Amar'e Stoudemire,,846,696,26254,5911,11009,.537,30,127,.236,5881,10882,.540,.538,4142,5444,.761,2029,4603,6632,1050,636,1054,1953,2685,15994,0,
Erick Strickland,,501,122,10189,1333,3400,.392,404,1151,.351,929,2249,.413,.451,710,860,.826,224,1093,1317,1203,422,41,668,959,3780,0,
Mark Strickland,,281,26,3415,539,1105,.488,2,9,.222,537,1096,.490,.489,201,301,.668,268,503,771,102,79,110,163,321,1281,0,
Rod Strickland,,1094,740,33634,5418,11928,.454,195,691,.282,5223,11237,.465,.462,3432,4759,.721,1172,2912,4084,7987,1616,215,2862,2048,14463,6,
Derek Strong,,456,72,8548,1067,2483,.430,11,61,.180,1056,2422,.436,.432,943,1199,.786,783,1430,2213,291,203,94,421,740,3088,0,
Max Strus,,309,156,7884,1129,2645,.427,709,1926,.368,420,719,.584,.561,242,298,.812,198,859,1057,728,171,71,301,600,3209,1,
Rodney Stuckey,,651,302,17890,2904,6870,.423,276,921,.300,2628,5949,.442,.443,2101,2551,.824,419,1493,1912,2333,568,94,1181,1346,8185,0,
Jared Sullinger,,269,172,6532,1172,2685,.436,141,518,.272,1031,2167,.476,.463,408,564,.723,684,1322,2006,477,180,161,332,784,2893,0,
Edmond Sumner,,161,41,2256,356,758,.470,87,255,.341,269,503,.535,.527,198,244,.811,51,193,244,182,91,34,133,242,997,0,
Bruno Šundov,,102,4,524,79,222,.356,5,24,.208,74,198,.374,.367,10,19,.526,32,75,107,18,15,14,30,106,173,0,
Jon Sundvold,,502,71,8811,1647,3642,.452,226,576,.392,1421,3066,.463,.483,366,431,.849,132,422,554,1469,220,5,560,601,3886,0,
Bob Sura,,657,205,15597,1918,4628,.414,423,1303,.325,1495,3325,.450,.460,1395,2024,.689,586,1654,2240,2474,641,142,1231,1477,5654,2,
Greg Sutton,,168,8,1946,272,687,.396,116,321,.361,156,366,.426,.480,101,136,.743,22,131,153,284,84,13,183,317,761,0,
Robert Swift,,97,34,1500,172,340,.506,0,0,,172,340,.506,.506,72,118,.610,122,254,376,20,26,86,71,224,416,0,
Skeeter Swift,,283,,6839,1218,2738,.445,130,436,.298,1088,2302,.473,.469,713,848,.841,154,477,631,820,3,0,700,915,3279,0,
Stromile Swift,,547,97,10804,1713,3623,.473,2,27,.074,1711,3596,.476,.473,1154,1650,.699,885,1650,2535,275,354,683,690,1357,4582,0,
Wally Szczerbiak,,651,393,20052,3486,7193,.485,590,1453,.406,2896,5740,.505,.526,1633,1899,.860,671,1931,2602,1532,388,160,970,1380,9195,0,
Žan Tabak,,247,70,3607,537,1062,.506,0,3,.000,537,1059,.507,.506,159,303,.525,325,558,883,165,65,126,269,577,1233,0,
Roy Tarpley,,280,57,7476,1457,3014,.483,6,34,.176,1451,2980,.487,.484,613,824,.744,964,1839,2803,292,317,329,557,950,3533,0,
